"ID","Uni","Full_Part","PTY","Current_Year","Course_Duration","Course_Name","Gender","UKRN","timepoint","crisis_aware","crisis_learnt","crisis_explain","os_explain","os_learnt","applicability","crisis_aware_Completed","crisis_learnt_Completed","crisis_explain_Completed","os_explain_Completed","os_learnt_Completed","applicability_Completed"
104,"UKRN09",NA,NA,"Year 1",NA,NA,"2","UKRN",3,0,0,NA,0,0,0,1,1,0,1,1,1
106,"UKRN09",NA,NA,"Year 2",NA,NA,"2","UKRN",3,0,0,NA,1,1,1,1,1,0,1,1,1
107,"UKRN09",NA,NA,"Year 2",NA,NA,"2","UKRN",3,1,1,0,1,1,1,1,1,1,1,1,1
108,"UKRN09",NA,NA,"Year 1",NA,NA,"2","UKRN",3,1,1,0,0,0,1,1,1,1,1,1,1
109,"UKRN09",NA,NA,"Year 2",NA,NA,"2","UKRN",3,1,0,0,1,0,1,1,1,1,1,1,1
110,"UKRN09",NA,NA,"Year 2",NA,NA,"1","UKRN",3,1,1,0,0,0,0,1,1,1,1,1,1
111,"UKRN09",NA,NA,"Year 1",NA,NA,"1","UKRN",3,1,1,1,1,1,0,1,1,1,1,1,1
112,"UKRN09",NA,NA,"Year 2",NA,NA,"2","UKRN",3,0,0,NA,1,1,1,1,1,0,1,1,1
113,"UKRN09",NA,NA,"Year 2",NA,NA,"2","UKRN",3,0,0,NA,0,0,1,1,1,0,1,1,1
114,"UKRN09",NA,NA,"Year 2",NA,NA,"2","UKRN",3,1,1,1,0,0,1,1,1,1,1,1,1
115,"UKRN09",NA,NA,"Year 2",NA,NA,"2","UKRN",3,1,1,1,0,1,1,1,1,1,1,1,1
116,"UKRN09",NA,NA,"Year 2",NA,NA,"1","UKRN",3,0,0,NA,1,0,1,1,1,0,1,1,1
117,"UKRN09",NA,NA,"Year 2",NA,NA,"2","UKRN",3,0,0,NA,0,0,1,1,1,0,1,1,1
119,"UKRN09",NA,NA,"Year 1",NA,NA,"2","UKRN",3,1,1,0,1,1,1,1,1,1,1,1,1
120,"UKRN09",NA,NA,"Year 1",NA,NA,"2","UKRN",3,1,1,1,0,1,1,1,1,1,1,1,1
121,"UKRN09",NA,NA,"Year 2",NA,NA,"2","UKRN",3,1,1,1,1,1,1,1,1,1,1,1,1
122,"UKRN09",NA,NA,"Year 2",NA,NA,"2","UKRN",3,1,0,1,0,1,1,1,1,1,1,1,1
123,"UKRN09",NA,NA,"Year 2",NA,NA,"2","UKRN",3,1,1,0,1,1,1,1,1,1,1,1,1
124,"UKRN09",NA,NA,"Year 2",NA,NA,"2","UKRN",3,1,1,1,1,1,1,1,1,1,1,1,1
125,"UKRN09",NA,NA,"Year 2",NA,NA,"2","UKRN",3,1,1,1,0,0,1,1,1,1,1,1,1
126,"UKRN09",NA,NA,"Year 1",NA,NA,"2","UKRN",3,1,1,1,1,1,1,1,1,1,1,1,1
127,"UKRN09",NA,NA,"Year 2",NA,NA,"2","UKRN",3,0,0,NA,1,1,1,1,1,0,1,1,1
128,"UKRN09",NA,NA,"Year 2",NA,NA,"2","UKRN",3,1,1,1,0,1,1,1,1,1,1,1,1
129,"UKRN09",NA,NA,"Year 2",NA,NA,"2","UKRN",3,0,0,NA,1,0,0,1,1,0,1,1,1
130,"UKRN09",NA,NA,"Year 1",NA,NA,"2","UKRN",3,0,0,NA,1,0,1,1,1,0,1,1,1
131,"UKRN09",NA,NA,"Year 2",NA,NA,"2","UKRN",3,1,1,1,0,0,1,1,1,1,1,1,1
132,"UKRN09",NA,NA,"Year 1",NA,NA,"2","UKRN",3,1,1,1,1,1,1,1,1,1,1,1,1
133,"UKRN09",NA,NA,"Year 2",NA,NA,"2","UKRN",3,0,0,NA,1,1,1,1,1,0,1,1,1
134,"UKRN09",NA,NA,"Year 2",NA,NA,"2","UKRN",3,0,0,NA,0,0,1,1,1,0,1,1,1
135,"UKRN09",NA,NA,"Year 2",NA,NA,"2","UKRN",3,0,0,NA,1,1,1,1,1,0,1,1,1
136,"UKRN09",NA,NA,"Year 2",NA,NA,"2","UKRN",3,1,1,1,1,1,1,1,1,1,1,1,1
137,"UKRN09",NA,NA,"Year 1",NA,NA,"2","UKRN",3,1,1,0,0,0,1,1,1,1,1,1,1
138,"UKRN09",NA,NA,"Year 2",NA,NA,"2","UKRN",3,0,0,NA,1,0,1,1,1,0,1,1,1
139,"UKRN09",NA,NA,"Year 1",NA,NA,"2","UKRN",3,1,1,0,0,1,1,1,1,1,1,1,1
140,"UKRN09",NA,NA,"Year 1",NA,NA,"2","UKRN",3,1,1,0,1,0,1,1,1,1,1,1,1
141,"UKRN09",NA,NA,"Year 1",NA,NA,"2","UKRN",3,1,0,0,0,0,1,1,1,1,1,1,1
142,"UKRN09",NA,NA,"Year 1",NA,NA,"2","UKRN",3,1,1,1,0,0,1,1,1,1,1,1,1
143,"UKRN09",NA,NA,"Year 1",NA,NA,"2","UKRN",3,0,0,NA,0,0,1,1,1,0,1,1,1
144,"UKRN09",NA,NA,"Year 1",NA,NA,"2","UKRN",3,1,1,0,0,1,1,1,1,1,1,1,1
145,"UKRN09",NA,NA,"Year 2",NA,NA,"2","UKRN",3,1,1,0,1,1,1,1,1,1,1,1,1
146,"UKRN09",NA,NA,"Year 1",NA,NA,"2","UKRN",3,0,0,NA,0,0,1,1,1,0,1,1,1
147,"UKRN09",NA,NA,"Year 1",NA,NA,"2","UKRN",3,1,0,1,0,0,1,1,1,1,1,1,1
267,"UKRN06",NA,NA,"Year 1",NA,NA,"2","UKRN",3,0,0,NA,0,0,1,1,1,0,1,1,1
268,"UKRN06",NA,NA,"Year 2",NA,NA,"2","UKRN",3,1,1,0,1,1,1,1,1,1,1,1,1
269,"UKRN06",NA,NA,"Year 2",NA,NA,"2","UKRN",3,1,1,1,1,1,1,1,1,1,1,1,1
270,"UKRN06",NA,NA,"Year 2",NA,NA,"2","UKRN",3,1,1,1,1,1,1,1,1,1,1,1,1
271,"UKRN06",NA,NA,"Year 2",NA,NA,"2","UKRN",3,1,1,0,1,1,0,1,1,1,1,1,1
272,"UKRN06",NA,NA,"Year 1",NA,NA,"1","UKRN",3,1,0,0,1,1,1,1,1,1,1,1,1
273,"UKRN06",NA,NA,"Year 2",NA,NA,"1","UKRN",3,1,1,1,0,0,1,1,1,1,1,1,1
274,"UKRN06",NA,NA,"Year 1",NA,NA,"2","UKRN",3,1,1,0,0,0,1,1,1,1,1,1,1
275,"UKRN06",NA,NA,"Year 1",NA,NA,"2","UKRN",3,1,0,0,1,1,1,1,1,1,1,1,1
276,"UKRN06",NA,NA,"Year 1",NA,NA,"2","UKRN",3,1,1,0,0,0,1,1,1,1,1,1,1
277,"UKRN06",NA,NA,"Year 2",NA,NA,"2","UKRN",3,1,1,1,0,0,1,1,1,1,1,1,1
278,"UKRN06",NA,NA,"Year 1",NA,NA,"2","UKRN",3,0,0,NA,0,0,0,1,1,0,1,1,1
279,"UKRN06",NA,NA,"Year 1",NA,NA,"2","UKRN",3,0,0,NA,1,0,0,1,1,0,1,1,1
280,"UKRN06",NA,NA,"Year 1",NA,NA,"2","UKRN",3,0,0,NA,0,0,1,1,1,0,1,1,1
281,"UKRN06",NA,NA,"Year 1",NA,NA,"2","UKRN",3,1,0,1,1,0,1,1,1,1,1,1,1
282,"UKRN06",NA,NA,"Year 1",NA,NA,"2","UKRN",3,1,1,1,0,1,1,1,1,1,1,1,1
283,"UKRN06",NA,NA,"Year 2",NA,NA,"2","UKRN",3,1,1,1,1,1,1,1,1,1,1,1,1
284,"UKRN06",NA,NA,"Year 1",NA,NA,"2","UKRN",3,0,0,NA,0,1,1,1,1,0,1,1,1
285,"UKRN06",NA,NA,"Year 2",NA,NA,"2","UKRN",3,1,1,0,0,0,1,1,1,1,1,1,1
286,"UKRN06",NA,NA,"Year 1",NA,NA,"2","UKRN",3,0,0,NA,0,1,1,1,1,0,1,1,1
287,"UKRN06",NA,NA,"Year 2",NA,NA,"2","UKRN",3,0,0,NA,1,1,1,1,1,0,1,1,1
288,"UKRN06",NA,NA,"Year 2",NA,NA,"2","UKRN",3,1,1,1,0,1,1,1,1,1,1,1,1
289,"UKRN06",NA,NA,"Year 2",NA,NA,"2","UKRN",3,0,0,NA,0,0,0,1,1,0,1,1,1
290,"UKRN06",NA,NA,"Year 1",NA,NA,"2","UKRN",3,1,1,0,0,0,1,1,1,1,1,1,1
291,"UKRN06",NA,NA,"Year 2",NA,NA,"2","UKRN",3,1,1,0,0,1,1,1,1,1,1,1,1
292,"UKRN06",NA,NA,"Year 1",NA,NA,"2","UKRN",3,0,0,NA,0,0,1,1,1,0,1,1,1
293,"UKRN06",NA,NA,"Year 1",NA,NA,"2","UKRN",3,1,0,0,0,1,1,1,1,1,1,1,1
294,"UKRN06",NA,NA,"Year 1",NA,NA,"2","UKRN",3,1,1,0,0,0,1,1,1,1,1,1,1
295,"UKRN06",NA,NA,"Year 2",NA,NA,"2","UKRN",3,1,1,1,0,0,1,1,1,1,1,1,1
296,"UKRN06",NA,NA,"Year 1",NA,NA,"2","UKRN",3,1,0,0,0,0,0,1,1,1,1,1,1
297,"UKRN06",NA,NA,"Year 1",NA,NA,"1","UKRN",3,0,0,NA,0,0,1,1,1,0,1,1,1
298,"UKRN06",NA,NA,"Year 1",NA,NA,"2","UKRN",3,0,0,NA,1,1,0,1,1,0,1,1,1
299,"UKRN06",NA,NA,"Year 1",NA,NA,"2","UKRN",3,1,1,0,0,0,0,1,1,1,1,1,1
300,"UKRN06",NA,NA,"Year 1",NA,NA,"2","UKRN",3,1,0,0,0,0,1,1,1,1,1,1,1
301,"UKRN06",NA,NA,"Year 2",NA,NA,"2","UKRN",3,1,1,1,1,1,1,1,1,1,1,1,1
302,"UKRN06",NA,NA,"Year 1",NA,NA,"2","UKRN",3,1,1,1,1,1,1,1,1,1,1,1,1
303,"UKRN06",NA,NA,"Year 1",NA,NA,"2","UKRN",3,0,0,NA,1,1,1,1,1,0,1,1,1
304,"UKRN06",NA,NA,"Year 2",NA,NA,"1","UKRN",3,1,1,1,1,1,1,1,1,1,1,1,1
305,"UKRN06",NA,NA,"Year 1",NA,NA,"2","UKRN",3,0,0,NA,0,0,1,1,1,0,1,1,1
306,"UKRN06",NA,NA,"Year 1",NA,NA,"2","UKRN",3,0,0,NA,1,1,1,1,1,0,1,1,1
307,"UKRN06",NA,NA,"Year 1",NA,NA,"2","UKRN",3,1,0,1,0,1,1,1,1,1,1,1,1
308,"UKRN06",NA,NA,"Year 1",NA,NA,"2","UKRN",3,0,0,NA,0,1,0,1,1,0,1,1,1
309,"UKRN06",NA,NA,"Year 2",NA,NA,"2","UKRN",3,1,1,0,1,0,1,1,1,1,1,1,1
310,"UKRN06",NA,NA,"Year 1",NA,NA,"2","UKRN",3,0,0,NA,0,1,0,1,1,0,1,1,1
311,"UKRN06",NA,NA,"Year 1",NA,NA,"2","UKRN",3,1,1,1,0,0,1,1,1,1,1,1,1
312,"UKRN06",NA,NA,"Year 1",NA,NA,"2","UKRN",3,1,0,1,0,0,0,1,1,1,1,1,1
313,"UKRN06",NA,NA,"Year 1",NA,NA,"2","UKRN",3,1,1,1,1,1,1,1,1,1,1,1,1
314,"UKRN06",NA,NA,"Year 1",NA,NA,"2","UKRN",3,0,0,NA,0,0,0,1,1,0,1,1,1
315,"UKRN06",NA,NA,"Year 1",NA,NA,"2","UKRN",3,1,1,1,0,0,1,1,1,1,1,1,1
316,"UKRN06",NA,NA,"Year 2",NA,NA,"2","UKRN",3,0,0,NA,0,0,1,1,1,0,1,1,1
317,"UKRN06",NA,NA,"Year 1",NA,NA,"2","UKRN",3,1,1,1,1,1,1,1,1,1,1,1,1
318,"UKRN06",NA,NA,"Year 1",NA,NA,"2","UKRN",3,1,1,1,0,0,0,1,1,1,1,1,1
319,"UKRN06",NA,NA,"Year 2",NA,NA,"2","UKRN",3,1,1,0,0,0,1,1,1,1,1,1,1
320,"UKRN06",NA,NA,"Year 2",NA,NA,"1","UKRN",3,1,1,1,1,1,1,1,1,1,1,1,1
321,"UKRN06",NA,NA,"Year 1",NA,NA,"1","UKRN",3,1,1,0,1,1,1,1,1,1,1,1,1
322,"UKRN06",NA,NA,"Year 1",NA,NA,"2","UKRN",3,0,0,NA,1,0,1,1,1,0,1,1,1
323,"UKRN06",NA,NA,"Year 1",NA,NA,"2","UKRN",3,0,0,NA,0,0,1,1,1,0,1,1,1
324,"UKRN06",NA,NA,"Year 1",NA,NA,"2","UKRN",3,0,0,NA,1,0,0,1,1,0,1,1,1
325,"UKRN06",NA,NA,"Year 1",NA,NA,"2","UKRN",3,1,1,1,1,1,1,1,1,1,1,1,1
326,"UKRN06",NA,NA,"Year 1",NA,NA,"2","UKRN",3,1,1,0,0,0,1,1,1,1,1,1,1
327,"UKRN06",NA,NA,"Year 1",NA,NA,"2","UKRN",3,0,0,NA,0,0,0,1,1,0,1,1,1
328,"UKRN06",NA,NA,"Year 1",NA,NA,"2","UKRN",3,1,1,0,0,0,1,1,1,1,1,1,1
329,"UKRN06",NA,NA,"Year 2",NA,NA,"2","UKRN",3,1,1,0,0,1,1,1,1,1,1,1,1
330,"UKRN06",NA,NA,"Year 1",NA,NA,"1","UKRN",3,1,0,0,0,0,1,1,1,1,1,1,1
331,"UKRN06",NA,NA,"Year 2",NA,NA,"2","UKRN",3,1,1,0,1,1,1,1,1,1,1,1,1
333,"UKRN06",NA,NA,"Year 1",NA,NA,"2","UKRN",3,0,0,NA,0,0,0,1,1,0,1,1,1
334,"UKRN06",NA,NA,"Year 1",NA,NA,"2","UKRN",3,0,0,NA,0,0,1,1,1,0,1,1,1
335,"UKRN06",NA,NA,"Year 2",NA,NA,"1","UKRN",3,1,1,1,1,1,1,1,1,1,1,1,1
336,"UKRN06",NA,NA,"Year 1",NA,NA,"2","UKRN",3,1,1,0,0,0,1,1,1,1,1,1,1
337,"UKRN06",NA,NA,"Year 2",NA,NA,"2","UKRN",3,1,1,1,0,0,1,1,1,1,1,1,1
338,"UKRN06",NA,NA,"Year 1",NA,NA,"2","UKRN",3,1,0,1,0,0,1,1,1,1,1,1,1
339,"UKRN06",NA,NA,"Year 1",NA,NA,"2","UKRN",3,1,1,0,0,0,1,1,1,1,1,1,1
340,"UKRN06",NA,NA,"Year 2",NA,NA,"2","UKRN",3,1,1,0,1,1,1,1,1,1,1,1,1
341,"UKRN06",NA,NA,"Year 1",NA,NA,"2","UKRN",3,1,1,1,0,0,1,1,1,1,1,1,1
342,"UKRN06",NA,NA,"Year 1",NA,NA,"2","UKRN",3,1,1,0,0,1,1,1,1,1,1,1,1
343,"UKRN06",NA,NA,"Year 1",NA,NA,"3","UKRN",3,0,0,NA,0,1,0,1,1,0,1,1,1
344,"UKRN06",NA,NA,"Year 2",NA,NA,"2","UKRN",3,1,1,1,1,1,1,1,1,1,1,1,1
345,"UKRN06",NA,NA,"Year 2",NA,NA,"1","UKRN",3,1,0,1,1,1,1,1,1,1,1,1,1
346,"UKRN06",NA,NA,"Year 1",NA,NA,"2","UKRN",3,1,0,0,1,0,1,1,1,1,1,1,1
347,"UKRN06",NA,NA,"Year 1",NA,NA,"2","UKRN",3,0,0,NA,0,0,1,1,1,0,1,1,1
348,"UKRN06",NA,NA,"Year 1",NA,NA,"2","UKRN",3,0,0,NA,0,0,1,1,1,0,1,1,1
349,"UKRN06",NA,NA,"Year 1",NA,NA,"2","UKRN",3,0,0,NA,0,1,0,1,1,0,1,1,1
350,"UKRN06",NA,NA,"Year 1",NA,NA,"2","UKRN",3,1,0,0,0,0,1,1,1,1,1,1,1
351,"UKRN06",NA,NA,"Year 1",NA,NA,"2","UKRN",3,0,0,NA,0,0,0,1,1,0,1,1,1
352,"UKRN06",NA,NA,"Year 2",NA,NA,"2","UKRN",3,1,1,1,0,1,1,1,1,1,1,1,1
353,"UKRN06",NA,NA,"Year 1",NA,NA,"2","UKRN",3,0,0,NA,0,0,0,1,1,0,1,1,1
354,"UKRN06",NA,NA,"Year 2",NA,NA,"1","UKRN",3,1,0,0,0,1,1,1,1,1,1,1,1
355,"UKRN06",NA,NA,"Year 1",NA,NA,"2","UKRN",3,1,0,1,1,1,1,1,1,1,1,1,1
356,"UKRN06",NA,NA,"Year 1",NA,NA,"1","UKRN",3,0,0,NA,1,1,1,1,1,0,1,1,1
357,"UKRN06",NA,NA,"Year 2",NA,NA,"2","UKRN",3,1,1,1,1,1,1,1,1,1,1,1,1
358,"UKRN06",NA,NA,"Year 1",NA,NA,"2","UKRN",3,1,1,1,1,0,0,1,1,1,1,1,1
359,"UKRN06",NA,NA,"Year 1",NA,NA,"2","UKRN",3,1,1,0,1,1,1,1,1,1,1,1,1
360,"UKRN06",NA,NA,"Year 2",NA,NA,"2","UKRN",3,1,1,1,0,1,1,1,1,1,1,1,1
361,"UKRN06",NA,NA,"Year 1",NA,NA,"2","UKRN",3,0,0,NA,1,0,1,1,1,0,1,1,1
362,"UKRN06",NA,NA,"Year 1",NA,NA,"1","UKRN",3,0,0,NA,0,0,0,1,1,0,1,1,1
363,"UKRN06",NA,NA,"Year 1",NA,NA,"2","UKRN",3,0,0,NA,1,0,1,1,1,0,1,1,1
364,"UKRN06",NA,NA,"Year 2",NA,NA,"1","UKRN",3,1,1,0,1,1,1,1,1,1,1,1,1
365,"UKRN06",NA,NA,"Year 2",NA,NA,"2","UKRN",3,0,0,NA,0,0,1,1,1,0,1,1,1
366,"UKRN06",NA,NA,"Year 1",NA,NA,"1","UKRN",3,1,1,0,1,1,1,1,1,1,1,1,1
367,"UKRN06",NA,NA,"Year 2",NA,NA,"2","UKRN",3,1,1,0,1,1,0,1,1,1,1,1,1
368,"UKRN06",NA,NA,"Year 1",NA,NA,"2","UKRN",3,0,0,NA,0,0,1,1,1,0,1,1,1
369,"UKRN06",NA,NA,"Year 1",NA,NA,"2","UKRN",3,1,1,1,1,0,1,1,1,1,1,1,1
370,"UKRN06",NA,NA,"Year 1",NA,NA,"2","UKRN",3,0,0,NA,0,0,1,1,1,0,1,1,1
371,"UKRN06",NA,NA,"Year 1",NA,NA,"1","UKRN",3,1,1,1,0,0,1,1,1,1,1,1,1
372,"UKRN06",NA,NA,"Year 2",NA,NA,"2","UKRN",3,1,1,0,1,1,1,1,1,1,1,1,1
373,"UKRN06",NA,NA,"Year 1",NA,NA,"2","UKRN",3,1,1,0,1,1,1,1,1,1,1,1,1
374,"UKRN06",NA,NA,"Year 1",NA,NA,"2","UKRN",3,0,0,NA,0,0,1,1,1,0,1,1,1
375,"UKRN06",NA,NA,"Year 1",NA,NA,"2","UKRN",3,0,0,NA,1,1,1,1,1,0,1,1,1
376,"UKRN06",NA,NA,"Year 1",NA,NA,"2","UKRN",3,1,1,1,1,1,1,1,1,1,1,1,1
377,"UKRN06",NA,NA,"Year 1",NA,NA,"2","UKRN",3,1,1,1,0,0,1,1,1,1,1,1,1
378,"UKRN06",NA,NA,"Year 2",NA,NA,"2","UKRN",3,1,1,0,1,1,1,1,1,1,1,1,1
379,"UKRN06",NA,NA,"Year 2",NA,NA,"1","UKRN",3,0,0,NA,1,1,1,1,1,0,1,1,1
380,"UKRN06",NA,NA,"Year 1",NA,NA,"2","UKRN",3,0,0,NA,1,0,1,1,1,0,1,1,1
383,"UKRN06",NA,NA,"Year 2",NA,NA,"1","UKRN",3,0,0,NA,1,0,1,1,1,0,1,1,1
384,"UKRN06",NA,NA,"Year 1",NA,NA,"1","UKRN",3,1,1,1,1,1,1,1,1,1,1,1,1
385,"UKRN06",NA,NA,"Year 2",NA,NA,"2","UKRN",3,1,0,0,1,0,1,1,1,1,1,1,1
386,"UKRN06",NA,NA,"Year 1",NA,NA,"1","UKRN",3,0,0,NA,1,1,1,1,1,0,1,1,1
387,"UKRN06",NA,NA,"Year 1",NA,NA,"2","UKRN",3,0,0,NA,1,1,1,1,1,0,1,1,1
388,"UKRN06",NA,NA,"Year 1",NA,NA,"2","UKRN",3,0,0,NA,0,0,1,1,1,0,1,1,1
389,"UKRN06",NA,NA,"Year 2",NA,NA,"2","UKRN",3,1,1,1,1,1,1,1,1,1,1,1,1
390,"UKRN06",NA,NA,"Year 1",NA,NA,"2","UKRN",3,1,0,0,0,0,1,1,1,1,1,1,1
391,"UKRN06",NA,NA,"Year 2",NA,NA,"2","UKRN",3,1,1,1,0,1,1,1,1,1,1,1,1
392,"UKRN06",NA,NA,"Year 1",NA,NA,"2","UKRN",3,1,1,0,0,0,1,1,1,1,1,1,1
393,"UKRN06",NA,NA,"Year 2",NA,NA,"2","UKRN",3,1,1,0,0,0,0,1,1,1,1,1,1
396,"UKRN06",NA,NA,"Year 1",NA,NA,"2","UKRN",3,1,1,0,1,1,1,1,1,1,1,1,1
397,"UKRN06",NA,NA,"Year 2",NA,NA,"2","UKRN",3,1,1,0,0,1,1,1,1,1,1,1,1
398,"UKRN06",NA,NA,"Year 2",NA,NA,"2","UKRN",3,1,1,1,0,1,1,1,1,1,1,1,1
399,"UKRN06",NA,NA,"Year 1",NA,NA,"2","UKRN",3,1,1,1,0,1,1,1,1,1,1,1,1
400,"UKRN06",NA,NA,"Year 1",NA,NA,"1","UKRN",3,0,0,NA,0,0,1,1,1,0,1,1,1
401,"UKRN06",NA,NA,"Year 1",NA,NA,"2","UKRN",3,0,0,NA,0,0,1,1,1,0,1,1,1
402,"UKRN06",NA,NA,"Year 2",NA,NA,"2","UKRN",3,1,1,1,1,1,1,1,1,1,1,1,1
403,"UKRN06",NA,NA,"Year 1",NA,NA,"1","UKRN",3,0,0,NA,0,0,1,1,1,0,1,1,1
404,"UKRN06",NA,NA,"Year 2",NA,NA,"2","UKRN",3,1,1,0,1,1,1,1,1,1,1,1,1
405,"UKRN06",NA,NA,"Year 2",NA,NA,"2","UKRN",3,1,1,0,1,1,1,1,1,1,1,1,1
406,"UKRN06",NA,NA,"Year 2",NA,NA,"2","UKRN",3,1,1,1,1,1,1,1,1,1,1,1,1
407,"UKRN06",NA,NA,"Year 2",NA,NA,"2","UKRN",3,1,1,1,0,1,1,1,1,1,1,1,1
408,"UKRN06",NA,NA,"Year 1",NA,NA,"2","UKRN",3,0,0,NA,0,0,0,1,1,0,1,1,1
409,"UKRN06",NA,NA,"Year 1",NA,NA,"1","UKRN",3,0,0,NA,1,1,1,1,1,0,1,1,1
410,"UKRN06",NA,NA,"Year 1",NA,NA,"2","UKRN",3,0,0,NA,0,0,1,1,1,0,1,1,1
411,"UKRN06",NA,NA,"Year 2",NA,NA,"2","UKRN",3,1,1,1,0,0,1,1,1,1,1,1,1
412,"UKRN06",NA,NA,"Year 2",NA,NA,"2","UKRN",3,1,1,1,0,0,1,1,1,1,1,1,1
413,"UKRN06",NA,NA,"Year 1",NA,NA,"2","UKRN",3,0,0,NA,1,0,1,1,1,0,1,1,1
414,"UKRN06",NA,NA,"Year 2",NA,NA,"1","UKRN",3,1,1,1,1,1,1,1,1,1,1,1,1
415,"UKRN06",NA,NA,"Year 1",NA,NA,"2","UKRN",3,1,1,1,0,1,1,1,1,1,1,1,1
416,"UKRN06",NA,NA,"Year 1",NA,NA,"1","UKRN",3,1,0,0,0,0,1,1,1,1,1,1,1
417,"UKRN06",NA,NA,"Year 2",NA,NA,"2","UKRN",3,1,1,1,1,1,1,1,1,1,1,1,1
418,"UKRN06",NA,NA,"Year 1",NA,NA,"2","UKRN",3,0,0,NA,1,1,1,1,1,0,1,1,1
419,"UKRN06",NA,NA,"Year 1",NA,NA,"1","UKRN",3,0,0,NA,1,0,0,1,1,0,1,1,1
420,"UKRN06",NA,NA,"Year 2",NA,NA,"3","UKRN",3,1,1,1,1,1,1,1,1,1,1,1,1
421,"UKRN06",NA,NA,"Year 1",NA,NA,"2","UKRN",3,0,0,NA,0,0,1,1,1,0,1,1,1
422,"UKRN06",NA,NA,"Year 1",NA,NA,"2","UKRN",3,1,1,1,0,0,1,1,1,1,1,1,1
423,"UKRN06",NA,NA,"Year 1",NA,NA,"2","UKRN",3,1,1,1,0,0,1,1,1,1,1,1,1
424,"UKRN06",NA,NA,"Year 1",NA,NA,"1","UKRN",3,1,1,0,0,0,1,1,1,1,1,1,1
425,"UKRN06",NA,NA,"Year 1",NA,NA,"2","UKRN",3,0,0,NA,0,1,0,1,1,0,1,1,1
426,"UKRN06",NA,NA,"Year 2",NA,NA,"2","UKRN",3,0,0,NA,1,0,1,1,1,0,1,1,1
427,"UKRN06",NA,NA,"Year 2",NA,NA,"2","UKRN",3,1,1,1,1,1,1,1,1,1,1,1,1
428,"UKRN06",NA,NA,"Year 1",NA,NA,"2","UKRN",3,0,0,NA,1,1,1,1,1,0,1,1,1
429,"UKRN06",NA,NA,"Year 2",NA,NA,"2","UKRN",3,1,1,0,1,1,1,1,1,1,1,1,1
472,"UKRN01",NA,NA,"Year 1",NA,NA,"2","UKRN",3,1,1,1,1,0,1,1,1,1,1,1,1
474,"UKRN01",NA,NA,"Year 1",NA,NA,"2","UKRN",3,0,0,NA,0,0,1,1,1,0,1,1,1
475,"UKRN01",NA,NA,"Year 2",NA,NA,"2","UKRN",3,1,1,1,1,1,1,1,1,1,1,1,1
476,"UKRN01",NA,NA,"Year 2",NA,NA,"2","UKRN",3,1,1,1,0,0,1,1,1,1,1,1,1
477,"UKRN01",NA,NA,"Year 1",NA,NA,"2","UKRN",3,0,0,NA,0,0,1,1,1,0,1,1,1
478,"UKRN01",NA,NA,"Year 1",NA,NA,"2","UKRN",3,0,0,NA,0,0,0,1,1,0,1,1,1
479,"UKRN01",NA,NA,"Year 1",NA,NA,"2","UKRN",3,0,0,NA,0,0,0,1,1,0,1,1,1
480,"UKRN01",NA,NA,"Year 1",NA,NA,"2","UKRN",3,0,0,NA,1,1,0,1,1,0,1,1,1
481,"UKRN01",NA,NA,"Year 2",NA,NA,"1","UKRN",3,1,1,0,0,0,1,1,1,1,1,1,1
482,"UKRN01",NA,NA,"Year 1",NA,NA,"3","UKRN",3,0,0,NA,1,0,1,1,1,0,1,1,1
483,"UKRN01",NA,NA,"Year 1",NA,NA,"2","UKRN",3,0,0,NA,1,0,0,1,1,0,1,1,1
484,"UKRN01",NA,NA,"Year 1",NA,NA,"2","UKRN",3,1,1,0,1,0,1,1,1,1,1,1,1
485,"UKRN01",NA,NA,"Year 1",NA,NA,"1","UKRN",3,1,0,1,0,0,0,1,1,1,1,1,1
487,"UKRN01",NA,NA,"Year 2",NA,NA,"2","UKRN",3,1,1,1,0,1,0,1,1,1,1,1,1
488,"UKRN01",NA,NA,"Year 1",NA,NA,"2","UKRN",3,1,0,0,0,0,1,1,1,1,1,1,1
489,"UKRN01",NA,NA,"Year 2",NA,NA,"2","UKRN",3,1,1,1,0,1,1,1,1,1,1,1,1
490,"UKRN01",NA,NA,"Year 1",NA,NA,"2","UKRN",3,0,0,NA,0,0,0,1,1,0,1,1,1
491,"UKRN01",NA,NA,"Year 1",NA,NA,"2","UKRN",3,0,0,NA,0,0,1,1,1,0,1,1,1
492,"UKRN01",NA,NA,"Year 2",NA,NA,"2","UKRN",3,1,1,1,0,0,1,1,1,1,1,1,1
493,"UKRN01",NA,NA,"Year 1",NA,NA,"2","UKRN",3,0,0,NA,0,0,1,1,1,0,1,1,1
496,"UKRN01",NA,NA,"Year 1",NA,NA,"1","UKRN",3,0,0,NA,1,1,1,1,1,0,1,1,1
497,"UKRN01",NA,NA,"Year 1",NA,NA,"2","UKRN",3,0,0,NA,0,0,0,1,1,0,1,1,1
499,"UKRN01",NA,NA,"Year 1",NA,NA,"1","UKRN",3,0,0,NA,0,0,1,1,1,0,1,1,1
500,"UKRN01",NA,NA,"Year 2",NA,NA,"2","UKRN",3,0,0,NA,0,1,1,1,1,0,1,1,1
501,"UKRN01",NA,NA,"Year 2",NA,NA,"2","UKRN",3,1,1,0,0,0,0,1,1,1,1,1,1
