"applicability","applicability_Completed","Awareness_1","Awareness_2","Awareness_3","Awareness_4","Awareness_5","Awareness_6","Awareness_7","Awareness_8","Awareness_Completed","Awareness_Score_Total","comments","Course_Duration","Course_Name","crisis_aware","crisis_aware_Completed","crisis_explain","crisis_explain_Completed","crisis_learnt","crisis_learnt_Completed","Current_Year","Duration_Seconds","Experience_1","Experience_2","Experience_3","Experience_4","Experience_5","Experience_6","Experience_7","Experience_8","Experience_Completed","Experience_Score_Total","Finished","Full_Part","Gender","ID","include","Knowledge_1","Knowledge_2","Knowledge_3","Knowledge_4","Knowledge_5","Knowledge_6","Knowledge_7","Knowledge_8","Knowledge_Completed","Knowledge_Score_Mean","Knowledge_Score_Total","os_explain","os_explain_Completed","os_learnt","os_learnt_Completed","Perception_1","Perception_10","Perception_11","Perception_12","Perception_13","Perception_14","Perception_15","Perception_16","Perception_2","Perception_3","Perception_4","Perception_5","Perception_6","Perception_7","Perception_8","Perception_9","Perception_Completed","Perception_Score_Mean","Perception_Score_Total","Progress","PTY","PTY_Other","timepoint","UKRN","understanding_crisis","Uni"
0,1,1,1,1,1,1,1,1,1,1,8,"",NA,NA,1,1,0,1,1,1,"Year 2",1066,1,1,1,1,1,1,1,1,1,8,1,NA,"2",367,1,0,-1,-1,1,0,0,-1,0,1,-0.25,-2,1,1,1,1,2,-1,2,-1,2,-2,2,-1,-2,0,-1,2,-2,0,-2,1,1,-0.0625,-1,100,NA,NA,3,"UKRN","not enough replication studies to draw inferences","UKRN06"
1,1,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,"",NA,NA,0,1,NA,0,0,1,"Year 1",3764,0,0,0,0,0,0,0,0,1,0,1,NA,"2",368,1,2,0,2,-1,0,2,0,2,1,0.875,7,0,1,0,1,2,2,0,1,1,-1,0,0,1,1,1,2,2,2,2,2,1,1.125,18,100,NA,NA,3,"UKRN","","UKRN06"
1,1,1,1,1,1,1,1,1,1,1,8,"",NA,NA,1,1,1,1,1,1,"Year 1",1217,0,0,1,0,0,0,0,0,1,1,1,NA,"2",369,1,-1,1,2,1,0,0,1,1,1,0.625,5,1,1,0,1,1,1,0,1,0,0,0,0,1,1,0,1,2,2,1,1,1,0.75,12,100,NA,NA,3,"UKRN","when scientific studies and their results cannot be fully replicated, thus could be invalid","UKRN06"
1,1,1,NA,1,NA,NA,NA,NA,1,0,NA,"",NA,NA,0,1,NA,0,0,1,"Year 1",1381,0,0,0,0,0,0,0,0,1,0,1,NA,"2",370,1,2,1,-2,-2,-2,1,1,2,1,0.125,1,0,1,0,1,2,2,2,2,2,2,-2,-2,2,0,2,2,1,2,2,1,1,1.25,20,100,NA,NA,3,"UKRN","","UKRN06"
1,1,1,1,1,1,1,1,1,1,1,8,"",NA,NA,1,1,1,1,1,1,"Year 1",3699,0,0,1,0,0,0,0,0,1,1,1,NA,"1",371,1,2,2,2,2,-1,2,2,2,1,1.625,13,0,1,0,1,2,0,2,2,2,-2,1,-2,2,2,-2,2,2,2,-1,2,1,0.875,14,100,NA,NA,3,"UKRN","an issue in science at the moment where no one can replicate others' findings.","UKRN06"
1,1,1,1,1,1,NA,1,1,1,0,NA,"",NA,NA,1,1,0,1,1,1,"Year 2",7789,1,1,0,1,0,1,1,1,1,6,1,NA,"2",372,1,1,1,0,2,-1,0,1,1,1,0.625,5,1,1,1,1,1,-2,0,2,0,2,0,-1,1,1,2,0,0,1,1,0,1,0.5,8,100,NA,NA,3,"UKRN","where it is becoming more challenging to replicate and reproduce published studies results due to low transparency regarding research methods etc. ","UKRN06"
1,1,1,1,1,1,1,1,1,1,1,8,"N/A",NA,NA,1,1,0,1,1,1,"Year 1",1349,0,1,1,0,0,1,0,0,1,3,1,NA,"2",373,1,-1,1,0,-1,-1,1,2,1,1,0.25,2,1,1,1,1,2,1,1,2,1,1,0,-1,1,2,1,1,1,2,2,1,1,1.125,18,100,NA,NA,3,"UKRN","Repeating research to find the results you want","UKRN06"
1,1,1,1,1,1,1,1,1,1,1,8,"",NA,NA,0,1,NA,0,0,1,"Year 1",2043,1,0,0,0,0,0,0,1,1,2,1,NA,"2",374,1,-2,-2,1,-1,-1,1,-1,-1,1,-0.75,-6,0,1,0,1,1,-1,2,2,1,-1,1,0,1,-1,-1,-1,-1,-2,-1,-1,1,-0.125,-2,100,NA,NA,3,"UKRN","","UKRN06"
1,1,1,1,1,NA,NA,1,NA,1,0,NA,"",NA,NA,0,1,NA,0,0,1,"Year 1",2155,0,0,1,0,0,0,0,1,1,2,1,NA,"2",375,1,2,2,2,-1,0,0,-1,2,1,0.75,6,1,1,1,1,2,2,1,2,1,0,-1,-1,2,2,2,2,2,2,1,2,1,1.3125,21,100,NA,NA,3,"UKRN","","UKRN06"
1,1,1,1,1,1,1,1,1,1,1,8,"-",NA,NA,1,1,1,1,1,1,"Year 1",1528,0,0,0,0,1,1,0,0,1,2,1,NA,"2",376,1,1,2,1,2,-1,1,2,0,1,1,8,1,1,1,1,2,2,1,2,0,2,-1,-1,2,1,2,1,0,2,1,2,1,1.125,18,100,NA,NA,3,"UKRN","Many psychology research initially deemed having a significant effect size cannot be replicated ","UKRN06"
1,1,1,1,1,1,1,1,1,1,1,8,"",NA,NA,1,1,1,1,1,1,"Year 1",2201,0,1,0,0,0,0,0,0,1,1,1,NA,"2",377,1,1,-1,2,-1,1,0,1,0,1,0.375,3,0,1,0,1,2,0,1,1,1,1,-1,-1,1,1,1,0,0,1,2,1,1,0.6875,11,100,NA,NA,3,"UKRN","data cant be reproduced and then is likely wrong","UKRN06"
1,1,1,1,1,1,NA,1,1,1,0,NA,"",NA,NA,1,1,0,1,1,1,"Year 2",2372,1,1,0,0,0,0,0,1,1,3,1,NA,"2",378,1,1,1,1,2,-2,0,1,2,1,0.75,6,1,1,1,1,0,2,1,2,1,2,-2,-1,1,1,2,1,2,1,1,2,1,1,16,100,NA,NA,3,"UKRN","study's in academic aren't being replicated ","UKRN06"
1,1,1,1,1,1,1,1,1,1,1,8,"",NA,NA,0,1,NA,0,0,1,"Year 2",1822,0,1,1,0,0,0,1,1,1,4,1,NA,"1",379,1,1,1,2,2,0,1,1,0,1,1,8,1,1,1,1,2,1,1,0,1,1,0,-1,1,1,1,1,-1,2,1,2,1,0.8125,13,100,NA,NA,3,"UKRN","","UKRN06"
1,1,1,1,1,NA,NA,1,NA,1,0,NA,"",NA,NA,0,1,NA,0,0,1,"Year 1",2029,0,0,0,0,0,0,0,0,1,0,1,NA,"2",380,1,-1,-1,1,0,0,-1,-1,-1,1,-0.5,-4,1,1,0,1,0,-1,0,0,1,-1,1,0,-2,1,-2,0,0,-1,-1,-1,1,-0.375,-6,100,NA,NA,3,"UKRN","","UKRN06"
1,1,1,1,1,NA,NA,1,1,1,0,NA,"",NA,NA,0,1,NA,0,0,1,"Year 2",2609,1,1,1,0,0,1,0,1,1,5,1,NA,"1",383,1,1,0,1,-1,-1,1,1,1,1,0.375,3,1,1,0,1,2,1,1,1,1,0,-1,-2,1,2,2,2,1,1,-1,1,1,0.75,12,100,NA,NA,3,"UKRN","","UKRN06"
1,1,1,1,1,NA,NA,1,1,1,0,NA,"",NA,NA,1,1,1,1,1,1,"Year 1",1985,0,0,1,0,0,0,0,1,1,2,1,NA,"1",384,1,-2,2,1,2,-1,2,2,0,1,0.75,6,1,1,1,1,1,2,1,2,1,2,-1,-1,2,2,2,1,1,1,-1,2,1,1.0625,17,100,NA,NA,3,"UKRN","There are many studies which report significant results, that when the experiment is replicated by a neutral party , fail to produce the same results.","UKRN06"
1,1,1,1,1,1,1,1,1,1,1,8,"",NA,NA,1,1,0,1,0,1,"Year 2",1263,0,0,0,1,1,1,0,0,1,3,1,NA,"2",385,1,1,2,1,-1,-1,0,-1,0,1,0.125,1,1,1,0,1,1,1,-1,1,0,-1,-1,-1,-1,1,2,1,0,1,1,1,1,0.3125,5,100,NA,NA,3,"UKRN","what could go wrong/ what s problematic when replicating studies","UKRN06"
1,1,1,1,1,1,1,1,1,1,1,8,"",NA,NA,0,1,NA,0,0,1,"Year 1",2357,0,0,0,1,1,0,1,0,1,3,1,NA,"1",386,1,1,1,-1,-1,-1,0,1,-1,1,-0.125,-1,1,1,1,1,2,1,1,1,0,0,-1,-1,1,1,1,0,0,1,1,1,1,0.5625,9,100,NA,NA,3,"UKRN","","UKRN06"
1,1,1,1,1,NA,NA,NA,NA,1,0,NA,"",NA,NA,0,1,NA,0,0,1,"Year 1",2160,0,0,1,0,0,0,0,0,1,1,1,NA,"2",387,1,1,1,2,-1,-1,1,2,1,1,0.75,6,1,1,1,1,1,2,-1,2,0,0,-1,-1,1,1,1,1,-1,2,1,2,1,0.625,10,100,NA,NA,3,"UKRN","","UKRN06"
1,1,1,1,1,1,1,1,1,1,1,8,"",NA,NA,0,1,NA,0,0,1,"Year 1",1779,0,1,0,0,0,0,0,0,1,1,0,NA,"2",388,1,2,1,2,-1,-1,1,1,2,1,0.875,7,0,1,0,1,2,1,2,2,1,2,-1,-2,1,0,2,1,1,2,2,1,1,1.0625,17,99,NA,NA,3,"UKRN","","UKRN06"
1,1,1,1,1,1,1,1,1,1,1,8,"",NA,NA,1,1,1,1,1,1,"Year 2",1138,0,0,0,0,1,0,0,0,1,1,1,NA,"2",389,1,2,1,2,-2,1,0,1,1,1,0.75,6,1,1,1,1,1,1,0,1,2,1,0,-1,1,1,1,1,1,2,0,1,1,0.8125,13,100,NA,NA,3,"UKRN","research can't be replicated due to methodological errors","UKRN06"
1,1,1,1,1,NA,NA,NA,1,1,0,NA,"",NA,NA,1,1,0,1,0,1,"Year 1",2021,0,0,1,0,0,0,0,0,1,1,1,NA,"2",390,1,2,0,2,1,0,1,1,1,1,1,8,0,1,0,1,2,1,1,2,0,0,-1,-2,2,0,2,0,1,2,2,2,1,0.875,14,100,NA,NA,3,"UKRN","I'm not sure ","UKRN06"
1,1,1,1,1,1,NA,NA,1,1,0,NA,"",NA,NA,1,1,1,1,1,1,"Year 2",2340,0,1,0,0,0,0,0,0,1,1,1,NA,"2",391,1,1,1,2,2,-1,2,2,1,1,1.25,10,0,1,1,1,2,2,2,1,1,-1,-1,-1,2,2,2,0,0,-1,1,1,1,0.75,12,100,NA,NA,3,"UKRN","In psychology studies are rarely replicated out of fears that they will not be published due to lack of interest. Many past studies have been replicated and the results have been inconsistent, so replication is necessary to confirm conclusions. ","UKRN06"
1,1,NA,NA,1,NA,NA,1,NA,1,0,NA,"",NA,NA,1,1,0,1,1,1,"Year 1",1421,0,0,0,0,0,0,0,0,1,0,1,NA,"2",392,1,1,0,1,-1,-1,1,0,1,1,0.25,2,0,1,0,1,1,1,1,2,0,1,-1,-1,1,0,1,1,1,1,1,1,1,0.6875,11,100,NA,NA,3,"UKRN","many studies are not replicated because it is seen as a waste of resources, yet it has been found that many well respected studies and their findings cannot be replicated which suggests that we are accepting a lot of information which should first be checked via replication to confirm that it is reliable","UKRN06"
0,1,1,1,1,1,1,1,1,1,1,8,"",NA,NA,1,1,0,1,1,1,"Year 2",759,0,0,0,0,1,0,0,0,1,1,1,NA,"2",393,1,0,-1,1,0,-1,-2,-1,-1,1,-0.625,-5,0,1,0,1,1,-1,0,0,0,0,-1,-1,1,-1,-1,1,-1,-1,-1,1,1,-0.25,-4,100,NA,NA,3,"UKRN","it's basically trying to copy the study but using different methods to see if we get same results","UKRN06"
1,1,1,1,1,1,NA,1,NA,1,0,NA,"",NA,NA,1,1,0,1,1,1,"Year 1",2839,0,0,1,0,0,1,0,0,1,2,1,NA,"2",396,1,1,1,1,1,-1,0,1,0,1,0.5,4,1,1,1,1,1,2,1,1,0,1,-1,-2,2,2,2,0,0,-1,-1,1,1,0.5,8,100,NA,NA,3,"UKRN","That journals don't want to pay for replica studies especially if they have the same outcomes as the original because they don't add much to current knowledge.","UKRN06"
1,1,1,1,1,1,NA,NA,1,1,0,NA,"",NA,NA,1,1,0,1,1,1,"Year 2",1722,1,0,0,1,0,0,1,1,1,4,1,NA,"2",397,1,2,1,-1,2,-2,1,1,1,1,0.625,5,0,1,1,1,1,1,1,0,1,-1,0,-2,-1,2,1,1,0,-1,0,-1,1,0.125,2,100,NA,NA,3,"UKRN","difficulty to reproduce findings found from previous studies","UKRN06"
1,1,1,1,1,1,1,1,1,1,1,8,"",NA,NA,1,1,1,1,1,1,"Year 2",2239,0,0,1,0,0,1,1,1,1,4,1,NA,"2",398,1,1,1,1,1,0,0,2,2,1,1,8,0,1,1,1,1,0,1,2,0,1,0,0,1,2,2,2,2,2,2,2,1,1.25,20,100,NA,NA,3,"UKRN","For results to be valid they need to be replicated and find the same results and many studies are being found to be un replicable","UKRN06"
1,1,1,1,1,1,1,1,1,1,1,8,"",NA,NA,1,1,1,1,1,1,"Year 1",6110,0,1,1,0,0,1,0,0,1,3,1,NA,"2",399,1,1,0,2,1,-1,0,1,1,1,0.625,5,0,1,1,1,1,-1,1,1,1,0,-1,-1,1,1,1,0,0,2,1,2,1,0.5625,9,100,NA,NA,3,"UKRN","A panic because the results of lots of previous studies can't be found again ","UKRN06"
1,1,1,1,1,NA,NA,NA,NA,1,0,NA,"",NA,NA,0,1,NA,0,0,1,"Year 1",1590,0,0,0,0,0,0,0,0,1,0,1,NA,"1",400,1,2,1,1,1,0,1,1,1,1,1,8,0,1,0,1,2,1,0,1,1,2,1,0,2,1,2,0,0,0,0,1,1,0.875,14,100,NA,NA,3,"UKRN","","UKRN06"
1,1,NA,NA,1,NA,NA,NA,1,1,0,NA,"",NA,NA,0,1,NA,0,0,1,"Year 1",1562,0,0,1,0,0,0,0,0,1,1,1,NA,"2",401,1,1,1,1,-1,0,1,1,1,1,0.625,5,0,1,0,1,2,1,1,2,1,1,0,0,1,1,1,1,1,1,1,1,1,1,16,100,NA,NA,3,"UKRN","","UKRN06"
1,1,1,1,1,1,NA,1,1,1,0,NA,"",NA,NA,1,1,1,1,1,1,"Year 2",2631,0,1,0,0,0,0,1,1,1,3,1,NA,"2",402,1,2,2,2,2,-2,1,-1,1,1,0.875,7,1,1,1,1,2,2,1,-1,0,-1,-1,-2,1,2,2,2,1,2,2,2,1,0.875,14,100,NA,NA,3,"UKRN","It is an ongoing methodological crisis as a lot of research results have been found difficult or even impossible to reproduce/replicate. Therefore, a lot of psychological results are questionable. ","UKRN06"
1,1,1,1,1,1,1,1,1,1,1,8,"N/A",NA,NA,0,1,NA,0,0,1,"Year 1",2155,0,0,0,1,1,1,1,1,1,5,1,NA,"1",403,1,2,1,2,1,-1,1,1,2,1,1.125,9,0,1,0,1,2,1,1,2,0,0,0,0,2,2,2,1,1,1,-1,1,1,0.9375,15,100,NA,NA,3,"UKRN","","UKRN06"
1,1,1,1,1,1,NA,1,1,1,0,NA,"",NA,NA,1,1,0,1,1,1,"Year 2",3041,1,1,1,0,0,1,1,1,1,6,1,NA,"2",404,1,1,2,2,1,1,1,2,1,1,1.375,11,1,1,1,1,2,1,1,1,1,1,0,-1,2,2,2,1,1,2,2,2,1,1.25,20,100,NA,NA,3,"UKRN","There is a lot of research which is original but not much which replicated and confirms that original research. We should therefore aim to replicate more studies in order to test the reliability of their findings.","UKRN06"
1,1,1,1,1,1,1,1,1,1,1,8,"",NA,NA,1,1,0,1,1,1,"Year 2",2457,0,0,0,0,1,1,0,0,1,2,1,NA,"2",405,1,1,-1,2,1,-2,-1,1,0,1,0.125,1,1,1,1,1,2,-1,1,2,1,2,-2,-2,1,2,1,0,0,1,1,-1,1,0.5,8,100,NA,NA,3,"UKRN","results of studies are difficult to replicate/reproduce ","UKRN06"
1,1,1,1,1,1,NA,NA,1,1,0,NA,"No",NA,NA,1,1,1,1,1,1,"Year 2",1632,1,0,1,0,0,0,1,1,1,4,1,NA,"2",406,1,1,1,2,0,1,2,1,1,1,1.125,9,1,1,1,1,1,1,1,1,0,0,0,0,2,2,1,1,1,2,0,1,1,0.875,14,100,NA,NA,3,"UKRN","This is when researchers are unable to find the same findings as stated in previous research despite using the same method.","UKRN06"
1,1,1,1,1,1,1,1,1,1,1,8,"",NA,NA,1,1,1,1,1,1,"Year 2",793,0,0,0,0,0,0,0,0,1,0,1,NA,"2",407,1,1,0,2,1,-1,1,0,1,1,0.625,5,0,1,1,1,1,0,1,-1,1,0,1,-1,0,1,-1,1,-1,0,-1,1,1,0.125,2,100,NA,NA,3,"UKRN","results cannot be reproduced ","UKRN06"
0,1,NA,NA,1,1,NA,1,NA,1,0,NA,"",NA,NA,0,1,NA,0,0,1,"Year 1",4143,0,0,1,1,0,1,0,1,1,4,1,NA,"2",408,1,2,1,-1,-1,-2,-2,0,1,1,-0.25,-2,0,1,0,1,2,0,1,2,0,0,-1,-2,2,0,1,-1,0,0,0,1,1,0.3125,5,100,NA,NA,3,"UKRN","","UKRN06"
1,1,1,1,1,1,1,1,1,1,1,8,"",NA,NA,0,1,NA,0,0,1,"Year 1",1673,0,1,0,1,0,1,0,0,1,3,1,NA,"1",409,1,2,1,2,-1,-1,-2,1,1,1,0.375,3,1,1,1,1,2,-1,1,2,0,-1,-1,-2,0,1,1,0,-1,2,-1,2,1,0.25,4,100,NA,NA,3,"UKRN","","UKRN06"
1,1,NA,NA,1,1,NA,1,NA,1,0,NA,"",NA,NA,0,1,NA,0,0,1,"Year 1",2835,0,0,0,1,0,1,0,0,1,2,1,NA,"2",410,1,0,-1,1,0,-1,-1,0,1,1,-0.125,-1,0,1,0,1,1,1,0,2,1,0,0,-1,1,0,1,1,1,1,0,1,1,0.625,10,100,NA,NA,3,"UKRN","","UKRN06"
1,1,1,NA,1,1,NA,NA,1,1,0,NA,"",NA,NA,1,1,1,1,1,1,"Year 2",1427,0,0,1,0,0,0,1,0,1,2,1,NA,"2",411,1,2,2,2,2,-1,2,2,0,1,1.375,11,0,1,0,1,2,1,1,2,1,2,0,-1,2,2,2,2,0,2,1,1,1,1.25,20,100,NA,NA,3,"UKRN","that the results of a large number of published studies cannot be replicated","UKRN06"
1,1,1,1,1,1,1,1,1,1,1,8,"",NA,NA,1,1,1,1,1,1,"Year 2",1360,0,1,0,1,1,1,0,0,1,4,1,NA,"2",412,1,1,-1,0,1,-2,-1,2,1,1,0.125,1,0,1,0,1,1,0,2,0,2,-1,-1,-1,1,-1,1,1,1,1,-1,-1,1,0.25,4,100,NA,NA,3,"UKRN","results can't be reproduced","UKRN06"
1,1,1,1,1,1,1,1,1,1,1,8,"",NA,NA,0,1,NA,0,0,1,"Year 1",2984,1,1,1,0,1,1,0,1,1,6,0,NA,"2",413,1,2,1,2,1,-1,-1,1,1,1,0.75,6,1,1,0,1,2,1,1,2,1,1,-1,-1,1,1,0,0,0,1,1,1,1,0.6875,11,86,NA,NA,3,"UKRN","","UKRN06"
1,1,1,1,1,1,1,1,1,1,1,8,"",NA,NA,1,1,1,1,1,1,"Year 2",2147,1,1,1,1,0,1,1,1,1,7,1,NA,"1",414,1,2,2,2,2,0,1,0,1,1,1.25,10,1,1,1,1,2,2,-1,1,1,-1,1,-2,1,2,1,1,1,2,2,2,1,0.9375,15,100,NA,NA,3,"UKRN","researchers publishing findings with methods that do not replicate/reproduce","UKRN06"
1,1,1,1,1,1,1,1,1,1,1,8,"",NA,NA,1,1,1,1,1,1,"Year 1",1155,0,0,1,0,0,0,1,1,1,3,1,NA,"2",415,1,1,1,1,0,-1,0,1,1,1,0.5,4,0,1,1,1,2,2,2,2,1,2,0,-1,1,0,1,1,0,2,1,2,1,1.125,18,100,NA,NA,3,"UKRN","The fact that majority of studies that have been published have been attempted to be replicated, and the results of the follow-up study have not been similar to the original study- therefore suggesting that reliability of research is difficult to establish.","UKRN06"
1,1,1,NA,1,1,NA,1,1,1,0,NA,"",NA,NA,1,1,0,1,0,1,"Year 1",831,0,0,0,0,0,0,0,0,1,0,1,NA,"1",416,1,2,2,2,-1,-1,1,-1,1,1,0.625,5,0,1,0,1,2,0,2,2,1,-1,1,-1,2,1,2,2,2,-1,-2,-1,1,0.6875,11,100,NA,NA,3,"UKRN","the growing notion that many scientific studies cannot be replicated and are thus likely to be wrong/unreliable.","UKRN06"
1,1,1,1,1,1,1,1,1,1,1,8,"",NA,NA,1,1,1,1,1,1,"Year 2",1272,0,0,0,0,0,0,0,0,1,0,1,NA,"2",417,1,1,1,1,1,1,1,1,0,1,0.875,7,1,1,1,1,1,1,1,2,1,2,-1,-1,1,1,1,0,0,1,-1,1,1,0.625,10,100,NA,NA,3,"UKRN","Lots of psychological studies showing a significant effect in the original paper did not replicate later","UKRN06"
1,1,1,1,1,1,1,1,1,1,1,8,"",NA,NA,0,1,NA,0,0,1,"Year 1",2127,0,0,0,1,1,1,1,0,1,4,1,NA,"2",418,1,2,1,1,-1,-1,1,1,0,1,0.5,4,1,1,1,1,2,1,0,2,0,-1,0,-1,2,1,2,2,1,2,1,2,1,1,16,100,NA,NA,3,"UKRN","","UKRN06"
0,1,1,1,NA,NA,NA,1,NA,NA,0,NA,"",NA,NA,0,1,NA,0,0,1,"Year 1",6415,0,0,0,0,0,0,0,0,1,0,1,NA,"1",419,1,0,0,1,0,-1,0,2,0,1,0.25,2,1,1,0,1,2,1,2,-1,0,-1,0,0,2,2,2,1,0,2,0,2,1,0.875,14,100,NA,NA,3,"UKRN","","UKRN06"
1,1,1,1,1,1,NA,1,1,1,0,NA,"",NA,NA,1,1,1,1,1,1,"Year 2",2641,1,1,0,0,0,0,1,1,1,4,1,NA,"3",420,1,2,1,1,1,-2,-1,2,2,1,0.75,6,1,1,1,1,0,1,2,2,1,2,-1,-2,1,1,-1,1,0,2,2,2,1,0.8125,13,100,NA,NA,3,"UKRN","Not being able to get the same finding as the original researcher even though reproduced the experiment multiple times following exactly the procedure described in the original researcher's paper.","UKRN06"
1,1,1,NA,1,NA,NA,NA,NA,1,0,NA,"",NA,NA,0,1,NA,0,0,1,"Year 1",1277,0,0,1,0,0,0,0,0,1,1,1,NA,"2",421,1,1,1,1,0,-1,-1,1,1,1,0.375,3,0,1,0,1,2,1,0,1,1,0,-1,1,1,0,1,1,1,2,1,2,1,0.875,14,100,NA,NA,3,"UKRN","","UKRN06"
1,1,NA,NA,1,NA,NA,NA,NA,1,0,NA,"",NA,NA,1,1,1,1,1,1,"Year 1",1729,0,0,1,0,0,0,0,1,1,2,1,NA,"2",422,1,1,-1,2,-2,-1,1,-1,1,1,0,0,0,1,0,1,2,2,1,2,2,-2,0,-2,1,2,2,1,1,2,2,2,1,1.125,18,100,NA,NA,3,"UKRN","results of some previous studies cannot be replicated, so the theories devised may be wrong","UKRN06"
1,1,1,1,1,1,1,1,1,1,1,8,"",NA,NA,1,1,1,1,1,1,"Year 1",1370,1,0,1,1,0,1,1,1,1,6,1,NA,"2",423,1,-1,1,2,0,-1,1,1,0,1,0.375,3,0,1,0,1,1,-2,1,2,0,0,-1,-1,1,0,-1,0,0,2,-1,2,1,0.1875,3,100,NA,NA,3,"UKRN","This is when previous research was replicated by other researchers who found there an issue within the results reported before. Studies' claims were not able to be reproduced by later researchers. ","UKRN06"
1,1,NA,1,1,NA,NA,NA,1,1,0,NA,"",NA,NA,1,1,0,1,1,1,"Year 1",74395,0,0,0,0,0,0,0,0,1,0,1,NA,"1",424,1,2,2,1,2,-2,1,1,0,1,0.875,7,0,1,0,1,2,2,2,2,2,1,-1,-2,2,2,2,2,2,2,0,2,1,1.375,22,100,NA,NA,3,"UKRN","findings are not able to be produced exactly ever. ","UKRN06"
0,1,1,1,1,NA,NA,1,NA,1,0,NA,"",NA,NA,0,1,NA,0,0,1,"Year 1",10399,0,0,1,0,0,1,0,1,1,3,1,NA,"2",425,1,1,1,1,0,-1,1,0,1,1,0.5,4,0,1,1,1,2,0,0,0,0,-1,-1,-1,2,0,1,1,1,2,0,1,1,0.4375,7,100,NA,NA,3,"UKRN","","UKRN06"
1,1,1,1,1,NA,1,1,1,1,0,NA,"",NA,NA,0,1,NA,0,0,1,"Year 2",1594,1,0,0,0,0,1,1,1,1,4,1,NA,"2",426,1,1,1,2,1,-1,2,1,1,1,1,8,1,1,0,1,1,2,1,2,2,-1,0,-1,1,1,2,2,2,1,1,2,1,1.125,18,100,NA,NA,3,"UKRN","","UKRN06"
1,1,1,1,1,1,1,1,1,1,1,8,"",NA,NA,1,1,1,1,1,1,"Year 2",1057,0,0,0,0,0,0,0,0,1,0,1,NA,"2",427,1,1,-2,2,2,2,2,2,0,1,1.125,9,1,1,1,1,1,1,0,1,1,0,-1,1,2,1,0,0,-1,1,-1,1,1,0.4375,7,100,NA,NA,3,"UKRN","new research cannot replicate result of past research","UKRN06"
1,1,1,1,1,1,1,1,1,1,1,8,"",NA,NA,0,1,NA,0,0,1,"Year 1",1866,1,1,1,0,0,0,0,0,1,3,1,NA,"2",428,1,1,0,2,0,0,1,1,1,1,0.75,6,1,1,1,1,1,0,-2,2,0,1,-2,0,2,1,2,0,0,2,1,1,1,0.5625,9,100,NA,NA,3,"UKRN","","UKRN06"
1,1,1,1,1,1,1,1,1,1,1,8,"",NA,NA,1,1,0,1,1,1,"Year 2",1686,1,1,1,0,0,1,1,1,1,6,1,NA,"2",429,1,1,-1,1,1,-1,1,-1,2,1,0.375,3,1,1,1,1,1,2,1,-1,1,-2,-1,-1,1,1,2,-2,1,2,1,2,1,0.5,8,100,NA,NA,3,"UKRN","No studies are being replicated due to malpractice.","UKRN06"
1,1,1,NA,NA,1,NA,NA,NA,1,0,NA,"",NA,NA,1,1,1,1,1,1,"Year 1",2471,1,0,0,0,0,0,0,0,1,1,1,NA,"2",472,1,1,1,-1,1,-2,-1,2,1,1,0.25,2,1,1,0,1,2,1,1,1,1,-1,-1,-2,2,1,1,1,1,2,1,2,1,0.8125,13,100,NA,NA,3,"UKRN","The idea that many scientific experiements are hard or impossible to replicate and therefore we do not know if results from that experiment are wrong or if the experiment is simply 'a product of its time.'","UKRN01"
1,1,1,1,1,NA,1,1,NA,1,0,NA,"",NA,NA,0,1,NA,0,0,1,"Year 1",3495,0,1,1,0,0,1,0,1,1,4,1,NA,"2",474,1,1,1,1,0,-1,0,1,1,1,0.5,4,0,1,0,1,1,2,1,1,2,0,-2,0,1,0,1,1,1,0,-1,1,1,0.5625,9,100,NA,NA,3,"UKRN","","UKRN01"
1,1,1,1,1,1,1,1,1,1,1,8,"",NA,NA,1,1,1,1,1,1,"Year 2",2167,0,0,0,0,0,0,0,0,1,0,1,NA,"2",475,1,1,1,2,1,-1,1,0,1,1,0.75,6,1,1,1,1,2,0,1,1,2,2,0,-1,1,0,1,1,0,2,-1,0,1,0.6875,11,100,NA,NA,3,"UKRN","Recent studies have been unsuccessful at replicating the results of classic psychology studies (often used to shape theory).","UKRN01"
1,1,1,1,1,1,1,1,1,1,1,8,"",NA,NA,1,1,1,1,1,1,"Year 2",2837,0,0,1,1,0,1,1,1,1,5,1,NA,"2",476,1,2,1,-1,-2,-2,-2,1,-1,1,-0.5,-4,0,1,0,1,2,-1,1,1,0,1,-2,-2,1,2,2,1,1,2,2,-1,1,0.625,10,100,NA,NA,3,"UKRN","replicating studies and not finding the same results, especially with major psychology studies","UKRN01"
1,1,1,NA,1,1,NA,1,NA,1,0,NA,"",NA,NA,0,1,NA,0,0,1,"Year 1",2311,0,0,1,0,0,1,0,0,1,2,1,NA,"2",477,1,-1,-1,1,1,-1,0,0,0,1,-0.125,-1,0,1,0,1,1,1,1,1,0,1,-1,0,1,0,-1,0,-1,0,-1,0,1,0.125,2,100,NA,NA,3,"UKRN","","UKRN01"
0,1,1,1,1,1,1,1,1,1,1,8,"",NA,NA,0,1,NA,0,0,1,"Year 1",561,0,0,0,0,0,0,0,0,1,0,1,NA,"2",478,1,0,0,1,1,0,0,0,1,1,0.375,3,0,1,0,1,1,0,0,0,0,0,-1,0,1,0,-1,0,1,1,-1,-1,1,0,0,100,NA,NA,3,"UKRN","","UKRN01"
