"ID","Progress","Uni","PTY","Current_Year","Course_Duration","Course_Name","Previous_Training","Gender","UKRN","timepoint","Perception_Replication1","Perception_Replication2","Perception_Materials1","Perception_Materials2","Perception_Education1","Perception_Education2","Perception_Access1","Perception_Access2","Perception_Data1","Perception_Data2","Perception_Power1","Perception_Power2","Perception_Preregistration1","Perception_Preregistration2","Perception_Preprint1","Perception_Preprint2","Knowledge_Replication","Knowledge_Materials","Knowledge_Education","Knowledge_Access","Knowledge_Data","Knowledge_Power","Knowledge_Preregistration","Knowledge_Preprint","Awareness_Replication","Awareness_Materials","Awareness_Education","Awareness_Access","Awareness_Data","Awareness_Power","Awareness_Preregistration","Awareness_Preprint","Experience_Replication","Experience_Materials","Experience_Education","Experience_Access","Experience_Data","Experience_Power","Experience_Preregistration","Experience_Preprint","Perception_Score_Total","Perception_Score_Mean","Knowledge_Score_Total","Knowledge_Score_Mean","Awareness_Score_Total","Experience_Score_Total","crisis_aware","crisis_learnt","crisis_explain","os_explain","os_learnt","applicability","comments"
346,"100","UKRN06","","Year 1","","","","2","UKRN",3,2,2,1,1,1,1,1,0,1,2,2,2,0,1,-1,-1,2,1,0,-2,-1,1,2,2,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,1,15,0.9375,5,0.625,8,1,1,0,0,1,0,1,""
347,"100","UKRN06","","Year 1","","","","2","UKRN",3,2,1,2,1,1,1,2,-1,1,1,2,2,1,-1,-1,-2,-1,-1,-1,-1,-2,1,1,1,NA,NA,NA,NA,NA,NA,NA,1,0,0,0,0,0,0,0,0,12,0.75,-3,-0.375,NA,0,0,0,NA,0,0,1,""
348,"100","UKRN06","","Year 1","","","","2","UKRN",3,2,1,1,1,0,2,2,1,2,2,2,2,1,2,-2,1,2,1,2,2,-1,-2,1,2,1,1,1,1,NA,1,NA,1,0,1,1,1,0,1,0,0,20,1.25,7,0.875,NA,4,0,0,NA,0,0,1,""
349,"100","UKRN06","","Year 1","","","","2","UKRN",3,2,1,2,1,1,0,1,0,1,1,1,2,0,-1,-2,-2,0,-1,0,-2,-2,1,0,1,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,8,0.5,-3,-0.375,NA,0,0,0,NA,0,1,0,""
350,"100","UKRN06","","Year 1","","","","2","UKRN",3,1,2,2,2,2,1,-2,-1,2,2,2,2,0,0,0,-2,2,2,0,-1,-1,-2,1,1,1,NA,1,NA,NA,1,1,1,0,0,1,0,0,1,0,1,13,0.8125,2,0.25,NA,3,1,0,0,0,0,1,""
351,"100","UKRN06","","Year 1","","","","2","UKRN",3,0,0,0,-1,1,0,1,1,1,0,-1,2,0,0,-2,0,0,1,0,-1,-1,0,0,1,NA,NA,NA,NA,NA,NA,1,1,0,0,0,0,0,0,0,0,2,0.125,0,0,NA,0,0,0,NA,0,0,0,""
352,"100","UKRN06","","Year 2","","","","2","UKRN",3,2,2,2,2,1,1,2,2,1,1,1,1,2,-2,1,0,2,2,2,1,-1,1,1,1,1,NA,NA,1,NA,NA,1,1,1,0,0,1,0,0,1,1,19,1.1875,9,1.125,NA,4,1,1,1,0,1,1,""
353,"100","UKRN06","","Year 1","","","","2","UKRN",3,2,2,0,2,1,2,2,-1,2,2,2,2,0,1,-1,-2,1,1,1,1,-1,0,2,-2,NA,NA,1,NA,NA,NA,NA,1,0,0,0,0,0,0,0,1,16,1,3,0.375,NA,1,0,0,NA,0,0,0,""
354,"100","UKRN06","","Year 2","","","","1","UKRN",3,1,0,1,-1,0,-1,0,-1,0,-1,1,0,1,-2,1,0,0,1,1,-1,0,0,1,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,1,-1,-0.0625,2,0.25,8,1,1,0,0,0,1,1,"do some review"
355,"100","UKRN06","","Year 1","","","","2","UKRN",3,2,2,2,1,2,2,2,1,2,0,-1,2,2,1,-1,-2,-2,1,2,-1,-1,2,1,2,1,1,1,NA,NA,1,NA,1,0,0,0,0,0,1,0,0,17,1.0625,4,0.5,NA,1,1,0,1,1,1,1,""
356,"100","UKRN06","","Year 1","","","","1","UKRN",3,1,1,1,1,1,1,-1,-1,1,1,1,2,-1,-2,-2,-1,2,1,-1,-1,-2,0,0,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,3,0.1875,0,0,8,6,0,0,NA,1,1,1,""
357,"100","UKRN06","","Year 2","","","","2","UKRN",3,1,2,2,2,2,2,2,-2,2,2,1,2,2,1,0,0,2,1,2,2,1,1,1,1,1,1,1,1,NA,NA,1,1,1,1,0,0,0,0,0,0,21,1.3125,11,1.375,NA,2,1,1,1,1,1,1,""
358,"100","UKRN06","","Year 1","","","","2","UKRN",3,2,1,0,1,1,2,1,0,1,1,1,1,0,0,-1,-1,1,1,0,-1,-1,-1,1,1,1,1,1,NA,NA,1,1,NA,0,0,0,0,0,0,0,0,10,0.625,1,0.125,NA,0,1,1,1,1,0,0,""
359,"100","UKRN06","","Year 1","","","","2","UKRN",3,2,1,1,2,2,1,2,0,2,2,2,2,2,-1,0,-2,2,2,2,2,-1,1,2,-1,1,1,1,1,1,1,1,1,0,0,1,0,0,0,0,0,18,1.125,9,1.125,8,1,1,1,0,1,1,1,""
360,"100","UKRN06","","Year 2","","","","2","UKRN",3,2,2,2,2,2,2,0,0,0,1,0,0,1,0,1,-1,2,1,2,1,-1,1,1,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,14,0.875,7,0.875,8,0,1,1,1,0,1,1,"No"
361,"100","UKRN06","","Year 1","","","","2","UKRN",3,1,1,0,1,1,1,1,1,1,1,1,2,1,0,-1,-2,-1,0,1,-1,-1,1,1,1,1,NA,1,NA,NA,NA,NA,1,0,0,0,0,0,0,0,0,10,0.625,1,0.125,NA,0,0,0,NA,1,0,1,""
362,"100","UKRN06","","Year 1","","","","1","UKRN",3,2,2,1,2,0,0,1,-1,1,2,0,2,1,1,0,-2,1,1,1,-1,-1,2,1,2,NA,NA,1,NA,NA,NA,1,1,0,0,0,0,0,0,0,0,12,0.75,6,0.75,NA,0,0,0,NA,0,0,0,""
363,"100","UKRN06","","Year 1","","","","2","UKRN",3,2,1,0,0,0,0,2,1,1,1,0,1,1,-1,-2,-2,2,0,1,-1,-2,0,1,1,1,NA,1,NA,NA,1,1,NA,1,0,1,0,0,0,0,0,5,0.3125,2,0.25,NA,2,0,0,NA,1,0,1,""
364,"100","UKRN06","","Year 2","","","","1","UKRN",3,2,1,2,2,0,0,2,1,2,2,1,2,1,2,0,0,1,1,2,2,0,2,1,2,1,1,1,1,NA,1,1,1,1,1,0,0,0,0,1,1,20,1.25,11,1.375,NA,4,1,1,0,1,1,1,""
365,"100","UKRN06","","Year 2","","","","2","UKRN",3,-1,0,1,1,1,1,1,2,1,1,1,2,0,0,0,0,2,2,1,0,-1,-1,1,1,1,1,1,1,1,1,1,1,0,0,1,0,0,0,1,0,11,0.6875,5,0.625,8,2,0,0,NA,0,0,1,""
366,"100","UKRN06","","Year 1","","","","1","UKRN",3,1,1,2,2,-1,-1,2,1,1,1,1,2,1,1,-1,-1,2,2,2,-1,-2,-1,1,1,1,1,1,NA,1,1,NA,1,1,0,1,0,0,1,0,0,12,0.75,4,0.5,NA,3,1,1,0,1,1,1,""
367,"100","UKRN06","","Year 2","","","","2","UKRN",3,2,-2,0,-1,2,-2,0,-2,1,-1,2,-1,2,-2,2,-1,0,-1,-1,1,0,0,-1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,-1,-0.0625,-2,-0.25,8,8,1,1,0,1,1,0,""
368,"100","UKRN06","","Year 1","","","","2","UKRN",3,2,1,1,1,2,2,2,2,2,2,0,1,1,-1,0,0,2,0,2,-1,0,2,0,2,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,18,1.125,7,0.875,NA,0,0,0,NA,0,0,1,""
369,"100","UKRN06","","Year 1","","","","2","UKRN",3,1,1,1,0,1,2,2,1,1,1,0,1,0,0,0,0,-1,1,2,1,0,0,1,1,1,1,1,1,1,1,1,1,0,0,1,0,0,0,0,0,12,0.75,5,0.625,8,1,1,1,1,1,0,1,""
370,"100","UKRN06","","Year 1","","","","2","UKRN",3,2,2,0,2,2,1,2,2,1,2,2,2,2,2,-2,-2,2,1,-2,-2,-2,1,1,2,1,NA,1,NA,NA,NA,NA,1,0,0,0,0,0,0,0,0,20,1.25,1,0.125,NA,0,0,0,NA,0,0,1,""
371,"100","UKRN06","","Year 1","","","","1","UKRN",3,2,2,2,-2,2,2,2,-1,2,0,2,2,2,-2,1,-2,2,2,2,2,-1,2,2,2,1,1,1,1,1,1,1,1,0,0,1,0,0,0,0,0,14,0.875,13,1.625,8,1,1,1,1,0,0,1,""
372,"100","UKRN06","","Year 2","","","","2","UKRN",3,1,1,1,2,0,0,1,1,0,-2,0,2,0,2,0,-1,1,1,0,2,-1,0,1,1,1,1,1,1,NA,1,1,1,1,1,0,1,0,1,1,1,8,0.5,5,0.625,NA,6,1,1,0,1,1,1,""
373,"100","UKRN06","","Year 1","","","","2","UKRN",3,2,1,2,1,1,1,2,2,1,1,1,2,1,1,0,-1,-1,1,0,-1,-1,1,2,1,1,1,1,1,1,1,1,1,0,1,1,0,0,1,0,0,18,1.125,2,0.25,8,3,1,1,0,1,1,1,"N/A"
374,"100","UKRN06","","Year 1","","","","2","UKRN",3,1,1,-1,-1,-1,-1,-2,-1,-1,-1,2,2,1,-1,1,0,-2,-2,1,-1,-1,1,-1,-1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1,-2,-0.125,-6,-0.75,8,2,0,0,NA,0,0,1,""
375,"100","UKRN06","","Year 1","","","","2","UKRN",3,2,2,2,2,2,2,2,1,2,2,1,2,1,0,-1,-1,2,2,2,-1,0,0,-1,2,1,1,1,NA,NA,1,NA,1,0,0,1,0,0,0,0,1,21,1.3125,6,0.75,NA,2,0,0,NA,1,1,1,""
376,"100","UKRN06","","Year 1","","","","2","UKRN",3,2,2,1,2,1,0,2,1,2,2,1,2,0,2,-1,-1,1,2,1,2,-1,1,2,0,1,1,1,1,1,1,1,1,0,0,0,0,1,1,0,0,18,1.125,8,1,8,2,1,1,1,1,1,1,"-"
377,"100","UKRN06","","Year 1","","","","2","UKRN",3,2,1,1,1,0,0,1,2,1,0,1,1,1,1,-1,-1,1,-1,2,-1,1,0,1,0,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,11,0.6875,3,0.375,8,1,1,1,1,0,0,1,""
378,"100","UKRN06","","Year 2","","","","2","UKRN",3,0,1,1,2,1,2,1,1,2,2,1,2,1,2,-2,-1,1,1,1,2,-2,0,1,2,1,1,1,1,NA,1,1,1,1,1,0,0,0,0,0,1,16,1,6,0.75,NA,3,1,1,0,1,1,1,""
379,"100","UKRN06","","Year 2","","","","1","UKRN",3,2,1,1,1,1,-1,2,1,2,1,1,0,1,1,0,-1,1,1,2,2,0,1,1,0,1,1,1,1,1,1,1,1,0,1,1,0,0,0,1,1,13,0.8125,8,1,8,4,0,0,NA,1,1,1,""
380,"100","UKRN06","","Year 1","","","","2","UKRN",3,0,-2,1,-2,0,0,-1,-1,-1,-1,0,0,1,-1,1,0,-1,-1,1,0,0,-1,-1,-1,1,1,1,NA,NA,1,NA,1,0,0,0,0,0,0,0,0,-6,-0.375,-4,-0.5,NA,0,0,0,NA,1,0,1,""
381,"93","UKRN06","","Final Year","","","","2","UKRN",3,2,2,2,2,2,2,2,0,2,2,2,2,2,2,0,-1,2,2,2,2,0,1,2,2,1,NA,1,1,1,1,1,1,0,0,0,0,0,0,1,0,25,1.5625,13,1.625,NA,1,1,1,1,1,1,1,""
383,"100","UKRN06","","Year 2","","","","1","UKRN",3,2,1,2,2,2,1,1,-1,1,1,1,1,1,0,-1,-2,1,0,1,-1,-1,1,1,1,1,1,1,NA,NA,1,1,1,1,1,1,0,0,1,0,1,12,0.75,3,0.375,NA,5,0,0,NA,1,0,1,""
384,"100","UKRN06","","Year 1","","","","1","UKRN",3,1,2,2,2,1,1,1,-1,2,2,1,2,1,2,-1,-1,-2,2,1,2,-1,2,2,0,1,1,1,NA,NA,1,1,1,0,0,1,0,0,0,0,1,17,1.0625,6,0.75,NA,2,1,1,1,1,1,1,""
385,"100","UKRN06","","Year 2","","","","2","UKRN",3,1,-1,1,2,1,0,1,1,1,1,-1,1,0,-1,-1,-1,1,2,1,-1,-1,0,-1,0,1,1,1,1,1,1,1,1,0,0,0,1,1,1,0,0,5,0.3125,1,0.125,8,3,1,0,0,1,0,1,""
386,"100","UKRN06","","Year 1","","","","1","UKRN",3,2,1,1,1,0,0,1,1,1,1,1,1,0,0,-1,-1,1,1,-1,-1,-1,0,1,-1,1,1,1,1,1,1,1,1,0,0,0,1,1,0,1,0,9,0.5625,-1,-0.125,8,3,0,0,NA,1,1,1,""
387,"100","UKRN06","","Year 1","","","","2","UKRN",3,1,1,1,1,1,-1,2,1,2,2,-1,2,0,0,-1,-1,1,1,2,-1,-1,1,2,1,1,1,1,NA,NA,NA,NA,1,0,0,1,0,0,0,0,0,10,0.625,6,0.75,NA,1,0,0,NA,1,1,1,""
388,"99","UKRN06","","Year 1","","","","2","UKRN",3,2,1,0,2,1,1,2,2,1,1,2,2,1,2,-1,-2,2,1,2,-1,-1,1,1,2,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,17,1.0625,7,0.875,8,1,0,0,NA,0,0,1,""
389,"100","UKRN06","","Year 2","","","","2","UKRN",3,1,1,1,1,1,1,2,0,1,1,0,1,2,1,0,-1,2,1,2,-2,1,0,1,1,1,1,1,1,1,1,1,1,0,0,0,0,1,0,0,0,13,0.8125,6,0.75,8,1,1,1,1,1,1,1,""
390,"100","UKRN06","","Year 1","","","","2","UKRN",3,2,2,0,2,0,1,2,2,2,1,1,2,0,0,-1,-2,2,0,2,1,0,1,1,1,1,1,1,NA,NA,NA,1,1,0,0,1,0,0,0,0,0,14,0.875,8,1,NA,1,1,0,0,0,0,1,""
391,"100","UKRN06","","Year 2","","","","2","UKRN",3,2,2,2,2,0,0,-1,1,1,2,2,1,1,-1,-1,-1,1,1,2,2,-1,2,2,1,1,1,1,1,NA,NA,1,1,0,1,0,0,0,0,0,0,12,0.75,10,1.25,NA,1,1,1,1,0,1,1,""
392,"100","UKRN06","","Year 1","","","","2","UKRN",3,1,1,0,1,1,1,1,1,1,1,1,2,0,1,-1,-1,1,0,1,-1,-1,1,0,1,NA,NA,1,NA,NA,1,NA,1,0,0,0,0,0,0,0,0,11,0.6875,2,0.25,NA,0,1,1,0,0,0,1,""
393,"100","UKRN06","","Year 2","","","","2","UKRN",3,1,1,-1,-1,1,-1,-1,-1,1,-1,0,0,0,0,-1,-1,0,-1,1,0,-1,-2,-1,-1,1,1,1,1,1,1,1,1,0,0,0,0,1,0,0,0,-4,-0.25,-5,-0.625,8,1,1,1,0,0,0,0,""
394,"100","UKRN06","","Final Year","","","","2","UKRN",3,1,1,-1,2,1,0,0,-1,0,2,1,2,0,2,1,-1,-1,2,1,0,-1,1,-1,0,1,1,1,1,NA,1,1,1,1,0,1,0,0,1,1,1,10,0.625,1,0.125,NA,5,1,1,1,1,1,1,""
395,"100","UKRN06","","Final Year","","","","2","UKRN",3,-1,1,0,1,-1,1,1,1,1,1,-2,2,-2,2,-2,-1,2,1,-1,-1,-1,-1,1,-1,1,1,1,1,1,1,1,1,0,0,0,0,1,0,0,0,2,0.125,-1,-0.125,8,1,1,1,0,1,0,1,""
396,"100","UKRN06","","Year 1","","","","2","UKRN",3,1,2,2,2,0,0,-1,-1,1,2,1,1,0,1,-1,-2,1,1,1,1,-1,0,1,0,1,1,1,1,NA,1,NA,1,0,0,1,0,0,1,0,0,8,0.5,4,0.5,NA,2,1,1,0,1,1,1,""
397,"100","UKRN06","","Year 2","","","","2","UKRN",3,1,-1,2,1,1,0,-1,0,-1,1,1,0,1,-1,0,-2,2,1,-1,2,-2,1,1,1,1,1,1,1,NA,NA,1,1,1,0,0,1,0,0,1,1,2,0.125,5,0.625,NA,4,1,1,0,0,1,1,""
398,"100","UKRN06","","Year 2","","","","2","UKRN",3,1,1,2,2,2,2,2,2,2,0,1,2,0,1,0,0,1,1,1,1,0,0,2,2,1,1,1,1,1,1,1,1,0,0,1,0,0,1,1,1,20,1.25,8,1,8,4,1,1,1,0,1,1,""
399,"100","UKRN06","","Year 1","","","","2","UKRN",3,1,1,1,1,0,0,2,1,2,-1,1,1,1,0,-1,-1,1,0,2,1,-1,0,1,1,1,1,1,1,1,1,1,1,0,1,1,0,0,1,0,0,9,0.5625,5,0.625,8,3,1,1,1,0,1,1,""
400,"100","UKRN06","","Year 1","","","","1","UKRN",3,2,2,1,2,0,0,0,0,1,1,0,1,1,2,1,0,2,1,1,1,0,1,1,1,1,1,1,NA,NA,NA,NA,1,0,0,0,0,0,0,0,0,14,0.875,8,1,NA,0,0,0,NA,0,0,1,""
401,"100","UKRN06","","Year 1","","","","2","UKRN",3,2,1,1,1,1,1,1,1,1,1,1,2,1,1,0,0,1,1,1,-1,0,1,1,1,NA,NA,1,NA,NA,NA,1,1,0,0,1,0,0,0,0,0,16,1,5,0.625,NA,1,0,0,NA,0,0,1,""
402,"100","UKRN06","","Year 2","","","","2","UKRN",3,2,1,2,2,2,1,2,2,2,2,1,-1,0,-1,-1,-2,2,2,2,2,-2,1,-1,1,1,1,1,1,NA,1,1,1,0,1,0,0,0,0,1,1,14,0.875,7,0.875,NA,3,1,1,1,1,1,1,""
403,"100","UKRN06","","Year 1","","","","1","UKRN",3,2,2,2,2,1,1,1,-1,1,1,1,2,0,0,0,0,2,1,2,1,-1,1,1,2,1,1,1,1,1,1,1,1,0,0,0,1,1,1,1,1,15,0.9375,9,1.125,8,5,0,0,NA,0,0,1,"N/A"
404,"100","UKRN06","","Year 2","","","","2","UKRN",3,2,2,2,2,1,1,2,2,2,1,1,1,1,1,0,-1,1,2,2,1,1,1,2,1,1,1,1,1,NA,1,1,1,1,1,1,0,0,1,1,1,20,1.25,11,1.375,NA,6,1,1,0,1,1,1,""
405,"100","UKRN06","","Year 2","","","","2","UKRN",3,2,1,2,1,0,0,1,1,-1,-1,1,2,1,2,-2,-2,1,-1,2,1,-2,-1,1,0,1,1,1,1,1,1,1,1,0,0,0,0,1,1,0,0,8,0.5,1,0.125,8,2,1,1,0,1,1,1,""
406,"100","UKRN06","","Year 2","","","","2","UKRN",3,1,2,2,1,1,1,2,0,1,1,1,1,0,0,0,0,1,1,2,0,1,2,1,1,1,1,1,1,NA,NA,1,1,1,0,1,0,0,0,1,1,14,0.875,9,1.125,NA,4,1,1,1,1,1,1,"No"
407,"100","UKRN06","","Year 2","","","","2","UKRN",3,1,0,1,-1,1,-1,0,-1,1,0,1,-1,1,0,1,-1,1,0,2,1,-1,1,0,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,2,0.125,5,0.625,8,0,1,1,1,0,1,1,""
408,"100","UKRN06","","Year 1","","","","2","UKRN",3,2,2,0,1,-1,0,0,0,1,0,1,2,0,0,-1,-2,2,1,-1,-1,-2,-2,0,1,NA,NA,1,1,NA,1,NA,1,0,0,1,1,0,1,0,1,5,0.3125,-2,-0.25,NA,4,0,0,NA,0,0,0,""
409,"100","UKRN06","","Year 1","","","","1","UKRN",3,2,0,1,1,0,-1,2,-1,2,-1,1,2,0,-1,-1,-2,2,1,2,-1,-1,-2,1,1,1,1,1,1,1,1,1,1,0,1,0,1,0,1,0,0,4,0.25,3,0.375,8,3,0,0,NA,1,1,1,""
410,"100","UKRN06","","Year 1","","","","2","UKRN",3,1,1,0,1,1,1,1,0,1,1,0,2,1,0,0,-1,0,-1,1,0,-1,-1,0,1,NA,NA,1,1,NA,1,NA,1,0,0,0,1,0,1,0,0,10,0.625,-1,-0.125,NA,2,0,0,NA,0,0,1,""
411,"100","UKRN06","","Year 2","","","","2","UKRN",3,2,2,2,2,2,0,2,1,1,1,1,2,1,2,0,-1,2,2,2,2,-1,2,2,0,1,NA,1,1,NA,NA,1,1,0,0,1,0,0,0,1,0,20,1.25,11,1.375,NA,2,1,1,1,0,0,1,""
412,"100","UKRN06","","Year 2","","","","2","UKRN",3,1,1,-1,1,1,1,1,-1,-1,0,2,0,2,-1,-1,-1,1,-1,0,1,-2,-1,2,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,0,0,4,0.25,1,0.125,8,4,1,1,1,0,0,1,""
413,"86","UKRN06","","Year 1","","","","2","UKRN",3,2,1,1,0,0,0,1,1,1,1,1,2,1,1,-1,-1,2,1,2,1,-1,-1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,11,0.6875,6,0.75,8,6,0,0,NA,1,0,1,""
414,"100","UKRN06","","Year 2","","","","1","UKRN",3,2,1,2,1,1,1,2,2,2,2,-1,1,1,-1,1,-2,2,2,2,2,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,15,0.9375,10,1.25,8,7,1,1,1,1,1,1,""
415,"100","UKRN06","","Year 1","","","","2","UKRN",3,2,1,0,1,1,0,2,1,2,2,2,2,1,2,0,-1,1,1,1,0,-1,0,1,1,1,1,1,1,1,1,1,1,0,0,1,0,0,0,1,1,18,1.125,4,0.5,8,3,1,1,1,0,1,1,""
416,"100","UKRN06","","Year 1","","","","1","UKRN",3,2,2,1,2,2,2,-1,-2,-1,0,2,2,1,-1,1,-1,2,2,2,-1,-1,1,-1,1,1,NA,1,1,NA,1,1,1,0,0,0,0,0,0,0,0,11,0.6875,5,0.625,NA,0,1,0,0,0,0,1,""
417,"100","UKRN06","","Year 2","","","","2","UKRN",3,1,1,1,1,0,0,1,-1,1,1,1,2,1,2,-1,-1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,10,0.625,7,0.875,8,0,1,1,1,1,1,1,""
418,"100","UKRN06","","Year 1","","","","2","UKRN",3,2,2,1,2,2,1,2,1,2,1,0,2,0,-1,0,-1,2,1,1,-1,-1,1,1,0,1,1,1,1,1,1,1,1,0,0,0,1,1,1,1,0,16,1,4,0.5,8,4,0,0,NA,1,1,1,""
419,"100","UKRN06","","Year 1","","","","1","UKRN",3,2,2,2,2,1,0,2,0,2,1,2,-1,0,-1,0,0,0,0,1,0,-1,0,2,0,1,1,NA,NA,NA,1,NA,NA,0,0,0,0,0,0,0,0,14,0.875,2,0.25,NA,0,0,0,NA,1,0,0,""
420,"100","UKRN06","","Year 2","","","","3","UKRN",3,0,1,1,-1,1,0,2,2,2,1,2,2,1,2,-1,-2,2,1,1,1,-2,-1,2,2,1,1,1,1,NA,1,1,1,1,1,0,0,0,0,1,1,13,0.8125,6,0.75,NA,4,1,1,1,1,1,1,""
421,"100","UKRN06","","Year 1","","","","2","UKRN",3,2,1,0,1,1,1,2,1,2,1,0,1,1,0,-1,1,1,1,1,0,-1,-1,1,1,1,NA,1,NA,NA,NA,NA,1,0,0,1,0,0,0,0,0,14,0.875,3,0.375,NA,1,0,0,NA,0,0,1,""
422,"100","UKRN06","","Year 1","","","","2","UKRN",3,2,1,2,2,1,1,2,2,2,2,1,2,2,-2,0,-2,1,-1,2,-2,-1,1,-1,1,NA,NA,1,NA,NA,NA,NA,1,0,0,1,0,0,0,0,1,18,1.125,0,0,NA,2,1,1,1,0,0,1,""
423,"100","UKRN06","","Year 1","","","","2","UKRN",3,1,1,0,-1,0,0,2,-1,2,-2,1,2,0,0,-1,-1,-1,1,2,0,-1,1,1,0,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,3,0.1875,3,0.375,8,6,1,1,1,0,0,1,""
424,"100","UKRN06","","Year 1","","","","1","UKRN",3,2,2,2,2,2,2,2,0,2,2,2,2,2,1,-1,-2,2,2,1,2,-2,1,1,0,NA,1,1,NA,NA,NA,1,1,0,0,0,0,0,0,0,0,22,1.375,7,0.875,NA,0,1,1,0,0,0,1,""
425,"100","UKRN06","","Year 1","","","","2","UKRN",3,2,2,0,1,1,1,2,0,1,0,0,0,0,-1,-1,-1,1,1,1,0,-1,1,0,1,1,1,1,NA,NA,1,NA,1,0,0,1,0,0,1,0,1,7,0.4375,4,0.5,NA,3,0,0,NA,0,1,0,""
426,"100","UKRN06","","Year 2","","","","2","UKRN",3,1,1,1,2,2,2,1,1,2,2,1,2,2,-1,0,-1,1,1,2,1,-1,2,1,1,1,1,1,NA,1,1,1,1,1,0,0,0,0,1,1,1,18,1.125,8,1,NA,4,0,0,NA,1,0,1,""
427,"100","UKRN06","","Year 2","","","","2","UKRN",3,1,2,1,0,0,-1,1,-1,1,1,0,1,1,0,-1,1,1,-2,2,2,2,2,2,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,7,0.4375,9,1.125,8,0,1,1,1,1,1,1,""
428,"100","UKRN06","","Year 1","","","","2","UKRN",3,1,2,1,2,0,0,2,1,1,0,-2,2,0,1,-2,0,1,0,2,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,9,0.5625,6,0.75,8,3,0,0,NA,1,1,1,""
429,"100","UKRN06","","Year 2","","","","2","UKRN",3,1,1,1,2,-2,1,2,1,2,2,1,-1,1,-2,-1,-1,1,-1,1,1,-1,1,-1,2,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,8,0.5,3,0.375,8,6,1,1,0,1,1,1,""
430,"97","UKRN06","","Final Year","","","","1","UKRN",3,-2,2,2,2,2,2,2,2,2,2,2,2,2,2,-1,-2,2,1,2,0,1,1,2,2,1,1,NA,1,NA,NA,1,1,0,0,0,0,0,0,0,1,21,1.3125,11,1.375,NA,1,1,1,1,1,1,1,""
472,"100","UKRN01","","Year 1","","","","2","UKRN",3,2,2,1,1,1,1,2,1,2,1,1,1,1,-1,-1,-2,1,1,-1,1,-2,-1,2,1,1,NA,NA,1,NA,NA,NA,1,1,0,0,0,0,0,0,0,13,0.8125,2,0.25,NA,1,1,1,1,1,0,1,""
473,"100","UKRN01","","Final Year","","","","2","UKRN",3,1,0,1,1,1,0,2,1,1,1,1,2,1,-1,0,0,1,0,1,0,-1,0,0,1,1,1,1,1,1,1,1,1,0,0,0,0,1,0,0,0,12,0.75,2,0.25,8,1,1,1,0,1,1,1,""
474,"100","UKRN01","","Year 1","","","","2","UKRN",3,1,1,0,1,1,1,0,-1,1,2,1,1,2,0,-2,0,1,1,1,0,-1,0,1,1,1,1,1,NA,1,1,NA,1,0,1,1,0,0,1,0,1,9,0.5625,4,0.5,NA,4,0,0,NA,0,0,1,""
475,"100","UKRN01","","Year 2","","","","2","UKRN",3,2,1,0,1,1,0,2,-1,0,0,1,1,2,2,0,-1,1,1,2,1,-1,1,0,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,11,0.6875,6,0.75,8,0,1,1,1,1,1,1,""
476,"100","UKRN01","","Year 2","","","","2","UKRN",3,2,1,2,2,1,1,2,2,-1,-1,1,1,0,1,-2,-2,2,1,-1,-2,-2,-2,1,-1,1,1,1,1,1,1,1,1,0,0,1,1,0,1,1,1,10,0.625,-4,-0.5,8,5,1,1,1,0,0,1,""
477,"100","UKRN01","","Year 1","","","","2","UKRN",3,1,1,0,-1,0,-1,0,-1,0,1,1,1,0,1,-1,0,-1,-1,1,1,-1,0,0,0,1,NA,1,1,NA,1,NA,1,0,0,1,0,0,1,0,0,2,0.125,-1,-0.125,NA,2,0,0,NA,0,0,1,""
478,"100","UKRN01","","Year 1","","","","2","UKRN",3,1,1,0,-1,0,1,1,-1,-1,0,0,0,0,0,-1,0,0,0,1,1,0,0,0,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,3,0.375,8,0,0,0,NA,0,0,0,""
