StartDate,EndDate,Status,Progress,Duration..in.seconds.,Finished,RecordedDate,ResponseId,DistributionChannel,UserLanguage,Q1,Q5,Q6,Q26,Q14,Q9,Q9_3_TEXT,Q15,Q16,Q8,Q17,Q11,Q12,Q13,Q28_1,Q28_2,Q28_3,Q28_4,Q28_5,Q28_6,Q28_7,Q28_8,Q28_9,Q28_10,Q28_11,Q28_12,Q28_13,Q28_14,Q28_15,Q28_16,Q18.1_1,Q18.1_2,Q18.1_3,Q18.1_4,Q18.1_5,Q18.1_6,Q18.1_7,Q18.1_8,Q18.2_1,Q18.2_2,Q18.2_3,Q18.2_4,Q18.2_5,Q18.2_6,Q18.2_7,Q18.2_8,Q22,Q23,Q31,Q32,Q34,Q35,Q36,Q37,Q38,Q39,Q40,Q41,Q42,Q48,Q47
22/06/2020 05:08,22/06/2020 05:21,IP Address,100,800,TRUE,22/06/2020 05:21,R_1gNGxflhsi9gqvX,anonymous,EN,Yes,Yes,UNI52,,Full-time,No,,3,2nd Year,,,BSc Psychology,No,Female,Agree,Disagree,Have no opinion,Disagree,Agree,Have no opinion,Strongly agree,Disagree,Agree,Agree,Agree,Strongly disagree,Agree,Disagree,Have no opinion,Agree,I have heard of this,I have heard of this,,,I have heard of this,,I have heard of this,,,,I have done/used this,I have done/used this,,I have done/used this,,I have done/used this,Strongly Agree,Disagree,Agree,Agree,Strongly Agree,Agree,Disagree,Agree,Yes,Yes,It is hard to replicate/reproduce studies due to biases etc. ,No,No,Yes,
22/06/2020 06:55,22/06/2020 07:01,IP Address,100,331,TRUE,22/06/2020 07:01,R_1q9tZsuM8W8rwvb,anonymous,EN,Yes,Yes,UNI68,,Full-time,Yes,,4,3rd Year,,,Psychology with a professional placement year ,Yes,Female ,Strongly agree,Strongly disagree,Strongly agree,Disagree,Have no opinion,Disagree,Strongly agree,Disagree,Agree,Strongly agree,Strongly agree,Strongly disagree,Agree,Strongly disagree,Strongly disagree,Agree,I have heard of this,I have heard of this,,I have heard of this,I have heard of this,,I have heard of this,I have heard of this,,,I have done/used this,,,I have done/used this,,,Agree,Have no opinion,Agree,Agree,Strongly Disagree,Agree,Strongly disagree,Have no opinion,Yes,Yes,The issue with research studies being copied to the letter to produce supporting results without actually investigating the rigour and appropriateness of the tests applied/meaning of the results ,No,Not sure,Not sure,
22/06/2020 06:56,22/06/2020 07:01,IP Address,100,337,TRUE,22/06/2020 07:01,R_yEBM1Jsa3kEaPlv,anonymous,EN,Yes,Yes,UNI68,,Full-time,No,,3,1st Year,,,Psychology with Business Management,Yes,Female,Strongly agree,Strongly disagree,Agree,Agree,Agree,Disagree,Disagree,Agree,Agree,Agree,Strongly agree,Disagree,Have no opinion,Strongly agree,Disagree,Agree,I have heard of this,I have heard of this,,,,I have heard of this,,,,,I have done/used this,,,,,I have done/used this,Agree,Disagree,Disagree,Agree,Strongly Agree,Agree,Agree,Disagree,Yes,Yes,Widely cited papers that are very influential that cant be replicated which questions its reliability,No,No,Yes,
22/06/2020 06:58,22/06/2020 07:03,IP Address,100,267,TRUE,22/06/2020 07:03,R_1oA0ri4gLiqs0zC,anonymous,EN,Yes,Yes,UNI68,,Full-time,No,,3,2nd Year,,,Psychology,Yes,Female,Strongly agree,Strongly disagree,Disagree,Disagree,Disagree,Disagree,Disagree,Agree,Disagree,Disagree,Strongly agree,Disagree,Have no opinion,Disagree,Strongly disagree,Have no opinion,,,,,,,I have heard of this,,,,,,,,,I have done/used this,Strongly Agree,Disagree,Agree,Strongly agree,Agree,Disagree,Disagree,Agree,Yes,Yes,Everyone’s trying to replicate old research ,No,No,Not sure,
22/06/2020 06:55,22/06/2020 07:03,IP Address,100,451,TRUE,22/06/2020 07:03,R_1E4ZajegJMsSgl9,anonymous,EN,Yes,Yes,UNI68,,Full-time,No,,3,2nd Year,,,Psychology with Clinical Approaches ,Yes,Female,Strongly agree,Strongly disagree,Agree,Disagree,Agree,Disagree,Agree,Have no opinion,Agree,Agree,Agree,Strongly disagree,Have no opinion,Disagree,Disagree,Agree,I have heard of this,I have heard of this,I have heard of this,,,I have heard of this,,I have heard of this,,,,I have done/used this,I have done/used this,,I have done/used this,,Strongly Agree,Disagree,Agree,Agree,Agree,Disagree,Disagree,Agree,Yes,Yes,When a replication study does not produce the same results as the original study said ,Yes,Yes,Yes,
22/06/2020 06:56,22/06/2020 07:06,IP Address,100,628,TRUE,22/06/2020 07:06,R_PLkJYzLS7aEoGeB,anonymous,EN,Yes,Yes,UNI68,,Full-time,Yes,,4,2nd Year,,,Psychology BSc,Yes,Female,Strongly agree,Strongly disagree,Agree,Disagree,Strongly agree,Disagree,Agree,Disagree,Strongly agree,Disagree,Agree,Strongly disagree,Agree,Have no opinion,Agree,Disagree,I have heard of this,I have heard of this,I have heard of this,I have heard of this,I have heard of this,I have heard of this,,I have heard of this,,,,,,,,,Strongly Agree,Disagree,Agree,Strongly disagree,Strongly Disagree,Strongly agree,Strongly disagree,Agree,Yes,No,Where researchers who attempt to replicate older studies(sometimes famous studies that have entered folk psychology consciousness) find that they do not get significant results. But then the researchers steuggle to get their work published in a journal so it doesnt look like the original study has been disproven,Yes,No,Yes,
22/06/2020 06:56,22/06/2020 07:09,IP Address,100,797,TRUE,22/06/2020 07:09,R_1M3PkZMxTznt0Iz,anonymous,EN,Yes,Yes,UNI68,,Full-time,Yes,,4,4th Year,,,Psychology with a Professional Placement,Yes,female,Agree,Strongly disagree,Agree,Strongly disagree,Agree,Strongly disagree,Strongly agree,Disagree,Strongly agree,Disagree,Agree,Strongly disagree,Agree,Disagree,Agree,Disagree,I have heard of this,I have heard of this,I have heard of this,I have heard of this,I have heard of this,I have heard of this,I have heard of this,I have heard of this,I have done/used this,,I have done/used this,I have done/used this,,I have done/used this,,I have done/used this,Agree,Disagree,Agree,Disagree,Disagree,Agree,Disagree,Strongly agree,Yes,Yes,"Many classic social science studies which found sig. findings were not supported by findings of replication studies, calling into question the statistical procedures and other methodology issues used and validity of findings.",Yes,Yes,Yes,We never learnt about these topics in relation to qualitative research. I did a qual. dissertation and found it difficult to self-teach what these meant for me in relation to my project.
22/06/2020 07:06,22/06/2020 07:11,IP Address,100,336,TRUE,22/06/2020 07:11,R_3Mifj9tAOLORv7u,anonymous,EN,Yes,Yes,UNI68,,Full-time,No,,3,3rd Year,,,Psychology ,Yes,Female,Agree,Disagree,Agree,Disagree,Have no opinion,Disagree,Strongly agree,Strongly disagree,Agree,Disagree,Disagree,Strongly disagree,Agree,Disagree,Have no opinion,Agree,I have heard of this,I have heard of this,I have heard of this,I have heard of this,,I have heard of this,I have heard of this,I have heard of this,,,,,,,,,Agree,Disagree,Agree,Disagree,Strongly Disagree,Agree,Have no opinion,Strongly agree,Not sure,,,No,No,Not sure,
22/06/2020 07:07,22/06/2020 07:14,IP Address,100,447,TRUE,22/06/2020 07:14,R_2pMftHPvn8az3ua,anonymous,EN,Yes,Yes,UNI68,,Full-time,Yes,,3,1st Year,,,Psychology with Neuroscience,Yes,Female,Strongly agree,Strongly disagree,Disagree,Disagree,Agree,Strongly disagree,Disagree,Agree,Agree,Agree,Agree,Strongly disagree,Agree,Strongly disagree,Disagree,Disagree,I have heard of this,I have heard of this,I have heard of this,I have heard of this,,,,I have heard of this,,I have done/used this,I have done/used this,,,,,,Strongly Agree,Disagree,Strongly agree,Disagree,Strongly Agree,Strongly disagree,Strongly disagree,Agree,Yes,Yes,"When previously done, well-known experiments are replicated and the same results are not found ",No,No,Yes,
22/06/2020 07:08,22/06/2020 07:14,IP Address,100,386,TRUE,22/06/2020 07:14,R_6rsZqvK4Eln6Tgl,anonymous,EN,Yes,Yes,UNI68,,Full-time,Yes,,4,4th Year,,,Psychology,Yes,Female,Strongly agree,Disagree,Agree,Disagree,Agree,Disagree,Strongly agree,Strongly disagree,Strongly agree,Strongly agree,Agree,Strongly disagree,Agree,Strongly disagree,Disagree,Disagree,,I have heard of this,I have heard of this,,,,,I have heard of this,,,,,,,,I have done/used this,Strongly Agree,Disagree,Strongly agree,Have no opinion,Disagree,Agree,Disagree,Agree,Not sure,,,No,No,Yes,
22/06/2020 07:13,22/06/2020 07:18,IP Address,100,289,TRUE,22/06/2020 07:18,R_eOMsGksu8qAj4wV,anonymous,EN,Yes,Yes,UNI68,,Full-time,No,,4,4th Year,,,Psychology with Neuroscience ,Yes,Female,Agree,Strongly disagree,Agree,Strongly disagree,Have no opinion,Have no opinion,Agree,Disagree,Agree,Agree,Disagree,Disagree,Have no opinion,Agree,Disagree,Agree,I have heard of this,,I have heard of this,,,,,I have heard of this,I have done/used this,,I have done/used this,,,,,,Agree,Disagree,Agree,Agree,Strongly Agree,Disagree,Disagree,Agree,No,,,No,No,Yes,
22/06/2020 07:35,22/06/2020 07:39,IP Address,100,255,TRUE,22/06/2020 07:39,R_11XGcclF3OXwitA,anonymous,EN,Yes,Yes,UNI68,,Full-time,No,,3,3rd Year,,,BSc Psychology,Yes,M,Strongly agree,Agree,Strongly agree,Have no opinion,Strongly agree,Agree,Strongly agree,Have no opinion,Strongly agree,Disagree,Agree,Strongly disagree,Agree,Strongly disagree,Disagree,Strongly agree,I have heard of this,I have heard of this,I have heard of this,I have heard of this,I have heard of this,I have heard of this,I have heard of this,I have heard of this,I have done/used this,I have done/used this,I have done/used this,I have done/used this,,I have done/used this,,I have done/used this,Have no opinion,Have no opinion,Agree,Agree,Have no opinion,Have no opinion,Disagree,Disagree,Yes,Not sure,,Yes,Not sure,Yes,
22/06/2020 08:09,22/06/2020 08:16,IP Address,100,412,TRUE,22/06/2020 08:16,R_2ZW8u2MBcQ5sjDu,anonymous,EN,Yes,Yes,UNI68,,Full-time,No,,3,3rd Year,,,BSc Psychology,Yes,Female,Agree,Have no opinion,Agree,Have no opinion,Agree,Disagree,Agree,Disagree,Strongly agree,Disagree,Have no opinion,Disagree,Have no opinion,Agree,Disagree,Agree,I have heard of this,I have heard of this,I have heard of this,,,I have heard of this,I have heard of this,I have heard of this,,,,I have done/used this,I have done/used this,,,,Agree,Disagree,Agree,Have no opinion,Agree,Agree,Agree,Agree,No,,,Not sure,No,No,
22/06/2020 08:23,22/06/2020 08:30,IP Address,100,431,TRUE,22/06/2020 08:30,R_2CIkBvCJf4XGubX,anonymous,EN,Yes,Yes,UNI68,,Full-time,No,,3,2nd Year,,,Bcs Psychology,Yes,Female,Agree,Disagree,Disagree,Disagree,Have no opinion,Disagree,Agree,Agree,Agree,Disagree,Agree,Strongly disagree,Agree,Strongly agree,Disagree,Strongly agree,,,,,,I have heard of this,,I have heard of this,,,I have done/used this,,,,,,Strongly Agree,Agree,Agree,Agree,Agree,Agree,Disagree,Disagree,Not sure,,,No,No,Yes,
22/06/2020 08:31,22/06/2020 08:45,IP Address,100,792,TRUE,22/06/2020 08:45,R_DwQqEOnyfNHQcmZ,anonymous,EN,Yes,Yes,UNI68,,Full-time,No,,3,3rd Year,,,Psychology with Neuroscience,Yes,Female,Strongly agree,Strongly disagree,Disagree,Disagree,Agree,Have no opinion,Disagree,Agree,Strongly disagree,Strongly agree,Agree,Strongly disagree,Agree,Strongly disagree,Disagree,Agree,,,I have heard of this,,,I have heard of this,,I have heard of this,,,,,,,,I have done/used this,Agree,Have no opinion,Agree,Disagree,Strongly Agree,Agree,Disagree,Agree,No,,,No,No,Yes,
22/06/2020 08:45,22/06/2020 08:51,IP Address,100,359,TRUE,22/06/2020 08:51,R_2OPFh2XtNGEVIeV,anonymous,EN,Yes,Yes,UNI68,,Full-time,No,,4,2nd Year,,,Psychology with economics,No,Female,Agree,Disagree,Agree,Disagree,Strongly agree,Strongly disagree,Strongly agree,Disagree,Strongly agree,Disagree,Agree,Strongly disagree,Disagree,Have no opinion,Disagree,Have no opinion,,,,,,,I have heard of this,,,,I have done/used this,,,,,I have done/used this,Strongly Agree,Strongly disagree,Agree,Agree,Agree,Strongly agree,Agree,Strongly agree,No,,,No,No,Not sure,
22/06/2020 08:46,22/06/2020 08:55,IP Address,100,539,TRUE,22/06/2020 08:55,R_CgkHdPFJFk8XNbr,anonymous,EN,Yes,Yes,UNI68,,Full-time,Yes,,4,2nd Year,,,BSc Psychology,Yes,Female,Strongly agree,Strongly disagree,Agree,Strongly disagree,Agree,Strongly disagree,Agree,Have no opinion,Agree,Disagree,Have no opinion,Disagree,Have no opinion,Agree,Have no opinion,Have no opinion,I have heard of this,I have heard of this,I have heard of this,,,I have heard of this,,I have heard of this,,,,I have done/used this,I have done/used this,,I have done/used this,,Agree,Strongly disagree,Strongly agree,Disagree,Agree,Agree,Have no opinion,Strongly agree,No,,,No,No,Not sure,
22/06/2020 09:03,22/06/2020 09:12,IP Address,100,514,TRUE,22/06/2020 09:12,R_22l9UsXmZA9EQfs,anonymous,EN,Yes,Yes,UKRN08,,Full-time,Yes,,4,3rd Year,,,Psychology,No,Female ,Agree,Strongly disagree,Strongly agree,Agree,Agree,Strongly disagree,Strongly agree,Disagree,Strongly agree,Disagree,Strongly agree,Strongly disagree,Strongly agree,Strongly disagree,Agree,Strongly agree,I have heard of this,I have heard of this,I have heard of this,I have heard of this,,,I have heard of this,I have heard of this,,I have done/used this,I have done/used this,I have done/used this,,,I have done/used this,I have done/used this,Strongly Agree,Strongly disagree,Strongly agree,Strongly disagree,Agree,Have no opinion,Strongly disagree,Strongly disagree,Yes,Yes,"The realisation that much of psychological research does not follow good scientific practice, resulting in many studies not being reproducible ",Yes,Yes,Yes,
22/06/2020 09:11,22/06/2020 09:16,IP Address,100,298,TRUE,22/06/2020 09:16,R_3MizxI2PoqRAazp,anonymous,EN,Yes,Yes,UNI68,,Full-time,No,,3,2nd Year,,,Psychology with criminology ,Yes,Female ,Agree,Disagree,Have no opinion,Disagree,Have no opinion,Disagree,Strongly agree,Disagree,Have no opinion,Strongly agree,Agree,Strongly disagree,Agree,Agree,Disagree,Have no opinion,I have heard of this,I have heard of this,I have heard of this,,I have heard of this,I have heard of this,I have heard of this,I have heard of this,,,,,,,,I have done/used this,Agree,Disagree,Have no opinion,Agree,Agree,Agree,Agree,Agree,Not sure,,,No,No,Yes,
22/06/2020 09:33,22/06/2020 09:39,IP Address,100,312,TRUE,22/06/2020 09:39,R_RKbkfMyF5Wnn70t,anonymous,EN,Yes,Yes,UNI68,,Full-time,No,,4,4th Year,,,Psychology and criminology ,Yes,Female,Strongly agree,Strongly disagree,Agree,Agree,Strongly agree,Disagree,Agree,Disagree,Strongly agree,Disagree,Agree,Strongly disagree,Agree,Agree,Agree,Have no opinion,I have heard of this,I have heard of this,I have heard of this,I have heard of this,,I have heard of this,I have heard of this,I have heard of this,,,,,I have done/used this,,,,Agree,Disagree,Agree,Strongly agree,Agree,Disagree,Have no opinion,Agree,Yes,Yes,The ability to replicate an experiment ,No,No,Yes,
22/06/2020 09:58,22/06/2020 10:06,IP Address,100,523,TRUE,22/06/2020 10:06,R_8l8iN6j3LTy8njX,anonymous,EN,Yes,Yes,UNI52,,Part-time,No,,,,2,2nd Year,Masters in Psychology,No,Female,Agree,Disagree,Agree,Agree,Agree,Disagree,Agree,Disagree,Agree,Disagree,Agree,Disagree,Disagree,Agree,Disagree,Agree,,I have heard of this,,,,,,I have heard of this,,,I have done/used this,,,,,,Disagree,Agree,Agree,Disagree,Agree,Disagree,Disagree,Agree,No,,,Not sure,No,Yes,
22/06/2020 10:00,22/06/2020 10:11,IP Address,100,699,TRUE,22/06/2020 10:11,R_1MXNMKEbkkRitsL,anonymous,EN,Yes,Yes,UNI68,,Full-time,No,,3,1st Year,,,Psychology BSc ,No,Male (ftm),Strongly agree,Disagree,Disagree,Strongly disagree,Strongly agree,Disagree,Strongly agree,Disagree,Agree,Agree,Agree,Strongly disagree,Have no opinion,Disagree,Agree,Disagree,I have heard of this,I have heard of this,I have heard of this,I have heard of this,,,,I have heard of this,,,I have done/used this,,,,,,Agree,Strongly disagree,Strongly agree,Disagree,Disagree,Agree,Disagree,Agree,Yes,Yes,"Frequently cited studies, when replicated do not yield the same results",No,Not sure,Yes,
22/06/2020 10:03,22/06/2020 10:12,IP Address,100,547,TRUE,22/06/2020 10:12,R_2PhPAXj5QCHsRv3,anonymous,EN,Yes,Yes,UNI68,,Full-time,No,,4,4th Year,,,psychology with clinical approaches ,No,Male,Have no opinion,Strongly disagree,Have no opinion,Disagree,Have no opinion,Strongly disagree,Disagree,Agree,Disagree,Disagree,Agree,Strongly disagree,Have no opinion,Agree,Agree,Have no opinion,I have heard of this,,I have heard of this,,,I have heard of this,I have heard of this,I have heard of this,,,I have done/used this,,,,,I have done/used this,Strongly Agree,Disagree,Have no opinion,Agree,Agree,Have no opinion,Disagree,Have no opinion,No,,,Not sure,Not sure,Yes,
22/06/2020 10:49,22/06/2020 10:59,IP Address,100,577,TRUE,22/06/2020 10:59,R_2AZKGYFvQEhmYeV,anonymous,EN,Yes,Yes,UNI68,,Full-time,Yes,,3,2nd Year,,,psychology with criminology,Yes,Female,Strongly agree,Disagree,Agree,Strongly agree,Have no opinion,Disagree,Have no opinion,Disagree,Agree,Strongly agree,Strongly agree,Disagree,Agree,Agree,Agree,Have no opinion,I have heard of this,I have heard of this,,I have heard of this,I have heard of this,I have heard of this,I have heard of this,,,,I have done/used this,,,,,I have done/used this,Have no opinion,Have no opinion,Strongly Disagree,Agree,Have no opinion,Disagree,Disagree,Have no opinion,Not sure,,,Not sure,Not sure,Yes,
22/06/2020 10:58,22/06/2020 11:01,IP Address,100,209,TRUE,22/06/2020 11:01,R_OCm9wem5FTjzPjj,anonymous,EN,Yes,Yes,UNI01,,Full-time,No,,3,1st Year,,,Psychology,Yes,Female,Agree,Strongly disagree,Strongly agree,Strongly agree,Strongly agree,Strongly disagree,Agree,Disagree,Strongly agree,Strongly disagree,Agree,Disagree,Have no opinion,Strongly agree,Disagree,Have no opinion,,,I have heard of this,,I have heard of this,I have heard of this,I have heard of this,I have heard of this,,,,,,,,,Strongly Agree,Have no opinion,Disagree,Agree,Have no opinion,Have no opinion,Have no opinion,Have no opinion,Yes,Not sure,how reproducible a study is,Not sure,Not sure,Yes,
22/06/2020 11:02,22/06/2020 11:08,IP Address,100,398,TRUE,22/06/2020 11:08,R_sLSVo8gxrqvHFWF,anonymous,EN,Yes,Yes,UNI68,,Full-time,No,,3,3rd Year,,,Psychology with Clinical Approaches,No,CisFemale,Agree,Strongly disagree,Have no opinion,Disagree,Strongly agree,Disagree,Strongly agree,Disagree,Disagree,Agree,Strongly agree,Disagree,Agree,Strongly disagree,Disagree,Agree,I have heard of this,I have heard of this,I have heard of this,I have heard of this,,I have heard of this,I have heard of this,I have heard of this,,,I have done/used this,,,I have done/used this,I have done/used this,I have done/used this,Agree,Disagree,Agree,Strongly agree,Strongly Agree,Strongly disagree,Disagree,Agree,Not sure,,,Yes,Not sure,Yes,"Regarding journal access - Prices of access are a real barrier to students, especially during corona virus where we had no access t library materials so relied completely on those accessible by open Athens/shibboleth"
22/06/2020 11:44,22/06/2020 11:54,IP Address,100,556,TRUE,22/06/2020 11:54,R_2DYAhO9SuM4nEPg,anonymous,EN,Yes,Yes,UNI68,,Full-time,No,,3,2nd Year,,,Bsc Psychology,Yes,Female,Agree,Disagree,Agree,Disagree,Disagree,Agree,Agree,Disagree,Agree,Disagree,Agree,Strongly disagree,Disagree,Disagree,Disagree,Agree,I have heard of this,I have heard of this,I have heard of this,I have heard of this,I have heard of this,I have heard of this,I have heard of this,I have heard of this,,,,,,,,,Agree,Disagree,Agree,Disagree,Agree,Agree,Disagree,Agree,Yes,Yes,Psychological studies are not being replicated thus studies may have faulse positive type 1 error ,No,No,Yes,
22/06/2020 11:51,22/06/2020 11:57,IP Address,100,359,TRUE,22/06/2020 11:57,R_1pJYS3np8M8FGuI,anonymous,EN,Yes,Yes,UKRN08,,Full-time,Yes,,3,2nd Year,,,Psychology,No,Female ,Strongly agree,Disagree,Have no opinion,Strongly agree,Strongly agree,Agree,Strongly agree,Disagree,Agree,Agree,Agree,Agree,Strongly agree,Agree,Have no opinion,Strongly agree,I have heard of this,,I have heard of this,I have heard of this,,,,I have heard of this,,I have done/used this,,I have done/used this,I have done/used this,I have done/used this,I have done/used this,I have done/used this,Agree,Agree,Strongly agree,Disagree,Agree,Agree,Disagree,Agree,Yes,Yes,"Where psychologists are finding our that apparent credible psychological studies are not in fact true as classic studeis have been replicated and been found to not show similar results to the original experiment, despite using the same method/ apparatus etc.",No,No,Yes,
22/06/2020 11:23,22/06/2020 12:58,IP Address,100,5645,TRUE,22/06/2020 12:58,R_3PcUbxnr6XrT1Zb,anonymous,EN,Yes,Yes,UKRN08,,Full-time,Yes,,3,3rd Year,,,Psychology ,Yes,Female ,Agree,Disagree,Have no opinion,Disagree,Agree,Disagree,Agree,Have no opinion,Agree,Disagree,Strongly agree,Strongly disagree,Strongly agree,Strongly disagree,Disagree,Agree,,,,,,,,,I have done/used this,I have done/used this,I have done/used this,I have done/used this,I have done/used this,I have done/used this,I have done/used this,I have done/used this,Agree,Disagree,Agree,Disagree,Disagree,Agree,Disagree,Agree,Yes,Yes,"Difficultly in replication of studies due to Insufficient methodological materials supplied by researcher, inconsistent findings in research due to crisis and type II errors eyc.",Yes,Yes,Yes,"Used in dissertation consortium project, worked well realised the importance of pre-reg and open science "
22/06/2020 13:14,22/06/2020 13:22,IP Address,100,475,TRUE,22/06/2020 13:22,R_A4fvUDbf8oWCJUZ,anonymous,EN,Yes,Yes,UNI68,,Full-time,Yes,,4,4th Year,,,Psychology (with a professional placement year) ,Yes,Female ,Strongly agree,Disagree,Agree,Agree,Agree,Have no opinion,Disagree,Agree,Have no opinion,Have no opinion,Agree,Disagree,Agree,Agree,Disagree,Agree,,I have heard of this,I have heard of this,I have heard of this,,I have heard of this,,I have heard of this,,,,,,,,,Agree,Disagree,Agree,Agree,Strongly Agree,Disagree,Disagree,Have no opinion,Yes,Yes,When studies are not able to be replicated successfully,No,Not sure,Yes,
22/06/2020 13:10,22/06/2020 13:22,IP Address,100,723,TRUE,22/06/2020 13:22,R_2ZCdoGViL2BVs3q,anonymous,EN,Yes,Yes,UNI68,,Full-time,No,,3,2nd Year,,,Psychology,Yes,Female,Agree,Have no opinion,Agree,Disagree,Agree,Disagree,Strongly agree,Disagree,Strongly agree,Disagree,Have no opinion,Strongly disagree,Have no opinion,Have no opinion,Disagree,Agree,,,I have heard of this,,I have heard of this,,,I have heard of this,,,,,,,,I have done/used this,Agree,Disagree,Strongly agree,Agree,Agree,Disagree,Disagree,Agree,Yes,No,Old established study findings are not being reproduced when researcher replicate the studies today,No,No,Not sure,
22/06/2020 13:24,22/06/2020 13:32,IP Address,100,459,TRUE,22/06/2020 13:32,R_DiyRXsmPdYZTgZj,anonymous,EN,Yes,Yes,UNI68,,Full-time,Yes,,4,3rd Year,,,Psychology with Criminology (with professional placement year),Yes,Female ,Agree,Disagree,Have no opinion,Agree,Agree,Have no opinion,Strongly agree,Disagree,Have no opinion,Have no opinion,Have no opinion,Disagree,Have no opinion,Agree,Disagree,Have no opinion,I have heard of this,,I have heard of this,I have heard of this,,,,I have heard of this,,,,,,,,,Have no opinion,Agree,Agree,Agree,Agree,Disagree,Have no opinion,Agree,Not sure,,,Not sure,Not sure,Yes,
22/06/2020 12:31,22/06/2020 13:43,IP Address,100,4318,TRUE,22/06/2020 13:43,R_3lPqGmnFPCp5vfB,anonymous,EN,Yes,Yes,UNI68,,Full-time,No,,3,1st Year,,,Psychology BSc,Yes,Female,Agree,Disagree,Agree,Disagree,Agree,Disagree,Agree,Disagree,Strongly agree,Disagree,Agree,Strongly disagree,Agree,Disagree,Disagree,Have no opinion,I have heard of this,I have heard of this,I have heard of this,,,I have heard of this,,,,,I have done/used this,,,I have done/used this,,I have done/used this,Agree,Disagree,Strongly agree,Agree,Have no opinion,Strongly agree,Have no opinion,Agree,Yes,Yes,The inability to replicate studies and find the same results as the original study produced,Not sure,No,Yes,
22/06/2020 14:06,22/06/2020 14:16,IP Address,100,561,TRUE,22/06/2020 14:16,R_29ad2zctTqjSijr,anonymous,EN,Yes,Yes,UNI68,,Full-time,No,,4,3rd Year,,,Psychology,Yes,Female,Agree,Disagree,Agree,Disagree,Have no opinion,Have no opinion,Agree,Disagree,Agree,Strongly agree,Agree,Disagree,Agree,Disagree,Strongly disagree,Strongly agree,,,I have heard of this,,,,,I have heard of this,,,I have done/used this,,,,,I have done/used this,Agree,Have no opinion,Strongly agree,Have no opinion,Agree,Have no opinion,Disagree,Strongly agree,Yes,No,The inability to replicate methods of studies making it hard to determine reliability of the results of classic studies/theories,No,No,Not sure,
22/06/2020 14:13,22/06/2020 14:19,IP Address,100,366,TRUE,22/06/2020 14:19,R_2qaS3wFg2QBDcM9,anonymous,EN,Yes,Yes,UNI68,,Full-time,No,,3,2nd Year,,,BSc Psychology,No,Female,Agree,Strongly disagree,Agree,Disagree,Agree,Disagree,Strongly agree,Have no opinion,Agree,Agree,Agree,Disagree,Agree,Agree,Disagree,Agree,I have heard of this,I have heard of this,I have heard of this,,I have heard of this,I have heard of this,,I have heard of this,,,I have done/used this,,,,,I have done/used this,Agree,Disagree,Agree,Agree,Agree,Agree,Have no opinion,Agree,Yes,Yes,Crisis of trying to replicate findings while ignoring different external factors involved in the first study,Not sure,Not sure,Yes,
22/06/2020 14:23,22/06/2020 14:32,IP Address,100,483,TRUE,22/06/2020 14:32,R_3k1y7lzGMEtws0J,anonymous,EN,Yes,Yes,UNI68,,Full-time,No,,3,2nd Year,,,Psychology with clinical approaches,No,Female,Strongly agree,Disagree,Agree,Disagree,Strongly agree,Disagree,Agree,Disagree,Agree,Disagree,Have no opinion,Strongly disagree,Have no opinion,Agree,Disagree,Agree,I have heard of this,I have heard of this,,I have heard of this,I have heard of this,I have heard of this,,,,,I have done/used this,,,,I have done/used this,I have done/used this,Agree,Have no opinion,Agree,Disagree,Agree,Agree,Disagree,Agree,Not sure,,,No,No,Yes,Would make data collection easier and perhaps expand data sets already available making it more similar to the global population
22/06/2020 15:12,22/06/2020 15:17,IP Address,100,318,TRUE,22/06/2020 15:17,R_6PvYeD1bpklw17H,anonymous,EN,Yes,Yes,UNI68,,Full-time,No,,3,2nd Year,,,Psychology,Yes,Female ,Strongly agree,Disagree,Agree,Disagree,Agree,Have no opinion,Strongly agree,Disagree,Agree,Disagree,Strongly agree,Strongly disagree,Have no opinion,Disagree,Disagree,Agree,,,I have heard of this,,,,,I have heard of this,,,,,,,,I have done/used this,Agree,Disagree,Disagree,Agree,Agree,Agree,Disagree,Have no opinion,Yes,Yes,Most psychological studies and their results are not replicable ,No,No,Yes,
22/06/2020 15:46,22/06/2020 15:52,IP Address,100,361,TRUE,22/06/2020 15:52,R_3gNSxlO0WvQktmi,anonymous,EN,Yes,Yes,UNI68,,Full-time,No,,3,3rd Year,,,Psychology,Yes,Female,Agree,Disagree,Agree,Have no opinion,Agree,Disagree,Agree,Have no opinion,Agree,Agree,Agree,Disagree,Have no opinion,Disagree,Have no opinion,Agree,I have heard of this,,I have heard of this,I have heard of this,,,,I have heard of this,,,I have done/used this,,,,,,Agree,Disagree,Agree,Have no opinion,Agree,Have no opinion,Have no opinion,Agree,Not sure,,,No,No,Yes,
