"","ID","Progress","Uni","Full_Part","PTY","Current_Year","Course_Duration","Course_Name","Previous_Training","Gender","UKRN","timepoint","Perception_Score_Total","Perception_Score_Mean","Knowledge_Score_Total","Knowledge_Score_Mean","Awareness_Score_Total","Experience_Score_Total","crisis_aware","crisis_learnt","crisis_explain","os_explain","os_learnt","applicability","comments"
"587",602,"100","UNI50","Full-time","No","Year 1","3","Psychology","Yes","Female","Non-UKRN",1,10,10,17,17,4,4,0,NA,9999,0,1,1,""
"588",603,"100","UNI50","Full-time","No","Year 1","3","Psychology BSc (Hons)","Yes","female","Non-UKRN",1,7,7,15,15,1,3,1,0,0,0,0,1,""
"589",604,"100","UNI50","Full-time","No","Year 2","3","Psychology with forensics psychology ","Yes","Female ","Non-UKRN",1,16,16,23,23,5,5,1,1,0,0,0,1,""
"590",605,"100","UNI50","Full-time","No","Final Year","3","Psychology","Yes","Female","Non-UKRN",1,22,22,24,24,2,1,1,1,1,0,0,1,""
"591",606,"100","UNI50","Full-time","No","Year 1","3","Psychology ","No","Female","Non-UKRN",1,7,7,20,20,3,5,1,0,1,1,0,1,""
"592",607,"100","UNI50","Full-time","No","Final Year","3","BSc Psychology (Hons)","No","Nonbinary","Non-UKRN",1,24,24,26,26,5,3,1,1,0,0,0,1,"I don't recognise some of the names like open code and open data, but think we may have discussed them on the course in more vague terms about making your research practice transparent"
"593",608,"100","UNI50","Full-time","No","Final Year","3","Psychology Bsc ","Yes","female ","Non-UKRN",1,7,7,16,16,2,2,1,1,9999,0,0,1,""
"594",609,"70","UNI19","Full-time","No","Year 1","3","Psychology","Yes","Female","Non-UKRN",1,17,17,NA,NA,3,3,NA,NA,9999,NA,NA,NA,""
"595",610,"100","UNI50","Full-time","No","Year 2","3","Psychology ","Yes","Male","Non-UKRN",1,16,16,25,25,5,3,1,1,1,1,0,1,""
"596",611,"100","UNI50","Full-time","No","Year 2","3","Psychology with clinical psychology","Yes","","Non-UKRN",1,10,10,19,19,5,3,1,0,0,1,0,1,""
"597",613,"70","UNI25","Full-time","No","Year 2","3","Psychology ","Yes","Female ","Non-UKRN",1,19,19,NA,NA,0,4,NA,NA,9999,NA,NA,NA,""
"598",614,"100","UNI50","Full-time","No","Final Year","3","BSc Psychology with Forensic Psychology","Yes","Female","Non-UKRN",1,11,11,25,25,4,4,1,1,0,1,0,1,"We should definitely improve the way we do oir research and stop putting emphasis on NEW research if the one we have isn't reliable. The question arrises, how can I build on a research if its reliability is questionable?"
"599",615,"100","UNI50","Full-time","No","Year 1","3","BSc Psychology ","No","Female","Non-UKRN",1,19,19,19,19,8,2,0,NA,9999,1,1,1,""
"600",616,"51","UNI19","Full-time","No","Final Year","3","Psychology BSc","No","female","Non-UKRN",1,-1,-1,NA,NA,5,5,NA,NA,9999,NA,NA,NA,""
"601",617,"51","UNI22","Full-time","No","Year 1","3","Psychology ","Yes","Female ","Non-UKRN",1,10,10,NA,NA,2,2,NA,NA,9999,NA,NA,NA,""
"602",618,"59","UNI50","Full-time","No","Year 1","3","Bsc psychology ","Yes","Female","Non-UKRN",1,4,4,NA,NA,6,3,NA,NA,9999,NA,NA,NA,""
"603",619,"70","UNI50","Full-time","No","Year 2","3","Pathology with forensic psychology ","Yes","Female ","Non-UKRN",1,10,10,NA,NA,8,4,NA,NA,9999,NA,NA,NA,""
"604",620,"51","UKRN03","Full-time","No","Year 2","3","Psychology ","No","Female","UKRN",1,11,11,NA,NA,5,0,NA,NA,9999,NA,NA,NA,""
"605",621,"100","UNI21","Full-time","Other (Please specify)","Year 1","3","Psychology","No","Female","Non-UKRN",1,13,13,18,18,2,6,0,NA,9999,0,0,1,""
"606",622,"100","UKRN01","Full-time","Yes","Year 2","4","Psychology BSc","Yes","Female","UKRN",1,11,11,19,19,6,2,0,NA,9999,0,0,1,""
"607",623,"100","UNI50","Full-time","No","Year 1","3","Psychology BSc Hons","Yes","female","Non-UKRN",1,7,7,11,11,3,5,0,NA,9999,0,0,1,""
"608",624,"100","UNI50","Full-time","No","Year 2","3","BSc Psychology","Yes","Female","Non-UKRN",1,6,6,21,21,5,0,1,1,1,0,0,1,""
"609",625,"100","UNI50","Full-time","Yes","Year 1","3","Psychology with clinical psychology","Yes","Female","Non-UKRN",1,12,12,24,24,5,2,0,NA,9999,0,1,1,""
"610",626,"46","UNI19","Full-time","No","Year 2","3","BSc Psychology","Yes","Female","Non-UKRN",1,NA,NA,NA,NA,0,0,NA,NA,9999,NA,NA,NA,""
"611",627,"100","UNI24","Full-time","No","Year 1","3","Psychology","No","Female","Non-UKRN",1,7,7,17,17,4,4,0,NA,9999,1,0,1,""
"612",628,"100","UNI50","Full-time","No","Final Year","3","BSc (Hons) Psychology","Yes","Female","Non-UKRN",1,10,10,26,26,8,6,1,1,1,1,1,1,"Both myself and a fellow student completed a study on the replication crisis (as part of a funded research project), where we looked into the attitudes and opinions of psychology undergrads (and a few staff members too). We presented our pilot findings at a conference but due to covid were unable to write-up or present our final findings together. More than happy to share pilot poster and full data however; my email is jemjjemj@gmail.com"
"613",629,"100","UNI22","Full-time","Yes","Year 2","3","Bsc Psychology ","No","Male","Non-UKRN",1,6,6,17,17,4,2,0,NA,9999,0,1,1,""
"614",630,"100","UKRN04","Full-time","No","Final Year","3","Psychology ","Yes","Female ","UKRN",1,7,7,21,21,5,1,1,1,1,0,0,1,""
"615",631,"100","UKRN04","Full-time","No","Year 2","3","Psychology","Yes","Male","UKRN",1,15,15,15,15,0,8,1,1,0,1,1,1,""
"616",632,"100","UNI22","Full-time","Yes","Year 1","3","Psychology with Developmental Disorders ","No","Female","Non-UKRN",1,-5,-5,14,14,5,3,0,NA,9999,0,0,1,"I think this is a refreshing survey to take and it relates to my studies. "
"617",633,"100","UKRN03","Full-time","No","Year 1","3","Psychology and Linguistics","Yes","Female","UKRN",1,14,14,17,17,3,0,1,1,1,0,0,1,""
"618",634,"100","UKRN04","Full-time","No","Year 2","3","Psychology","Yes","Female","UKRN",1,11,11,21,21,7,1,1,1,1,1,1,1,""
"619",635,"100","UNI07","Full-time","Yes","Year 2","4","Abnormal and Clinical Psychology ","No","Female ","Non-UKRN",1,17,17,22,22,1,1,0,NA,9999,0,0,1,""
"620",636,"100","UKRN07","Full-time","Yes","Year 2","4","Psychology (with Professional Placement) BSc","Yes","Female","UKRN",1,9,9,19,19,6,0,0,NA,9999,0,0,1,""
"621",637,"100","UKRN07","Full-time","No","Year 2","3","BSc Psychology","Yes","Female","UKRN",1,13,13,23,23,0,4,0,NA,9999,1,0,1,""
"622",638,"100","UKRN07","Full-time","Other (Please specify)","Placement Year","4","Speech and Language Therapy ","No","Female","UKRN",1,7,7,28,28,4,4,0,NA,9999,0,0,1,""
"623",639,"100","UKRN07","Full-time","No","Year 2","3","BSc Psychology and Language Sciences","Yes","female","UKRN",1,16,16,23,23,4,0,0,NA,9999,0,0,1,""
"624",640,"100","UNI01","Full-time","No","Final Year","3","Psychology BSc","Yes","Female","Non-UKRN",1,2,2,15,15,6,5,0,NA,9999,0,0,1,""
"625",641,"100","UKRN07","Full-time","Yes","Final Year","4","BSc Psychology","Yes","Female","UKRN",1,14,14,23,23,5,1,1,1,1,0,0,1,""
"626",643,"100","UKRN07","Full-time","No","Year 2","3","Bsc","Yes","female","UKRN",1,9,9,12,12,6,2,0,NA,9999,0,0,1,""
"627",644,"100","UKRN04","Full-time","No","Final Year","3","Psychology and Criminology ","No","Female ","UKRN",1,3,3,17,17,6,2,0,NA,9999,1,0,1,""
"628",645,"100","UKRN07","Full-time","No","Final Year","3","Bsc psychology ","Yes","Female ","UKRN",1,20,20,25,25,2,3,1,1,9999,0,0,1,""
"629",646,"100","UKRN07","Full-time","Other (Please specify)","Year 1","3","BSc Psychology","Yes","Female","UKRN",1,9,9,21,21,3,0,0,NA,9999,0,0,0,""
"630",647,"100","UNI21","Full-time","No","Year 1","1","Clinical health psychology ","No","Female ","Non-UKRN",1,5,5,21,21,4,4,1,0,0,0,0,1,""
"631",648,"100","UKRN02","Full-time","Yes","Year 1","4","BSc (Hons) Psychology","Yes","Female","UKRN",1,9,9,24,24,7,1,1,0,0,0,0,1,""
"632",649,"100","UKRN01","Full-time","No","Year 1","2","Psychology ","No","Female","UKRN",1,2,2,19,19,5,3,0,NA,9999,1,1,1,""
"633",650,"100","UNI07","Full-time","No","Year 2","3","Psychology","Yes","female","Non-UKRN",1,2,2,13,13,4,4,0,NA,9999,0,0,1,""
"634",651,"100","UKRN07","Full-time","Yes","Placement Year","3","BSc Psychology","Yes","Female","UKRN",1,10,10,18,18,4,0,1,1,1,0,0,1,""
"635",652,"100","UNI19","Full-time","No","Year 1","3","Psyhcology","Yes","Female","Non-UKRN",1,4,4,16,16,6,0,1,0,0,0,0,1,""
"636",653,"100","UKRN04","Full-time","No","Year 1","3","Psychology","Yes","Female","UKRN",1,5,5,17,17,8,3,1,0,0,0,0,1,""
"637",654,"100","UKRN04","Full-time","No","Year 1","3","Education and psychology ","Yes","Female","UKRN",1,10,10,22,22,5,0,0,NA,9999,0,0,1,""
"638",655,"100","UKRN04","Full-time","No","Final Year","4","Bsc psychology with year abroad","Yes","Femal","UKRN",1,18,18,22,22,3,1,1,0,1,0,0,1,""
"639",656,"100","UKRN04","Full-time","No","Year 1","3","education and psychology","Yes","female","UKRN",1,17,17,22,22,5,3,1,1,1,0,0,1,""
"640",657,"100","UKRN04","Full-time","No","Final Year","3","Psychology","Yes","Female","UKRN",1,11,11,22,22,8,0,1,1,0,1,1,1,""
"641",658,"100","UKRN04","Full-time","No","Year 1","3","Psychology BSc","Yes","Female","UKRN",1,3,3,23,23,7,4,1,1,0,1,1,1,""
"642",659,"100","UKRN04","Full-time","No","Year 1","3","Psychology Bsc","Yes","Female ","UKRN",1,11,11,22,22,7,1,0,NA,9999,0,0,1,""
"643",660,"100","UKRN04","Full-time","No","Year 1","4","Psychology","Yes","Female","UKRN",1,20,20,28,28,8,3,1,1,1,1,1,1,""
"644",661,"100","UKRN04","Full-time","No","Year 1","3","Psychology","Yes","Female","UKRN",1,21,21,21,21,1,0,0,NA,9999,0,0,1,""
"645",662,"100","UNI22","Full-time","No","Year 2","3","Psychology ","Yes","Male","Non-UKRN",1,7,7,18,18,0,5,1,1,1,1,1,1,""
"646",663,"100","UKRN04","Full-time","No","Final Year","3","Criminology & Psychology","Yes","female","UKRN",1,11,11,18,18,7,4,1,1,0,0,0,1,""
"647",664,"100","UKRN04","Full-time","No","Year 1","3","Psychology ","No","male","UKRN",1,0,0,16,16,8,2,0,NA,9999,1,1,1,""
"648",665,"100","UKRN04","Full-time","No","Final Year","3","BSc (Hons) Criminology & Psychology","No","Female","UKRN",1,18,18,25,25,6,2,0,NA,9999,0,0,1,"Data should be shared so others can review its validity and reliability, although always protecting the anonimity of participants."
"649",666,"100","UKRN04","Full-time","No","Final Year","3","Psychology","Yes","Female ","UKRN",1,11,11,21,21,1,7,1,0,1,1,1,1,""
"650",667,"100","UKRN04","Full-time","No","Year 1","3","Psychology and criminology ","Yes","Female ","UKRN",1,3,3,17,17,4,4,1,0,9999,0,1,1,""
"651",668,"100","UKRN04","Full-time","No","Final Year","3","Psychology, BSc (Hons)","No","Female ","UKRN",1,16,16,25,25,8,0,1,1,1,0,0,1,""
"652",669,"100","UKRN04","Full-time","No","Year 1","3","Psychology BCs","Yes","Female ","UKRN",1,9,9,12,12,6,2,1,1,9999,0,0,1,""
"653",670,"100","UKRN04","Full-time","No","Year 1","3","BSc (Hons) Psychology","No","Female","UKRN",1,21,21,27,27,7,5,1,1,1,1,1,1,""
"654",671,"100","UNI24","Full-time","Other (Please specify)","Year 2","3","BSc Psychology","No","Female","Non-UKRN",1,13,13,18,18,3,0,0,NA,9999,0,0,1,""
"655",672,"100","UKRN04","Full-time","No","Final Year","3","Psychology ","Yes","Male","UKRN",1,7,7,18,18,0,6,1,0,0,0,0,1,"There could be better distinction between what someone ""should"" do (morally) and what they ""have to"" do (legally and within APA rules)"
"656",673,"100","UKRN04","Full-time","Yes","Year 1","3","Psychology","Yes","female","UKRN",1,14,14,26,26,5,3,1,1,1,1,1,1,""
"657",674,"100","UKRN04","Full-time","No","Final Year","3","Criminology with Psychology","Yes","Female","UKRN",1,14,14,21,21,4,1,1,0,0,0,0,1,""
"658",675,"100","UKRN07","Full-time","No","Final Year","4","Art and Psychology","No","Female","UKRN",1,15,15,27,27,4,3,1,0,0,0,0,1,""
"659",676,"100","UKRN04","Full-time","No","Year 1","3","Psychology Bsc","Yes","Female ","UKRN",1,10,10,21,21,5,3,1,1,1,0,0,1,""
"660",677,"100","UKRN07","Full-time","No","Year 1","3","BSc Psychology","Yes","Woman","UKRN",1,8,8,27,27,7,0,1,0,1,1,0,1,""
"661",695,"100","UKRN04","Full-time","Other (Please specify)","Year 1","3","Psychology","No","female","UKRN",1,20,20,24,24,7,2,1,1,1,0,1,1,"Undergraduate students should be looking to replicate past research as part of their research project to assist in improving the reliability and validity of these past researches.  Also, the powers that be; who make the decision on what new research should be published should also invest, support and encourage the efforts required for replications."
"662",699,"100","UNI19","Full-time","No","Year 1","3","BSc Psychology ","Yes","Female","Non-UKRN",1,3,3,15,15,2,1,1,1,1,0,0,1,""
"663",700,"100","UKRN07","Full-time","No","Year 2","3","Mathematics and Psychology ","Yes","Female","UKRN",1,3,3,17,17,5,3,0,NA,9999,0,0,1,""
"664",701,"100","UKRN04","Full-time","No","Final Year","3","BSc Psychology","Yes","Male","UKRN",1,5,5,23,23,4,1,1,1,1,1,1,1,""
"665",702,"100","UKRN04","Full-time","No","Year 1","3","Psychology","No","Female ","UKRN",1,6,6,13,13,6,2,1,1,0,1,1,0,""
"666",703,"59","UKRN04","Full-time","No","Final Year","3","BSc Psychology ","Yes","Female ","UKRN",1,6,6,NA,NA,4,3,NA,NA,9999,NA,NA,NA,""
"667",704,"100","UNI21","Full-time","No","Year 2","3","Psychology ","Yes","Female","Non-UKRN",1,13,13,17,17,3,1,1,1,0,0,0,1,""
"668",705,"100","UNI68","Full-time","Yes","Year 2","4","Psychology with placement year BSc","Yes","Female ","Non-UKRN",1,12,12,24,24,4,4,0,NA,9999,0,0,0,""
"669",707,"100","UNI20","Full-time","No","Final Year","3","BSc Psychology Hons","Yes","male","Non-UKRN",1,16,16,25,25,7,1,1,1,1,1,0,1,"More openness, collaboration and sharing of research, methodologies data and publishing should be encouraged."
"670",708,"100","UNI20","Full-time","Yes","Year 2","3","BSC Psychology ","Yes","Female","Non-UKRN",1,18,18,29,29,5,3,0,NA,9999,0,0,1,""
"671",709,"100","UNI69","Full-time","No","Year 2","4","Bsc psychology with foundation year","No","Female","Non-UKRN",1,8,8,22,22,7,1,1,0,9999,0,0,1,""
"672",710,"100","UKRN08","Full-time","No","Final Year","3","Psychology with criminology ","No","Male","UKRN",1,11,11,26,26,5,5,1,1,1,1,1,1,""
"673",711,"100","UKRN08","Full-time","No","Final Year","3","Psychology ","Yes","Female","UKRN",1,11,11,22,22,6,0,1,1,1,1,1,1,""
"674",712,"100","UKRN08","Full-time","No","Final Year","3","BSc (Hong) Psychology","Yes","Female","UKRN",1,5,5,20,20,5,3,1,1,1,1,1,1,""
"675",714,"100","UKRN08","Full-time","No","Year 1","3","Psychology ","Yes","Female","UKRN",1,4,4,13,13,8,3,1,1,1,0,1,1,""
"676",715,"100","UKRN08","Full-time","Yes","Year 2","3","Psychology","Yes","Male","UKRN",1,18,18,20,20,5,1,1,1,1,1,1,1,""
"677",716,"100","UKRN08","Full-time","Yes","Placement Year","4","BSc Psychology ","Yes","female ","UKRN",1,26,26,28,28,5,1,1,1,1,1,1,1,""
"678",717,"100","UNI69","Full-time","No","Year 1","4","Psychology with foundation","No","Female","Non-UKRN",1,3,3,16,16,2,2,0,NA,9999,0,0,1,""
"679",718,"100","UKRN08","Full-time","Yes","Year 2","3","Psychology ","Yes","F","UKRN",1,14,14,24,24,3,5,1,1,1,0,1,1,""
"680",719,"100","UKRN08","Full-time","No","Year 1","3","Psychology","Yes","Female","UKRN",1,4,4,18,18,6,3,1,1,0,0,0,1,""
"681",720,"100","UKRN08","Full-time","No","Year 2","3","Bsc (hons) Psychology with Criminology ","Yes","Female","UKRN",1,12,12,17,17,8,3,1,1,1,1,1,1,""
"682",722,"100","UKRN08","Full-time","No","Final Year","3","Psychology with Criminology ","Yes","Female ","UKRN",1,8,8,20,20,2,2,1,1,0,0,0,1,""
"683",723,"100","UKRN08","Full-time","No","Year 2","3","Psychology BSc","Yes","Female","UKRN",1,20,20,24,24,5,3,1,1,1,0,1,1,""
"684",724,"100","UKRN08","Full-time","No","Final Year","3","BSc Psychology (Hons)","No","Female","UKRN",1,27,27,29,29,8,3,1,1,1,1,1,1,""
"685",725,"100","UKRN08","Full-time","No","Final Year","3","Psychology ","Yes","Female","UKRN",1,12,12,21,21,6,2,0,NA,9999,0,0,1,""
"686",726,"100","UKRN08","Full-time","No","Year 2","3","BSc Hons Psychology ","Yes","Female","UKRN",1,7,7,17,17,8,0,1,0,0,1,0,1,""
"687",727,"100","UKRN08","Full-time","Yes","Year 2","3","Psychology BSc","Yes","Female","UKRN",1,21,21,23,23,1,4,1,1,0,1,1,1,""
"688",728,"100","UKRN08","Full-time","No","Year 1","4","Psychology with Criminology (BSc) ","Yes","Female","UKRN",1,10,10,20,20,8,4,1,1,1,1,1,1,""
"689",729,"100","UKRN08","Full-time","No","Year 1","3","Psychology ","No","Female ","UKRN",1,14,14,21,21,4,1,1,1,1,1,1,1,""
"690",730,"100","UKRN08","Full-time","No","Final Year","3","BSc psychology ","Yes","Female","UKRN",1,17,17,27,27,8,7,1,1,1,1,1,1,""
"691",731,"100","UKRN08","Full-time","No","Final Year","3","BSc Hons Psychology","Yes","Female","UKRN",1,3,3,22,22,8,3,1,1,1,0,1,1,""
"692",732,"100","UKRN08","Full-time","Yes","Placement Year","4","Psychology","Yes","Female","UKRN",1,14,14,22,22,6,2,1,1,1,1,0,1,""
"693",733,"100","UKRN08","Full-time","Yes","Year 2","3","Psychology ","Yes","Male ","UKRN",1,7,7,17,17,7,1,1,1,1,0,0,1,""
"694",734,"100","UKRN08","Full-time","No","Final Year","3","Psychology with criminology ","Yes","Fenale","UKRN",1,9,9,25,25,6,2,1,1,0,0,1,1,""
"695",735,"100","UKRN08","Full-time","No","Year 1","3","Psychology with Criminology ","No","Female ","UKRN",1,12,12,22,22,5,1,1,1,1,1,1,1,""
"696",736,"100","UKRN08","Full-time","No","Year 1","3","Psychology ","No","Female","UKRN",1,16,16,23,23,2,4,1,1,1,0,0,1,""
"697",738,"100","UNI20","Full-time","Yes","Year 2","3","Psychology ","No","Female","Non-UKRN",1,8,8,17,17,2,6,0,NA,9999,1,0,0,"Whether or not these questions are applicable to undergraduate students, I think is course specific"
"698",740,"100","UKRN08","Full-time","Yes","Year 1","4","Psychology ","Yes","Male","UKRN",1,13,13,15,15,2,3,1,1,1,0,0,1,""
"699",742,"100","UNI01","Full-time","No","Year 2","3","psychology","Yes","female","Non-UKRN",1,-1,-1,19,19,4,1,1,1,0,0,0,0,""
"700",743,"100","UKRN08","Full-time","No","Final Year","3","Psychology","Yes","Female ","UKRN",1,16,16,25,25,7,1,1,1,1,0,1,1,""
"701",744,"100","UKRN08","Full-time","No","Final Year","3","Psychology ","Yes","Female ","UKRN",1,2,2,17,17,6,2,1,0,0,0,1,0,""
"702",746,"100","UNI52","Full-time","No","Year 2","3","Childhood and Youth and Psychology ","Yes","Female","Non-UKRN",1,5,5,19,19,5,2,0,NA,9999,0,0,1,""
"703",747,"100","UNI52","Full-time","No","Year 2","3","Psychology","Yes","Female","Non-UKRN",1,5,5,8,8,4,4,0,NA,9999,1,0,1,""
"704",748,"100","UNI52","Full-time","No","Year 2","3","Psychology ","No","Female","Non-UKRN",1,4,4,13,13,3,1,0,NA,9999,0,0,1,""
"705",749,"100","UNI52","Full-time","No","Year 2","3","BSc Psychology ","Yes","Female ","Non-UKRN",1,5,5,20,20,4,2,1,0,1,1,1,1,""
"706",750,"100","UNI52","Full-time","No","Year 1","3","Psychology","Yes","Female","Non-UKRN",1,17,17,21,21,7,4,1,1,1,1,1,1,""
"707",751,"100","UNI52","Full-time","No","Final Year","3","Mathematics and Psychology","Yes","Female","Non-UKRN",1,10,10,18,18,4,4,0,NA,9999,1,1,1,""
"708",752,"100","UNI52","Full-time","No","Year 1","3","Psychology","Yes","Male","Non-UKRN",1,22,22,29,29,5,3,1,0,0,0,0,1,""
"709",753,"100","UNI52","Full-time","No","Final Year","3","Psychology ","Yes","Female","Non-UKRN",1,14,14,14,14,4,4,0,NA,9999,1,0,1,""
"710",754,"100","UNI52","Full-time","No","Year 1","3","Psychology health and wellbeing","No","Male","Non-UKRN",1,7,7,20,20,5,3,0,NA,9999,0,0,1,"Not at this time"
"711",755,"100","UNI52","Full-time","No","Year 2","3","Psychology ","No","Female ","Non-UKRN",1,9,9,21,21,8,0,1,1,0,0,0,1,""
"712",756,"100","UNI52","Full-time","No","Year 1","3","Psychology ","No","Female ","Non-UKRN",1,9,9,18,18,6,2,1,1,1,0,0,1,""
"713",757,"100","UNI52","Full-time","No","Year 2","3","Childhood youth studies and psychology ","Yes","Female ","Non-UKRN",1,9,9,18,18,5,3,1,0,9999,0,0,1,""
"714",758,"100","UNI52","Full-time","No","Year 2","3","BSc Psychology","Yes","Female","Non-UKRN",1,7,7,17,17,5,4,0,NA,9999,0,0,1,""
"715",759,"100","UKRN08","Full-time","Yes","Year 2","3","Psychology with Criminology","Yes","Female","UKRN",1,8,8,15,15,1,7,1,0,1,0,0,1,""
"716",760,"100","UNI52","Full-time","No","Year 2","3","Psychology and Creative Writing ","No","Female","Non-UKRN",1,5,5,24,24,1,3,0,NA,9999,0,0,1,""
"717",761,"100","UKRN08","Full-time","No","Year 1","3","Psychology ","Yes","Female","UKRN",1,14,14,21,21,7,0,1,1,0,0,0,1,""
"718",762,"100","UNI52","Full-time","No","Year 2","3","Psychology","No","Female","Non-UKRN",1,10,10,15,15,6,2,1,1,1,0,0,1,""
"719",763,"100","UNI52","Full-time","No","Year 2","3","Psychology","Yes","female ","Non-UKRN",1,12,12,20,20,2,6,0,NA,9999,0,0,1,""
"720",764,"100","UKRN08","Full-time","Yes","Placement Year","4","BSc Biological Psychology","Yes","Female","UKRN",1,3,3,17,17,6,3,1,1,9999,0,0,1,""
"721",765,"100","UNI52","Full-time","No","Year 2","3","Psychology Bsc","Yes","Female","Non-UKRN",1,9,9,20,20,2,0,0,NA,9999,0,0,1,"All data should be anonymous before being published"
"722",766,"100","UNI52","Full-time","No","Final Year","3","Psychology ","No","Female","Non-UKRN",1,16,16,18,18,7,1,1,0,0,1,0,1,"It can be intimidating learning RMS for the first time. I would have found a glossary with meanings a lot of help at the beginning of the course. "
"723",767,"100","UNI52","Full-time","No","Year 1","3","Psychology Hons BSC","No","Female ","Non-UKRN",1,24,24,32,32,5,3,1,0,0,0,0,1,""
"724",768,"100","UNI52","Full-time","No","Year 1","3","Psychology with English Language","Yes","Female","Non-UKRN",1,6,6,20,20,5,0,1,1,0,0,0,1,""
"725",769,"100","UNI52","Full-time","No","Year 2","3","Psychology","No","Female","Non-UKRN",1,12,12,15,15,1,1,0,NA,9999,0,1,1,""
"726",770,"100","UNI52","Full-time","No","Year 2","3","Psychology BSc ","No","Female","Non-UKRN",1,14,14,23,23,2,3,0,NA,9999,0,0,1,""
"727",771,"100","UKRN08","Full-time","Yes","Placement Year","4","BSc Psychology","Yes","male","UKRN",1,17,17,19,19,5,2,1,1,1,0,0,1,""
"728",772,"100","UNI52","Full-time","Other (Please specify)","Year 1","3","Bachelor Of Arts With Honours (Combined) - Accounting & Finance And Psychology","No","Female","Non-UKRN",1,11,11,18,18,5,3,1,1,0,0,0,1,"No"
"729",773,"100","UNI52","Full-time","No","Year 2","3","Psychology","Yes","Female","Non-UKRN",1,4,4,15,15,4,3,1,0,0,1,0,1,""
"730",774,"100","UNI69","Full-time","No","Final Year","4","Psychology ","No","Female","Non-UKRN",1,10,10,16,16,2,6,0,NA,9999,0,0,0,""
"731",775,"100","UNI52","Full-time","No","Year 2","3","Psychology and Criminology","Yes","Non-Binary","Non-UKRN",1,17,17,23,23,4,4,1,0,0,0,0,1,"Paywalled journals literally slow down the advancement of human knowledge as a whole. If journals were rightfully made free and knowledge was not capitalised we would be years ahead of where we are today"
"732",776,"100","UNI52","Full-time","No","Final Year","3","Biology and Psychology","Yes","Female","Non-UKRN",1,3,3,17,17,3,5,1,0,0,0,0,1,""
"733",777,"100","UKRN08","Full-time","No","Year 2","3","Psychology (BSc)","Yes","Female","UKRN",1,19,19,29,29,7,3,1,1,1,0,0,1,"I think it is important to share and debate all aspects of the methodology with other professionals"
"734",778,"100","UKRN08","Full-time","Yes","Year 2","3","Psychology","No","Female","UKRN",1,17,17,26,26,6,2,1,1,0,1,1,1,""
"735",779,"100","UNI52","Full-time","No","Final Year","3","Psychology ","No","Male","Non-UKRN",1,8,8,15,15,2,6,1,1,0,0,0,1,""
"736",780,"100","UKRN08","Full-time","No","Year 1","3","BSC (Hons) Psychology","Yes","Female ","UKRN",1,14,14,22,22,4,1,1,1,1,0,1,1,""
"737",781,"100","UNI52","Full-time","No","Year 2","3","Psychology ","Yes","Female ","Non-UKRN",1,9,9,19,19,5,3,0,NA,9999,1,0,1,""
"738",782,"100","UNI52","Full-time","No","Year 2","3","Bachelor Of Arts With Honours (Combined) - Criminology And Psychology","Yes","female","Non-UKRN",1,8,8,11,11,5,2,1,0,0,0,0,1,""
"739",784,"100","UKRN08","Full-time","No","Year 2","3","Psychology with Sociology ","No","Female ","UKRN",1,14,14,23,23,5,0,1,1,1,0,1,1,""
"740",785,"100","UNI52","Full-time","No","Year 2","3","Psychology ","Yes","Female ","Non-UKRN",1,7,7,20,20,6,2,0,NA,9999,0,0,1,""
"741",786,"100","UNI52","Full-time","No","Year 1","3","Psychology ","Yes","Female ","Non-UKRN",1,6,6,19,19,4,4,1,1,1,0,0,1,""
"742",787,"100","UNI52","Full-time","No","Year 1","3","Sports Psychology","Yes","Male","Non-UKRN",1,4,4,20,20,7,1,1,1,0,0,0,1,""
"743",788,"100","UNI69","Full-time","No","Final Year","3","PSYCHOLOGY ","No","Female","Non-UKRN",1,-4,-4,14,14,5,3,0,NA,9999,0,0,0,""
"744",789,"100","UNI52","Full-time","No","Year 1","3","Bachelor Of Arts With Honours (Combined) - Psychology And Special Educational Needs","No","Female","Non-UKRN",1,18,18,15,15,4,0,1,1,1,1,1,1,""
"745",790,"100","UNI01","Full-time","No","Year 2","3","psychology","Yes","female ","Non-UKRN",1,13,13,17,17,3,1,1,1,0,0,0,1,""
"746",791,"100","UKRN08","Full-time","No","Year 2","3","Psychology with Criminology ","Yes","Female","UKRN",1,-1,-1,18,18,3,5,1,1,0,0,0,1,""
"747",792,"100","UNI20","Full-time","Yes","Placement Year","3","Bsc Psychology ","Yes","Female","Non-UKRN",1,0,0,11,11,3,5,0,NA,9999,0,0,1,""
"748",793,"100","UNI20","Full-time","No","Year 2","3","Psychology","No","Female","Non-UKRN",1,7,7,16,16,5,2,1,0,9999,1,1,1,""
"749",795,"100","UNI52","Full-time","No","Year 1","3","BSc Psychology ","No","Female","Non-UKRN",1,14,14,14,14,7,1,1,0,0,0,0,1,""
"750",796,"100","UKRN08","Full-time","Yes","Year 1","4","Psychology Bsc with foundation year","No","Male","UKRN",1,5,5,20,20,4,2,1,1,9999,0,0,1,""
"751",797,"100","UNI01","Full-time","No","Final Year","3","Psychology Bsc Single Hons","No","Female","Non-UKRN",1,10,10,17,17,5,3,1,1,1,1,1,1,""
"752",798,"100","UNI52","Full-time","No","Final Year","3","Psychology","No","Female","Non-UKRN",1,11,11,17,17,5,3,1,0,0,1,1,1,""
