"ID","Uni","Full_Part","PTY","Current_Year","Course_Duration","Course_Name","Previous_Training","Gender","UKRN","timepoint","crisis_aware","crisis_learnt","crisis_explain","os_explain","os_learnt","applicability","crisis_aware_Completed","crisis_learnt_Completed","crisis_explain_Completed","os_explain_Completed","os_learnt_Completed","applicability_Completed"
806,"UNI68","Full-time","Yes","Year 2","4","Psychology BSc","Yes","Female","Non-UKRN",1,1,0,1,1,0,1,1,1,1,1,1,1
807,"UNI68","Full-time","Yes","Final Year","4","Psychology with a Professional Placement","Yes","female","Non-UKRN",1,1,1,1,1,1,1,1,1,1,1,1,1
808,"UNI68","Full-time","No","Final Year","3","Psychology ","Yes","Female","Non-UKRN",1,0,NA,NA,0,0,0,1,0,0,1,1,1
809,"UNI68","Full-time","Yes","Year 1","3","Psychology with Neuroscience","Yes","Female","Non-UKRN",1,1,1,1,0,0,1,1,1,1,1,1,1
810,"UNI68","Full-time","Yes","Final Year","4","Psychology","Yes","Female","Non-UKRN",1,0,NA,NA,0,0,1,1,0,0,1,1,1
811,"UNI68","Full-time","No","Final Year","4","Psychology with Neuroscience ","Yes","Female","Non-UKRN",1,0,NA,NA,0,0,1,1,0,0,1,1,1
812,"UNI68","Full-time","No","Final Year","3","BSc Psychology","Yes","M","Non-UKRN",1,1,0,NA,1,0,1,1,1,0,1,1,1
813,"UNI68","Full-time","No","Final Year","3","BSc Psychology","Yes","Female","Non-UKRN",1,0,NA,NA,0,0,0,1,0,0,1,1,1
814,"UNI68","Full-time","No","Year 2","3","Bcs Psychology","Yes","Female","Non-UKRN",1,0,NA,NA,0,0,1,1,0,0,1,1,1
815,"UNI68","Full-time","No","Final Year","3","Psychology with Neuroscience","Yes","Female","Non-UKRN",1,0,NA,NA,0,0,1,1,0,0,1,1,1
816,"UNI68","Full-time","No","Year 2","4","Psychology with economics","No","Female","Non-UKRN",1,0,NA,NA,0,0,0,1,0,0,1,1,1
817,"UNI68","Full-time","Yes","Year 2","4","BSc Psychology","Yes","Female","Non-UKRN",1,0,NA,NA,0,0,0,1,0,0,1,1,1
818,"UKRN08","Full-time","Yes","Placement Year","4","Psychology","No","Female ","UKRN",1,1,1,1,1,1,1,1,1,1,1,1,1
819,"UNI68","Full-time","No","Year 2","3","Psychology with criminology ","Yes","Female ","Non-UKRN",1,0,NA,NA,0,0,1,1,0,0,1,1,1
820,"UNI68","Full-time","No","Final Year","4","Psychology and criminology ","Yes","Female","Non-UKRN",1,1,1,0,0,0,1,1,1,1,1,1,1
821,"UNI68","Full-time","No","Year 1","3","Psychology BSc ","No","Male (ftm)","Non-UKRN",1,1,1,1,0,0,1,1,1,1,1,1,1
822,"UNI68","Full-time","No","Final Year","4","psychology with clinical approaches ","No","Male","Non-UKRN",1,0,NA,NA,0,0,1,1,0,0,1,1,1
823,"UNI68","Full-time","Yes","Year 2","3","psychology with criminology","Yes","Female","Non-UKRN",1,0,NA,NA,0,0,1,1,0,0,1,1,1
824,"UNI68","Full-time","No","Final Year","3","Psychology with Clinical Approaches","No","CisFemale","Non-UKRN",1,0,NA,NA,1,0,1,1,0,0,1,1,1
825,"UNI68","Full-time","No","Year 2","3","Bsc Psychology","Yes","Female","Non-UKRN",1,1,1,0,0,0,1,1,1,1,1,1,1
826,"UKRN08","Full-time","Yes","Year 2","3","Psychology","No","Female ","UKRN",1,1,1,1,0,0,1,1,1,1,1,1,1
827,"UKRN08","Full-time","Yes","Placement Year","3","Psychology ","Yes","Female ","UKRN",1,1,1,1,1,1,1,1,1,1,1,1,1
828,"UNI68","Full-time","Yes","Final Year","4","Psychology (with a professional placement year) ","Yes","Female ","Non-UKRN",1,1,1,1,0,0,1,1,1,1,1,1,1
829,"UNI68","Full-time","No","Year 2","3","Psychology","Yes","Female","Non-UKRN",1,1,0,1,0,0,0,1,1,1,1,1,1
830,"UNI68","Full-time","Yes","Placement Year","4","Psychology with Criminology (with professional placement year)","Yes","Female ","Non-UKRN",1,0,NA,NA,0,0,1,1,0,0,1,1,1
831,"UNI68","Full-time","No","Year 1","3","Psychology BSc","Yes","Female","Non-UKRN",1,1,1,1,0,0,1,1,1,1,1,1,1
832,"UNI68","Full-time","No","Final Year","4","Psychology","Yes","Female","Non-UKRN",1,1,0,0,0,0,0,1,1,1,1,1,1
833,"UNI68","Full-time","No","Year 2","3","BSc Psychology","No","Female","Non-UKRN",1,1,1,0,0,0,1,1,1,1,1,1,1
834,"UNI68","Full-time","No","Year 2","3","Psychology with clinical approaches","No","Female","Non-UKRN",1,0,NA,NA,0,0,1,1,0,0,1,1,1
835,"UNI68","Full-time","No","Year 2","3","Psychology","Yes","Female ","Non-UKRN",1,1,1,1,0,0,1,1,1,1,1,1,1
836,"UNI68","Full-time","No","Final Year","3","Psychology","Yes","Female","Non-UKRN",1,0,NA,NA,0,0,1,1,0,0,1,1,1
837,"UNI69","Full-time","No","Year 1","4","Psychology ","No","Female ","Non-UKRN",1,0,NA,NA,0,0,1,1,0,0,1,1,1
838,"UNI68","Full-time","Yes","Placement Year","4","Bsc Pcyhology with a placement year","Yes","female","Non-UKRN",1,1,0,1,1,0,1,1,1,1,1,1,1
839,"UNI68","Full-time","Yes","Final Year","4","Psychology with Neuroscience ","Yes","Female ","Non-UKRN",1,0,NA,NA,0,0,1,1,0,0,1,1,1
840,"UNI68","Full-time","Yes","Placement Year","4","Psychology BSc","Yes","Female","Non-UKRN",1,0,NA,NA,1,0,0,1,0,0,1,1,1
841,"UNI68","Full-time","No","Year 1","3","Psychology with criminology ","Yes","Female","Non-UKRN",1,1,1,1,0,0,1,1,1,1,1,1,1
842,"UNI68","Full-time","No","Final Year","4","Psychology (with foundation year)","Yes","Female","Non-UKRN",1,0,NA,NA,0,0,1,1,0,0,1,1,1
843,"UNI52","Full-time","Other (Please specify)","Year 1","3","BSc Psychology ","Yes","Female ","Non-UKRN",1,1,1,0,0,1,1,1,1,1,1,1,1
844,"UNI68","Full-time","No","Year 1","3","BSc Psychology with Criminology","Yes","Female","Non-UKRN",1,1,1,1,0,1,1,1,1,1,1,1,1
845,"UNI68","Full-time","No","Year 1","3","psychology bsc","Yes","female","Non-UKRN",1,1,1,0,0,0,1,1,1,1,1,1,1
846,"UNI68","Full-time","Other (Please specify)","Final Year","4","Psychology Bsc","Yes","male","Non-UKRN",1,1,1,1,0,0,1,1,1,1,1,1,1
847,"UNI68","Full-time","Yes","Year 1","4","Psychology","No","Female ","Non-UKRN",1,1,1,1,1,0,1,1,1,1,1,1,1
848,"UNI68","Full-time","Yes","Placement Year","4","Bsc Psychology ","Yes","Female ","Non-UKRN",1,0,NA,NA,1,0,1,1,0,0,1,1,1
849,"UNI68","Full-time","No","Year 1","3","psychology","No","male","Non-UKRN",1,1,1,0,0,0,1,1,1,1,1,1,1
850,"UNI68","Full-time","Other (Please specify)","Placement Year","4","Psychology with business and management (with a year abroad in year 3)","Yes","Female","Non-UKRN",1,1,0,0,0,0,1,1,1,1,1,1,1
851,"UNI68","Full-time","Yes","Year 1","4","Psychology ","No","Female ","Non-UKRN",1,1,1,1,1,0,1,1,1,1,1,1,1
852,"UNI68","Full-time","No","Year 1","3","BSc Psychology with Neuroscience","No","female","Non-UKRN",1,1,1,0,1,1,1,1,1,1,1,1,1
853,"UNI68","Full-time","No","Year 2","3","Bsc Psychology ","Yes","Male","Non-UKRN",1,1,1,0,0,0,1,1,1,1,1,1,1
854,"UNI68","Full-time","Yes","Placement Year","3","Psychology","Yes","Female","Non-UKRN",1,1,1,0,1,1,1,1,1,1,1,1,1
855,"UNI68","Full-time","No","Year 1","4","Psychology with clinical approaches ","Yes","Female","Non-UKRN",1,1,1,1,0,0,1,1,1,1,1,1,1
856,"UNI68","Full-time","No","Year 1","3","Psychology","No","female","Non-UKRN",1,1,1,1,0,0,1,1,1,1,1,1,1
857,"UNI01","Full-time","No","Year 2","3","Psychology with Criminology BSc (Hons)","Yes","Female ","Non-UKRN",1,0,NA,NA,0,0,1,1,0,0,1,1,1
859,"UNI68","Full-time","No","Final Year","3","Psychology","Yes","Female","Non-UKRN",1,1,1,0,0,0,1,1,1,1,1,1,1
860,"UNI52","Full-time","No","Year 1","3","Music and Psychology BA (hons)","No","female","Non-UKRN",1,1,1,0,1,1,1,1,1,1,1,1,1
861,"UNI69","Full-time","No","Final Year","4","Psychology ","No","Female ","Non-UKRN",1,1,NA,0,0,1,1,1,0,1,1,1,1
862,"UKRN08","Full-time","Yes","Year 2","3","Psychology ","Yes","Female","UKRN",1,1,1,1,1,1,1,1,1,1,1,1,1
863,"UKRN08","Full-time","No","Year 2","3","Psychology ","Yes","male","UKRN",1,1,NA,NA,NA,NA,NA,1,0,0,0,0,0
864,"UKRN08","Full-time","Yes","Year 1","4","Psychology Bsc","Yes","Female","UKRN",1,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0
865,"UNI69","Full-time","No","Year 1","4","Foundation year psychology ","No","Female","Non-UKRN",1,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0
866,"UNI52","Full-time","No","Final Year","3","Psychology Bsc","No","Female","Non-UKRN",1,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0
867,"UNI52","Full-time","No","Year 1","3","Psychology ","Yes","Female","Non-UKRN",1,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0
868,"UNI52","Full-time","No","Year 1","3","Psychology","Yes","Female","Non-UKRN",1,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0
869,"UKRN08","Full-time","No","Final Year","3","Psychology","Yes","","UKRN",1,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0
870,"UNI52","Full-time","No","Final Year","3","Psychology ","Yes","Female","Non-UKRN",1,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0
871,"UNI52","Full-time","No","Year 2","3","Psychology ","Yes","female ","Non-UKRN",1,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0
872,"UNI68","Full-time","No","Year 1","3","Psychology with Neuroscience","Yes","Male","Non-UKRN",1,1,1,1,1,0,1,1,1,1,1,1,1
873,"UNI68","Full-time","No","Year 1","3","Psychology ","Yes","Female","Non-UKRN",1,1,1,0,1,0,1,1,1,1,1,1,1
874,"UKRN08","Full-time","Yes","Placement Year","4","Psychology","Yes","Female","UKRN",1,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0
875,"UNI69","Full-time","No","Year 1","3","Psychology ","Yes","Female ","Non-UKRN",1,1,NA,NA,NA,NA,NA,1,0,0,0,0,0
876,"UNI68","Full-time","No","Year 1","3","Psychology","Yes","Female","Non-UKRN",1,1,1,1,0,0,1,1,1,1,1,1,1
877,"UNI68","Full-time","No","Year 2","3","Psychology","No","Female","Non-UKRN",1,1,0,0,0,0,1,1,1,1,1,1,1
878,"UNI52","Full-time","No","Year 2","3","Psychology and Childhood and Youth (combined)","Yes","Female","Non-UKRN",1,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0
879,"UKRN08","Full-time","No","Year 1","4","Psychology","No","female","UKRN",1,1,1,1,1,1,1,1,1,1,1,1,1
880,"UNI68","Full-time","Yes","Year 1","4","Psychology With A Professional Placement Year","Yes","Female","Non-UKRN",1,1,1,1,0,0,1,1,1,1,1,1,1
881,"UNI68","Full-time","No","Final Year","3","Psychology with Clinical Approaches","Yes","Female","Non-UKRN",1,0,NA,NA,0,0,1,1,0,0,1,1,1
882,"UNI52","Full-time","No","Year 1","3","Film and Visual Culture and Psychology","Yes","Female","Non-UKRN",1,1,1,1,1,1,1,1,1,1,1,1,1
883,"UNI52","Full-time","No","Year 2","3","Psychology","No","M","Non-UKRN",1,0,NA,NA,0,1,1,1,0,0,1,1,1
884,"UNI01","Full-time","No","Final Year","3","Psychology with Criminology","No","","Non-UKRN",1,0,NA,NA,0,1,1,1,0,0,1,1,1
885,"UNI69","Full-time","No","Year 1","3","BSc Psychology","No","","Non-UKRN",1,1,0,0,1,0,1,1,1,1,1,1,1
886,"UNI69","Full-time","No","Final Year","3","Psychology Honours","Yes","F","Non-UKRN",1,1,1,0,1,1,1,1,1,1,1,1,1
887,"UKRN08","Full-time","Other (Please specify)","Year 1","3","BsC Psychology","Yes","Female","UKRN",1,1,1,1,1,1,1,1,1,1,1,1,1
888,"UNI69","Full-time","No","Final Year","3","Psychology with Honours","Yes","Female ","Non-UKRN",1,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0
889,"UKRN08","Full-time","Yes","Year 2","4","Foundation psychology with criminology ","No","F","UKRN",1,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0
