"","StartDate","EndDate","Status","Progress","Duration..in.seconds.","Finished","RecordedDate","ResponseId","DistributionChannel","UserLanguage","Q1","Q5","Q6","Q26","Q14","Q9","Q9_3_TEXT","Q15","Q2nd.Year9","Q8","Q17","Q11","Q12","Q13","Q28_1","Q28_2","Q28_3","Q28_4","Q28_5","Q28_6","Q28_7","Q28_8","Q28_9","Q28_10","Q28_11","Q28_12","Q28_13","Q28_14","Q28_15","Q28_16","Q18.1_1","Q18.1_2","Q18.1_3","Q18.1_4","Q18.1_5","Q18.1_6","Q18.1_7","Q18.1_8","Q18.2_1","Q18.2_2","Q18.2_3","Q18.2_4","Q18.2_5","Q18.2_6","Q18.2_7","Q18.2_8","Q22","Q23","Q31","Q32","Q34","Q35","Q36","Q37","Q38","Q39","Q40","Q41","Q42","Q48","Q47"
"518","10/04/2022 10:28","10/04/2022 11:33","0","100","3905","1","10/04/2022 11:33","R_3h5RyBcWoVJqwiJ","anonymous","EN","1","","UKRN01","","","","","","2nd Year","","","","","2","4","2","3","2","4","2","4","1","4","2","4","1","3","3","3","3","1","1","1","1","","","1","1","0","0","0","1","0","0","0","0","3","3","4","2","3","3","2","4","1","2","When studies are difficult to reproduce.","2","1","1","No"
"519","12/04/2022 11:53","12/04/2022 16:17","0","100","15818","1","12/04/2022 16:17","R_1Qc5X22uUXo8Djl","anonymous","EN","1","","UKRN01","","","","","","3rd Year","","","","","2","3","2","4","2","4","1","2","4","4","4","5","2","3","2","2","4","1","1","1","1","1","1","1","1","1","0","1","1","0","0","1","1","4","5","4","4","4","2","2","4","2","","","2","2","1",""
"520","11/04/2022 14:58","13/04/2022 05:20","0","100","138079","1","13/04/2022 05:20","R_pxV5iDdSnHqQfbX","anonymous","EN","1","","UKRN01","","","","","","1st Year","","","","","1","4","2","3","2","4","3","2","4","4","4","4","4","4","4","3","4","1","1","1","1","1","1","1","1","1","1","1","1","1","0","0","0","4","4","4","3","4","2","2","4","2","","","1","3","1",""
"521","13/04/2022 11:42","18/04/2022 11:21","0","100","430713","1","18/04/2022 11:21","R_eM5kyAa36g6V23D","anonymous","EN","1","","UKRN01","","","","","","1st Year","","","","","2","5","3","4","2","5","1","5","1","5","2","4","2","3","4","3","3","1","1","1","","1","1","1","1","0","0","1","0","1","0","0","1","3","3","4","4","2","4","2","4","3","","","3","2","1",""
"522","19/04/2022 14:48","19/04/2022 15:34","0","100","2758","1","19/04/2022 15:34","R_2PiqsISpIqNT7Ld","anonymous","EN","1","","UKRN01","","","","","","1st Year","","","","","2","5","2","4","1","4","3","5","5","2","4","4","1","4","3","2","4","","","","","","","","1","0","0","0","0","0","0","0","0","5","3","2","4","4","2","1","5","2","","","2","3","1",""
"523","20/04/2022 06:30","20/04/2022 07:07","0","100","2207","1","20/04/2022 07:07","R_2SCQJWyO1HrrWSZ","anonymous","EN","1","","UKRN01","","","","","","2nd Year","","","","","2","4","2","4","3","4","3","5","1","4","2","4","1","3","3","3","4","1","1","1","1","1","1","1","1","0","1","0","0","1","0","0","0","4","3","5","4","3","4","2","4","1","1","Lots of older studies can't be replicated and don't find the same results","3","1","1",""
"524","20/04/2022 07:28","20/04/2022 08:02","0","100","2024","1","20/04/2022 08:02","R_1IW2glYMfLQBDmX","anonymous","EN","1","","UKRN01","","","","","","2nd Year","","","","","2","4","2","4","3","4","2","4","3","4","3","4","2","3","2","2","4","1","1","1","1","1","1","1","1","0","0","1","0","0","1","1","0","4","2","3","4","4","3","2","4","2","","","3","1","3",""
"525","22/04/2022 04:02","22/04/2022 04:39","0","100","2259","1","22/04/2022 04:39","R_3IaiWJSBybq6sF7","anonymous","EN","1","","UKRN01","","","","","","2nd Year","","","","","1","5","2","4","1","5","1","4","3","5","2","3","1","3","3","1","5","1","1","1","1","","","1","1","0","0","0","0","0","0","0","0","4","1","4","1","5","2","2","5","1","1","This involves issues with finding the same results in the current day of studies that have been carried out in the past. This usually involves prior studies having significant findings, and when replicated, findings have been insignificant. ","1","1","1",""
"526","22/04/2022 14:50","22/04/2022 15:18","0","100","1673","1","22/04/2022 15:18","R_Tq6bwLByC5f6uyJ","anonymous","EN","1","","UKRN01","","","","","","2nd Year","","","","","2","3","2","4","4","2","3","2","3","3","5","4","2","4","3","3","4","1","1","1","1","1","1","1","1","0","0","1","0","0","0","1","0","1","4","2","4","4","2","2","3","1","1","Results from previous studies being hard to replicate","1","1","1",""
"527","25/04/2022 07:02","25/04/2022 07:21","0","100","1149","1","25/04/2022 07:21","R_vUeyS4wR5nbV8rf","anonymous","EN","1","","UKRN01","","","","","","2nd Year","","","","","2","5","1","5","1","5","1","5","1","5","3","5","1","5","5","5","3","","","1","1","","","1","1","0","0","0","1","0","0","1","1","1","2","1","2","4","3","3","3","2","","","2","3","3","no"
"528","25/04/2022 07:44","25/04/2022 08:16","0","100","1924","1","25/04/2022 08:16","R_3j27pstKQjOqYc0","anonymous","EN","1","","UKRN01","","","","","","1st Year","","","","","2","5","2","3","1","3","3","5","2","4","2","5","2","3","5","4","2","1","1","1","1","1","1","1","1","0","0","1","0","0","0","0","1","5","2","5","2","3","3","3","3","3","","","1","1","1",""
"529","20/04/2022 08:35","21/04/2022 12:00","0","75","98698","0","28/04/2022 12:00","R_2pLGjvVaNL9EL9C","anonymous","EN","1","","UKRN01","","","","","","2nd Year","","","","","2","2","1","4","4","2","4","2","4","2","4","4","2","4","4","4","2","1","1","1","1","1","1","1","1","1","0","1","0","0","0","1","0","4","2","2","4","2","4","1","2","1","1","Not enough replication of studies ","2","2","1",""
"530","29/04/2022 10:15","29/04/2022 10:28","0","100","748","1","29/04/2022 10:28","R_6u3gTHzPgB8ElJD","anonymous","EN","1","","UKRN01","","","","","","2nd Year","","","","","2","5","1","5","2","3","1","4","4","4","2","5","4","4","2","4","3","","","","1","","","1","1","0","0","0","1","0","0","0","1","5","1","4","1","2","2","3","3","1","1","When research do not provide enough information to in order to replicate findings. ","3","3","3",""
"531","29/04/2022 10:45","29/04/2022 11:16","0","100","1867","1","29/04/2022 11:16","R_DVwsjTlvrn3ohXz","anonymous","EN","1","","UKRN01","","","","","","2nd Year","","","","","2","4","2","4","2","1","4","4","2","4","2","4","1","4","5","2","4","1","1","1","1","","1","1","1","0","0","1","1","0","0","1","0","5","2","4","2","5","4","2","2","1","3","Reproducing others work to check findings","3","1","1",""
"532","29/04/2022 11:48","29/04/2022 12:12","0","100","1462","1","29/04/2022 12:12","R_1EioeiPTQL0bEuf","anonymous","EN","1","","UKRN01","","","","","","2nd Year","","","","","2","5","2","3","2","4","2","4","2","5","2","4","3","3","4","3","4","1","1","1","1","1","1","1","1","1","0","1","1","0","1","0","0","4","2","4","4","4","4","2","3","1","1","a study can't be replicated","3","3","1",""
"533","26/04/2022 06:52","26/04/2022 07:03","0","89","634","0","03/05/2022 07:03","R_ZjUDzXF60Fzzcul","anonymous","EN","1","","UKRN01","","","","","","1st Year","","","","","2","4","2","3","2","4","3","4","3","4","2","4","2","4","2","2","4","1","1","1","1","1","1","1","1","0","0","0","0","0","0","1","0","4","3","4","4","4","3","2","4","2","","","2","2","3",""
"534","29/04/2022 15:39","29/04/2022 15:39","0","8","31","0","06/05/2022 15:39","R_AapEvGc2tCNKh0t","anonymous","EN","1","","UKRN01","","","","","","0","","","","","2","","","","","","","","","","","","","","","","","","","","","","","","","0","0","0","0","0","0","0","0","","","","","","","","","","","","","","",""
"535","11/05/2022 06:08","11/05/2022 07:09","0","100","3636","1","11/05/2022 07:09","R_vuWrz91jgMeOu53","anonymous","EN","1","","UKRN01","","","","","","3rd Year","","","","","2","4","3","5","1","4","3","4","2","3","3","4","1","4","1","3","3","1","1","1","1","1","","1","1","0","0","0","1","0","0","1","0","5","1","5","2","3","4","1","4","1","1","difficulty replicating results of studies ","1","1","1",""
"536","05/05/2022 09:38","10/05/2022 11:25","0","8","438442","0","17/05/2022 11:25","R_D8nNd4HhiN3VhsJ","anonymous","EN","1","","UKRN01","","","","","","0","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","0","0","0","0","0","1","1","1","","","","","","","","","","","","","","",""
"537","01/03/2022 17:07","01/03/2022 17:54","0","100","2824","1","01/03/2022 17:54","R_1cU6b9fcT1XZMWI","anonymous","EN","1","","UKRN08","","","","","","1st Year","","","","","2","5","1","5","2","5","3","4","3","1","5","4","1","5","1","1","5","1","1","1","1","","1","1","1","1","0","1","1","0","1","0","1","5","4","4","5","1","3","1","3","1","1","concerns about the credibility of psychological research ","1","1","1",""
"538","05/03/2022 04:06","05/03/2022 04:18","0","100","718","1","05/03/2022 04:18","R_2QDqIP79YujTjHM","anonymous","EN","1","","UKRN08","","","","","","1st Year","","","","","2","4","3","3","3","4","2","3","4","4","4","4","3","3","3","3","3","1","1","1","1","1","1","1","1","0","0","0","0","0","0","0","0","4","4","4","4","4","4","3","2","2","","","2","3","2",""
"539","07/03/2022 04:31","07/03/2022 05:05","0","100","2062","1","07/03/2022 05:05","R_2v3bSgJgTAI9jN2","anonymous","EN","1","","UKRN08","","","","","","1st Year","","","","","2","5","1","5","1","5","2","5","2","5","1","5","1","5","1","3","4","1","1","1","1","","1","","1","0","0","0","1","0","0","0","1","5","2","5","2","4","5","2","5","1","1","Where past studies are being replicated and the replications don't find the same/a significant result, calling into question the conclusions of the study and its results.","1","1","1",""
"540","10/03/2022 08:13","10/03/2022 08:41","0","100","1687","1","10/03/2022 08:41","R_V2veWWgh2HLcwUN","anonymous","EN","1","","UKRN08","","","","","","2nd Year","","","","","2","4","1","3","1","4","1","5","2","5","1","5","1","4","1","2","4","1","","1","1","","1","1","1","0","0","1","0","1","1","0","1","4","2","4","4","4","2","2","4","1","1","The crisis regarding the amount of psychological research where the results do not replicate.","1","3","1",""
"541","10/03/2022 16:05","10/03/2022 16:33","0","100","1655","1","10/03/2022 16:33","R_1CDyey5hxXrXkhd","anonymous","EN","1","","UKRN08","","","","","","1st Year","","","","","2","5","2","5","2","4","2","5","1","4","1","5","1","5","3","2","5","1","1","1","1","","1","1","1","1","0","0","0","1","0","0","1","5","2","4","2","4","5","2","4","1","1","Many key psychological studies (and many studies in general) failing to replicate. ","2","1","1",""
"542","11/03/2022 06:43","11/03/2022 07:26","0","100","2601","1","11/03/2022 07:26","R_PSqJib6qPJnEKXv","anonymous","EN","1","","UKRN08","","","","","","1st Year","","","","","2","5","1","5","1","3","3","4","2","5","1","5","1","4","1","3","5","1","","1","1","","","1","1","1","0","0","0","0","0","0","0","5","1","5","1","5","4","1","5","1","1","Much of past psychological research (especially social psychology) cannot be replicated and therefore the findings cannot necessarily be relied upon. ","1","1","1",""
"543","11/03/2022 09:35","11/03/2022 11:02","0","100","5208","1","11/03/2022 11:02","R_23UeotzBPXPpvNO","anonymous","EN","1","","UKRN08","","","","","","2nd Year","","","","","2","4","1","1","4","3","2","4","4","4","2","4","1","4","3","3","4","1","1","1","1","1","1","1","1","0","0","0","0","1","0","0","1","2","4","4","4","4","1","4","1","1","1","modern research cannot replicate some of the key studies from previous research which a lot of modern psychology is based on.","2","2","1",""
"544","04/03/2022 16:11","04/03/2022 16:28","0","89","1018","0","11/03/2022 16:28","R_2S2eXzeMsJGJo8S","anonymous","EN","1","","UKRN08","","","","","","1st Year","","","","","2","4","2","4","3","4","3","4","3","3","3","4","3","4","4","3","3","1","1","1","1","1","1","1","1","1","0","1","0","1","1","0","1","4","3","3","4","3","3","2","4","1","1","studies that cannot be replicated so they must be wrong","3","1","3",""
"545","12/03/2022 10:38","12/03/2022 11:09","0","100","1858","1","12/03/2022 11:09","R_2WvAqqRzhOQ4ZC4","anonymous","EN","1","","UKRN08","","","","","","2nd Year","","","","","2","4","1","3","2","4","2","4","3","4","2","4","2","4","2","3","4","1","","","1","","","","1","0","0","0","0","0","0","0","0","4","3","3","2","4","2","2","3","1","1","reproducing results are becoming difficult.","2","3","3",""
"546","14/03/2022 11:56","14/03/2022 12:30","0","100","2050","1","14/03/2022 12:30","R_12fgChm1l3q2Pym","anonymous","EN","1","","UKRN08","","","","","","2nd Year","","","","","2","5","1","4","2","4","2","4","3","4","1","4","2","4","5","3","4","1","1","1","1","1","1","1","1","0","0","0","1","0","0","1","0","5","3","4","4","4","3","2","3","1","1","some studies dont reproduce the same results","2","1","1",""
"547","10/03/2022 05:39","11/03/2022 11:25","0","97","107155","0","18/03/2022 12:25","R_3HZxWBQM3p7asYI","anonymous","EN","1","","UKRN08","","","","","","2nd Year","","","","","2","2","1","4","1","3","2","5","3","4","1","4","2","4","2","2","5","","","","","","","","","0","0","0","0","0","0","0","0","5","2","4","4","4","3","1","2","3","","","2","2","1",""
"548","20/03/2022 12:40","20/03/2022 13:14","0","100","2037","1","20/03/2022 13:14","R_py4idGIGdkJXEl3","anonymous","EN","1","","UKRN08","","","","","","2nd Year","","","","","1","5","1","5","5","4","3","5","3","4","3","4","3","4","4","5","4","1","1","1","1","1","1","1","1","0","0","0","1","1","1","1","1","4","1","5","1","4","5","2","4","1","1","when old studies have been replicated they have not produced the same results ","2","2","1",""
"549","14/03/2022 11:40","14/03/2022 13:42","0","89","7330","0","21/03/2022 13:42","R_pynkrQ3cd3x03yV","anonymous","EN","1","","UKRN08","","","","","","2nd Year","","","","","1","5","1","4","1","5","3","5","1","5","3","5","1","4","4","3","4","1","1","1","1","1","1","1","1","0","0","1","0","0","0","0","1","4","2","5","1","4","2","2","4","1","1","Replication of studies that show original studies to not have significant results like they have been said to ","2","2","1",""
"550","22/03/2022 06:35","22/03/2022 06:50","0","100","931","1","22/03/2022 06:50","R_W1IS9xjz7h51vLH","anonymous","EN","1","","UKRN08","","","","","","2nd Year","","","","","2","4","2","2","4","3","3","3","2","4","3","3","3","4","3","3","3","1","1","1","1","1","1","1","1","0","1","1","0","0","0","1","1","4","3","2","3","2","5","3","2","2","","","2","2","1","no"
"551","22/03/2022 07:10","22/03/2022 07:34","0","100","1492","1","22/03/2022 07:34","R_2Vmc1CtN3tzp21P","anonymous","EN","1","","UKRN08","","","","","","2nd Year","","","","","2","4","2","4","3","4","2","4","4","4","2","4","1","2","3","2","4","1","1","1","1","1","1","1","1","0","0","0","0","1","0","1","0","4","4","4","2","5","1","2","2","1","1","where multiple studies (some of which are popular) arent replicated ","2","1","1",""
"552","22/03/2022 08:02","22/03/2022 08:17","0","100","900","1","22/03/2022 08:17","R_1dLwpvQAVzAIbt3","anonymous","EN","1","","UKRN08","","","","","","2nd Year","","","","","2","5","1","4","4","3","3","5","1","5","3","3","3","4","3","2","4","1","1","1","1","1","1","1","1","1","1","1","0","1","1","1","0","5","2","3","4","5","3","3","3","2","","","3","3","3",""
"553","23/03/2022 08:22","23/03/2022 08:46","0","100","1465","1","23/03/2022 08:46","R_u2jRDpXtHlFRvLb","anonymous","EN","1","","UKRN08","","","","","","1st Year","","","","","1","5","2","4","1","3","3","4","2","4","2","5","1","3","4","1","5","1","","1","1","","1","1","1","0","0","1","0","0","0","0","1","3","2","4","4","4","2","2","3","1","1","Many studies are difficult to replicate if not impossible ","1","1","1",""
"554","23/03/2022 09:31","23/03/2022 10:01","0","100","1811","1","23/03/2022 10:01","R_2Et2HzOW2qcG3RF","anonymous","EN","1","","UKRN08","","","","","","2nd Year","","","","","1","4","2","3","4","2","2","4","3","3","3","4","1","3","4","2","3","","","1","","","1","","1","0","0","1","0","0","0","0","1","4","2","3","3","4","4","2","4","2","","","3","3","1",""
"555","23/03/2022 13:47","23/03/2022 14:55","0","100","4042","1","23/03/2022 14:55","R_9Kv9wUaWZBmPOhz","anonymous","EN","1","","UKRN08","","","","","","1st Year","","","","","2","4","1","4","2","4","3","4","2","5","2","3","1","4","2","2","3","1","1","1","1","","","","1","1","1","0","1","0","0","0","1","4","2","4","2","4","4","2","3","1","1","Where researchers in the past have published work that perfectly proves what they are saying is correct, and that stands out for big journals. However, when someone else copies their research, they find something different, invalidating what they are saying completely and implying it is based on untrue or fabricated research.","1","1","1",""
"556","24/03/2022 03:57","24/03/2022 04:27","0","100","1810","1","24/03/2022 04:27","R_3Ic0U1gCYn3l87w","anonymous","EN","1","","UKRN08","","","","","","1st Year","","","","","2","4","3","3","4","4","3","4","4","4","3","3","1","4","3","3","4","1","1","1","1","1","1","1","1","0","0","0","0","0","0","0","1","4","4","4","4","4","4","2","3","2","","","3","3","3",""
"557","24/03/2022 07:01","24/03/2022 07:29","0","100","1702","1","24/03/2022 07:29","R_306623kym4Cw6yV","anonymous","EN","1","","UKRN08","","","","","","1st Year","","","","","2","5","2","4","2","4","2","4","4","3","3","5","1","4","2","4","4","1","1","","1","1","1","1","1","0","0","0","1","0","0","0","1","4","3","4","4","2","4","1","4","1","1","Where a huge proportion of research studies were not replicated and so findings cannot be deemed entirely accurate or credible. Therefore, they shouldn't really be used to support conclusions made.","1","1","1",""
"558","24/03/2022 08:07","24/03/2022 08:28","0","100","1233","1","24/03/2022 08:28","R_R342iQfIzRrYRzP","anonymous","EN","1","","UKRN08","","","","","","1st Year","","","","","2","4","1","4","3","5","2","5","4","3","3","2","2","4","4","3","3","1","1","1","1","1","1","1","1","0","0","0","0","0","0","0","0","4","2","2","4","4","2","4","4","1","1","It is an ongoing methodological crisis where the results of many studies are found to be difficult or impossible to replicate.","1","1","1","no "
"559","24/03/2022 18:02","24/03/2022 18:47","0","100","2737","1","24/03/2022 18:47","R_1hFIM1jarnKbyVu","anonymous","EN","1","","UKRN08","","","","","","2nd Year","","","","","2","5","1","5","2","5","1","5","2","5","2","3","3","4","4","5","2","1","1","1","1","1","1","1","1","1","1","1","1","0","0","0","0","1","2","1","2","4","3","3","4","1","1","the results of many well known scientific studies are impossible to reproduce","1","1","1",""
"560","25/03/2022 04:53","25/03/2022 05:24","0","100","1866","1","25/03/2022 05:24","R_3lGrgC1TgfAEeor","anonymous","EN","1","","UKRN08","","","","","","1st Year","","","","","2","4","2","4","2","4","2","5","3","5","2","4","1","2","5","3","4","1","","1","","","1","","1","0","0","0","0","0","0","0","0","4","3","4","5","2","4","2","4","2","","","2","2","1",""
"561","25/03/2022 05:34","25/03/2022 06:24","0","100","2995","1","25/03/2022 06:24","R_W2Ric3ui0szHOKJ","anonymous","EN","1","","UKRN08","","","","","","1st Year","","","","","2","5","2","4","1","2","4","3","4","4","1","3","2","5","1","2","5","1","1","1","1","1","1","1","1","0","0","1","1","0","0","1","1","4","4","2","2","4","2","4","4","1","1","The issue of researchers studies not being able to reproduce significant results in a replication or a partial replication. ","1","1","1",""
"562","25/03/2022 05:50","25/03/2022 06:25","0","100","2125","1","25/03/2022 06:25","R_1gndhapKuerRM9m","anonymous","EN","1","","UKRN08","","","","","","1st Year","","","","","2","4","3","3","2","4","3","4","3","4","2","3","2","4","2","1","5","1","1","1","1","1","1","1","1","0","0","1","1","0","1","0","1","5","2","5","1","5","2","3","4","1","1","Researchers results cannot always be replicated from the past, which means they are not reliable or valid. This is a problem nowadays because a lot of our understanding are based of a lot of past research.  ","1","1","3",""
"563","25/03/2022 17:09","25/03/2022 17:25","0","100","953","1","25/03/2022 17:25","R_2xREwipzFvzD0Ai","anonymous","EN","1","","UKRN08","","","","","","1st Year","","","","","2","5","1","4","1","4","2","4","2","4","4","3","2","4","4","4","3","1","1","1","1","1","1","1","1","0","0","0","1","0","0","0","1","3","2","5","2","4","4","2","4","1","1","Some scientific studies are not reproducible and are therefore wrongly done.","2","1","1",""
"564","27/03/2022 11:46","27/03/2022 12:15","0","100","1723","1","27/03/2022 12:15","R_2CVVNilDmuCCpBH","anonymous","EN","1","","UKRN08","","","","","","1st Year","","","","","2","5","2","4","1","5","1","4","2","4","1","5","1","4","3","3","4","1","","1","1","","1","","1","1","0","1","1","0","1","0","1","5","1","5","2","4","2","2","5","1","1","That in the field of Psychology there is a crisis of research/studies not being reproduced, leading to claims/results being unchecked.","3","3","1","N/A"
"565","27/03/2022 12:19","27/03/2022 12:29","0","100","632","1","27/03/2022 12:29","R_1lb0GTCslIPMbRV","anonymous","EN","1","","UKRN08","","","","","","2nd Year","","","","","2","4","3","4","2","4","3","4","2","3","4","3","3","4","3","3","3","1","1","1","1","1","1","1","1","0","1","1","0","1","1","1","0","5","1","4","4","4","3","2","3","1","1","The pressure to produce novel findings creates a problem with reliability","1","1","1",""
"566","27/03/2022 18:15","27/03/2022 18:34","0","100","1117","1","27/03/2022 18:34","R_3IPN1o0N4oefdWn","anonymous","EN","1","","UKRN08","","","","","","1st Year","","","","","1","5","1","4","2","5","1","5","3","4","3","4","1","5","5","2","1","1","1","1","1","1","1","1","1","0","0","1","0","1","0","0","1","3","2","1","2","3","4","1","4","1","1","where tests are rarely replicated and if so do not tend to result in the same answers ","3","3","1",""
"567","28/03/2022 04:54","28/03/2022 05:24","0","100","1754","1","28/03/2022 05:24","R_1mPo7XYk2oCNltG","anonymous","EN","1","","UKRN08","","","","","","1st Year","","","","","2","5","1","3","5","5","5","5","3","4","5","3","2","2","4","3","4","1","1","1","1","1","1","1","1","1","1","0","1","1","0","1","0","3","4","4","5","4","2","4","5","1","1","ITS THE PROCESS OF REPEATING RESEARCH TO DETERMINE THE EXTENT TO WHICH FINDINGS ACROSS TIME AND SITUATION.","2","2","1",""
"568","28/03/2022 05:32","28/03/2022 05:44","0","100","743","1","28/03/2022 05:44","R_31mbaQPjOXYdIKo","anonymous","EN","1","","UKRN08","","","","","","1st Year","","","","","2","5","1","4","2","4","1","5","2","5","1","5","2","5","3","5","1","1","1","1","1","1","1","1","1","1","0","1","1","0","0","0","1","5","2","2","4","3","4","1","4","1","1","where psychology studies are not easily replicated despite being stated they are, more studies needed to be be replicable ","1","1","1",""
"569","28/03/2022 06:01","28/03/2022 06:33","0","100","1902","1","28/03/2022 06:33","R_DAG3SacytEdWlod","anonymous","EN","1","","UKRN08","","","","","","1st Year","","","","","2","4","2","4","2","4","3","3","3","3","2","4","1","4","2","3","4","1","1","1","1","1","1","1","1","0","0","0","0","0","0","0","0","2","2","4","4","4","2","2","4","1","1","that the results are hard to replicate ","3","3","1",""
"570","28/03/2022 06:19","28/03/2022 06:37","0","100","1068","1","28/03/2022 06:37","R_vJiRfRdO5lOnZeh","anonymous","EN","1","","UKRN08","","","","","","1st Year","","","","","2","5","4","4","3","5","3","5","2","4","1","4","4","4","5","4","2","1","1","1","1","1","1","1","1","0","0","0","1","1","1","1","0","2","2","5","4","3","4","2","3","1","1","many scientific studies cannot be reproduced ","2","2","1",""
"571","28/03/2022 06:41","28/03/2022 06:59","0","100","1074","1","28/03/2022 06:59","R_3F3t0c8HhLVdSMH","anonymous","EN","1","","UKRN08","","","","","","2nd Year","","","","","2","4","1","4","2","2","4","4","2","4","4","5","1","5","4","1","5","1","1","1","1","1","1","1","1","0","0","1","1","0","1","0","1","4","4","5","5","5","2","1","2","1","1","Replication studies don't get published as they aren't novel","1","1","1",""
"572","28/03/2022 07:45","28/03/2022 08:22","0","100","2233","1","28/03/2022 08:22","R_1eG0NkP3gxs71zj","anonymous","EN","1","","UKRN08","","","","","","1st Year","","","","","2","5","1","4","2","4","1","4","2","5","1","4","1","5","1","2","4","1","1","1","1","1","1","","1","1","1","1","1","0","1","0","1","5","2","4","2","4","3","2","4","1","1","Old research that has been seen as extremely important and had a big influence is now being replicated, and recent replications find that the  influential studies are unreliable or invalid ","1","1","1",""
"573","28/03/2022 08:03","28/03/2022 08:26","0","100","1384","1","28/03/2022 08:26","R_3ElF83erKB7XZgo","anonymous","EN","1","","UKRN08","","","","","","3rd Year","","","","","2","4","2","3","3","5","3","5","4","5","2","3","2","3","2","3","4","1","1","1","1","1","1","1","1","0","0","1","0","0","1","1","0","5","2","5","3","3","4","3","4","1","1","replication studies finding landmark studies actually have false results ","1","1","1",""
"574","28/03/2022 08:24","28/03/2022 09:09","0","100","2752","1","28/03/2022 09:09","R_2BgJJyEO4Di1d3h","anonymous","EN","1","","UKRN08","","","","","","1st Year","","","","","2","4","2","4","2","5","4","5","2","4","1","4","2","4","3","3","3","1","1","1","1","1","1","1","1","1","0","1","1","0","0","0","1","4","2","5","2","3","4","4","4","1","1","researchers not sharing their research/data on open science/research spaces","1","1","1",""
"575","28/03/2022 17:34","28/03/2022 18:03","0","100","1752","1","28/03/2022 18:03","R_27WD3kowCP3SYgO","anonymous","EN","1","","UKRN08","","","","","","1st Year","","","","","2","5","1","5","1","4","2","5","2","5","1","3","2","4","3","2","4","1","1","1","1","1","1","","1","1","1","1","1","0","1","0","0","5","1","5","3","4","2","3","4","1","1","results of studies are difficult to replicate ","1","1","1",""
"576","29/03/2022 01:50","29/03/2022 02:03","0","100","827","1","29/03/2022 02:03","R_WoI9R5ddadXDpKh","anonymous","EN","1","","UKRN08","","","","","","1st Year","","","","","2","4","2","4","2","4","2","5","1","5","2","4","1","4","2","3","3","1","1","1","1","1","1","1","1","0","1","0","0","1","1","1","0","4","3","4","2","4","4","1","2","1","1","researchers replicating work","2","1","1",""
"577","29/03/2022 07:55","29/03/2022 08:26","0","100","1835","1","29/03/2022 08:26","R_270WIEpdVGi8YdI","anonymous","EN","1","","UKRN08","","","","","","1st Year","","","","","2","1","1","4","2","5","2","4","4","4","1","4","1","3","2","3","4","1","1","1","1","1","1","1","1","0","0","1","0","0","1","0","1","5","1","5","1","4","4","2","4","1","1","where a study fails to be replicated ","2","2","1",""
"578","29/03/2022 08:20","29/03/2022 08:59","0","100","2352","1","29/03/2022 08:59","R_3MATnZx5PXLvkQc","anonymous","EN","1","","UKRN08","","","","","","1st Year","","","","","2","5","2","4","4","3","2","3","4","5","5","4","1","3","3","2","4","1","1","1","1","1","1","1","1","0","0","0","0","0","0","0","1","4","2","2","4","4","2","2","3","2","","","2","3","1",""
"579","29/03/2022 08:55","29/03/2022 09:03","0","100","493","1","29/03/2022 09:03","R_1H8m0yFfuPeqios","anonymous","EN","1","","UKRN08","","","","","","2nd Year","","","","","2","3","3","2","4","3","4","3","4","3","4","3","4","3","4","3","4","1","1","1","1","1","1","1","1","0","1","1","1","1","1","1","0","3","4","5","2","3","4","2","4","2","","","2","3","3",""
"580","29/03/2022 09:03","29/03/2022 09:33","0","100","1793","1","29/03/2022 09:33","R_pS5htQPPufRRxxD","anonymous","EN","1","","UKRN08","","","","","","1st Year","","","","","2","5","1","5","2","4","1","4","2","4","1","4","2","4","4","2","3","1","1","1","1","","1","","1","0","0","1","1","0","1","0","1","5","2","2","4","4","4","4","4","1","1","results of studies are hard or impossible to reproduce","1","1","1","n/a"
"581","29/03/2022 10:11","29/03/2022 10:42","0","100","1872","1","29/03/2022 10:42","R_oXls9OIBWVqVBh7","anonymous","EN","1","","UKRN08","","","","","","1st Year","","","","","2","5","2","3","3","4","4","4","2","4","4","4","1","4","4","3","3","1","1","1","1","1","1","1","1","0","0","0","0","0","0","0","1","4","2","4","4","4","3","2","3","2","","","2","2","2",""
"582","29/03/2022 11:29","29/03/2022 11:44","0","100","925","1","29/03/2022 11:44","R_2ZZWE0whgTFCSOy","anonymous","EN","1","","UKRN08","","","","","","1st Year","","","","","2","5","2","4","2","4","1","5","1","5","1","2","2","5","4","1","5","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","5","2","5","5","5","2","4","4","1","1","that many studies and their results have been found to be difficult to reproduce","1","1","1",""
"583","29/03/2022 12:13","29/03/2022 12:28","0","100","873","1","29/03/2022 12:28","R_XiBr0eqHVhGuBvb","anonymous","EN","1","","UKRN08","","","","","","1st Year","","","","","2","5","2","4","2","4","2","4","2","4","2","4","1","4","2","2","3","1","1","1","1","1","1","","1","0","0","0","1","0","0","0","1","2","2","4","4","4","3","2","4","1","1","where studies are published that have 'shocking' results but they are not replicated/ not replicable which means the results might not be accurate ","1","1","1",""
